,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2022-11-09,9.739828965917187,13,0
2022-11-10,-1.8133928161390633,24,1
2022-11-11,-0.9879501904468746,8,0
2022-11-12,-0.6859871353656241,4,0
2022-11-13,-0.4742331001796859,0,0
2022-11-14,7.652925788750001,27,1
2022-11-15,2.910583797640625,13,3
2022-11-16,5.992199182389062,22,0
2022-11-17,7.7279565890765625,10,8
2022-11-18,-1.5866873778953128,16,1
2022-11-19,-0.8160839999999998,4,1
2022-11-20,-0.5709005999999991,5,0
2022-11-21,2.5598226300000015,13,1
2022-11-22,6.3418938733750005,20,0
2022-11-23,5.8634219414,23,0
2022-11-24,4.699083132496875,9,4
2022-11-25,2.678605715107812,12,1
2022-11-26,-1.1380774228234374,4,0
2022-11-27,-0.6479407874999993,1,0
2022-11-28,0.5237925737500011,11,0
2022-11-29,3.522154599703126,21,0
2022-11-30,1.241730302532813,10,0
2022-12-01,4.346519613639063,24,0
2022-12-02,2.1147608691546873,17,4
2022-12-03,-0.7694331172781249,8,3
2022-12-04,-0.4300494226437497,7,1
2022-12-05,1.7152122537500007,16,4
2022-12-06,2.577161626984376,12,9
2022-12-07,3.4269801904015624,23,0
2022-12-08,6.260313445075,23,0
2022-12-09,2.8952546410999997,16,0
2022-12-10,-0.9939202017265627,5,1
2022-12-11,-0.5620208326078122,1,2
2022-12-12,0.6152220700000008,22,0
2022-12-13,1.5994669852187509,24,2
2022-12-14,8.50852148338125,11,5
2022-12-15,1.7877262665796871,13,0
2022-12-16,4.072389113746874,13,0
2022-12-17,-1.0460069698140626,6,0
2022-12-18,-0.5754534226437493,8,0
2022-12-19,0.6130440287500007,29,5
2022-12-20,-0.4018765680156241,33,4
2022-12-21,0.7075514676828132,26,5
2022-12-22,0.6694963265375005,16,4
2022-12-23,2.674574406879688,8,6
2022-12-24,-0.4626548726859376,3,3
2022-12-25,-0.2393187751796874,0,1
2022-12-26,-0.1333729462499999,0,0
2022-12-27,-0.10083457551562466,2,0
2022-12-28,-0.08100481128593726,1,0
2022-12-29,-0.060148046765624824,0,0
2022-12-30,-0.05124825430156236,3,0
2022-12-31,-0.037103791582812407,4,0
2023-01-01,-0.025196557607812434,2,0
2023-01-02,0.0,0,1
2023-01-03,7.0,24,1
2023-01-04,1.2999999999999994,11,2
2023-01-05,5.484999999999999,14,0
2023-01-06,0.11049999999999927,25,0
2023-01-07,-0.5716374999999998,2,1
2023-01-08,-0.3701422499999997,1,0
2023-01-09,5.723157412500001,10,1
2023-01-10,2.1786571012500002,17,0
2023-01-11,5.245745591390625,12,0
2023-01-12,4.936347216217188,35,0
2023-01-13,-0.16477627941562512,15,0
2023-01-14,-0.7596494282312497,6,0
2023-01-15,-0.47569617753593685,1,0
2023-01-16,2.644776285000001,13,5
2023-01-17,2.4129739581562504,20,11
2023-01-18,3.3242509432375003,16,0
2023-01-19,5.217169374298438,22,0
2023-01-20,0.9536158104406249,32,0
2023-01-21,-0.7542991782312499,9,0
2023-01-22,-0.43988514003593715,2,0
2023-01-23,2.6817908737500007,17,0
2023-01-24,3.4473404222031254,23,1
2023-01-25,2.255518143345313,18,1
2023-01-26,5.278143987829687,25,1
2023-01-27,-1.0241801807375002,30,0
2023-01-28,-0.5560299912468747,23,0
2023-01-29,-0.35373824257187453,4,0
2023-01-30,5.741745611250001,13,0
2023-01-31,0.19073373845312513,17,3
2023-02-01,3.4542770265796876,27,0
2023-02-02,0.25513747330937486,27,0
2023-02-03,1.484918564298438,16,2
2023-02-04,-0.5267561152156248,5,0
2023-02-05,-0.2962388249999995,2,7
2023-02-06,1.7781463100000006,20,0
2023-02-07,3.6214066256562503,35,1
2023-02-08,1.36026827426875,16,1
2023-02-09,0.47891017415156234,20,0
2023-02-10,-0.4106761156593749,28,0
2023-02-11,-0.2444189785671871,10,0
2023-02-12,-0.17741373007187455,3,0
2023-02-13,1.8722685575000004,26,0
2023-02-14,-0.30595218603124985,28,0
2023-02-15,2.8195796378656253,32,0
2023-02-16,3.579174267575,27,0
2023-02-17,0.39730898191249975,30,0
2023-02-18,-0.40613235253593766,22,0
2023-02-19,-0.2473115249999998,4,0
2023-02-20,1.8183123575000004,13,0
2023-02-21,0.6562478364687503,20,3
2023-02-22,4.691156406178125,51,9
2023-02-23,-0.6882417365468753,37,10
2023-02-24,1.6306114940796876,18,2
2023-02-25,-0.43855972315937497,14,1
2023-02-26,-0.244152127535937,1,1
2023-02-27,0.8270668450000003,25,1
2023-02-28,-0.23736538478124966,24,0
2023-03-01,1.8409320006625003,36,15
2023-03-02,-0.31106444261406246,44,5
2023-03-03,-0.17484415517968732,10,0
2023-03-04,-0.09225337603124995,15,7
2023-03-05,-0.07128471757187477,8,4
2023-03-06,0.9566728037500002,13,1
2023-03-07,3.864107661984375,37,3
2023-03-08,-0.4755862450359378,29,3
2023-03-09,-0.22763662603125012,20,0
2023-03-10,0.848539794928125,16,2
2023-03-11,-0.19876674999999971,3,2
2023-03-12,-0.12262901249999977,1,6
2023-03-13,0.9077582537500002,26,0
2023-03-14,4.825394401984375,16,2
2023-03-15,-0.6077888545984378,6,1
2023-03-16,1.69974257735625,19,0
2023-03-17,-0.3742561962500002,28,0
2023-03-18,-0.21899756301562462,1,0
2023-03-19,-0.15914461503593721,3,0
2023-03-20,0.8817712412500004,23,2
2023-03-21,1.8027297057343752,20,0
2023-03-22,1.6724355573859375,23,0
2023-03-23,0.6173183448203123,23,0
2023-03-24,-0.2867991260312501,31,0
2023-03-25,0.8237605449281251,12,0
2023-03-26,-0.21522051249999982,2,0
2023-03-27,0.8646862787500003,25,0
2023-03-28,3.797303519484375,17,0
2023-03-29,3.4714526164328126,12,1
2023-03-30,3.3283552226468744,21,1
2023-03-31,0.2458094694124996,31,0
2023-04-01,-0.5122592987859373,18,0
2023-04-02,-0.32884732551562457,14,0
2023-04-03,6.752242401214064,17,0
2023-04-04,0.108279351984375,23,0
2023-04-05,2.4251883104015626,33,0
2023-04-06,1.3260945402937498,32,0
2023-04-07,-0.5910998584562496,14,0
2023-04-08,-0.3521434731593746,4,0
2023-04-09,-0.23563719003593697,0,1
2023-04-10,-0.1804931362499994,6,0
2023-04-11,0.8502085751406254,10,0
2023-04-12,4.772034605482813,19,1
2023-04-13,2.395708815917187,17,1
2023-04-14,1.402166816360937,22,0
2023-04-15,-0.5149602050718752,2,0
2023-04-16,-0.2949292499999997,1,0
2023-04-17,1.7872667375000004,20,0
2023-04-18,4.63342099125,22,1
2023-04-19,5.273243668234375,17,0
2023-04-20,0.0021544686359370457,19,1
2023-04-21,-0.6467115942265624,23,0
2023-04-22,-0.39587918363906205,1,0
2023-04-23,-0.2761804800718742,6,0
2023-04-24,-0.20536045499999933,19,1
2023-04-25,-0.16969393228124952,16,0
2023-04-26,0.8556365398500004,25,0
2023-04-27,3.7895021629765626,22,1
2023-04-28,1.4950385717687498,22,0
2023-04-29,-0.41689885253593784,10,0
2023-04-30,-0.2246625000000001,6,0
2023-05-01,0.8442332500000003,31,0
2023-05-02,5.781045987500001,26,0
2023-05-03,1.2590247537499997,43,0
2023-05-04,1.4212328769843747,44,1
2023-05-05,2.4494780029015626,9,0
2023-05-06,-0.6398237861749998,1,2
2023-05-07,-0.3599852175718746,2,0
2023-05-08,-0.24912427124999953,18,0
2023-05-09,-0.19667551551562437,22,0
2023-05-10,1.837329601870313,22,0
2023-05-11,-0.3312031712468748,23,0
2023-05-12,1.8407845801468752,9,0
2023-05-13,-0.3025026441187501,5,0
2023-05-14,-0.15652155760781233,0,0
2023-05-15,0.9107665,14,3
2023-05-16,1.8323509750000002,9,4
2023-05-17,1.7005791074999999,9,10
2023-05-18,-0.36396065103125014,11,7
2023-05-19,-0.20664759757187492,19,9
2023-05-20,-0.13357837603124978,2,4
2023-05-21,-0.10351821757187465,3,2
2023-05-22,0.9303487787500002,15,12
2023-05-23,-0.1580797305156249,23,7
2023-05-24,-0.09472287106718741,16,7
2023-05-25,0.9355656688968751,18,0
2023-05-26,-0.13746020507187495,15,0
2023-05-27,-0.061116749999999984,3,9
2023-05-28,-0.041662012499999984,7,8
2023-05-29,-0.03175619624999989,2,2
2023-05-30,2.974314936984375,8,5
2023-05-31,0.6784391349640623,10,1
2023-06-01,4.75390630375,9,10
2023-06-02,-0.6400683130156255,12,4
2023-06-03,-0.32388635253593745,0,0
2023-06-04,-0.21151274999999986,0,0
2023-06-05,1.8410847125000005,14,5
2023-06-06,-0.32702685124999975,20,0
2023-06-07,-0.1956086977968748,9,0
2023-06-08,-0.14723335187343728,35,0
2023-06-09,-0.0975654176140622,30,0
2023-06-10,-0.07422776267968728,13,0
2023-06-11,-0.02632402499999992,3,0
2023-06-12,1.9778126075,28,12
2023-06-13,0.7808633739687498,22,7
2023-06-14,-0.20679770507187512,57,4
2023-06-15,3.898,20,1
2023-06-16,0.5301749999999998,16,0
2023-06-17,-0.332896,0,1
2023-06-18,-0.201440775,0,3
2023-06-19,-0.1464994049999996,17,13
2023-06-20,-0.11535982228124964,13,1
2023-06-21,-0.09513081808749972,19,3
2023-06-22,-0.06593565003593731,24,0
2023-06-23,-0.04936694831249987,24,6
2023-06-24,-0.04316372315937489,12,2
2023-06-25,-0.008398852535937478,7,0
2023-06-26,2.0,13,3
2023-06-27,0.7999999999999998,16,2
2023-06-28,0.8099999999999998,19,7
2023-06-29,0.7979999999999998,31,4
2023-06-30,-0.214825,20,3
2023-07-01,-0.12639599999999987,2,3
2023-07-02,-0.09160327499999982,3,2
2023-07-03,3.9278713450000002,17,4
2023-07-04,-0.4595090847812502,24,1
2023-07-05,-0.23062172683749999,25,1
2023-07-06,0.8569391381984375,32,0
2023-07-07,-0.20061716555156223,20,1
2023-07-08,-0.11786585253593729,1,11
2023-07-09,-0.08114804999999986,9,0
2023-07-10,-0.06503728499999979,28,0
2023-07-11,-0.054390002062499845,9,1
2023-07-12,-0.04675742264374987,22,0
2023-07-13,-0.011093696249999967,11,5
2023-07-14,-0.009568313015624975,9,0
2023-07-15,-0.008398852535937478,1,1
2023-07-16,0.0,3,1
2023-07-17,0.0,16,1
2023-07-18,0.0,18,0
2023-07-19,0.0,18,8
2023-07-20,0.0,17,2
2023-07-21,2.0,25,0
2023-07-22,-0.20000000000000018,7,0
2023-07-23,-0.09000000000000007,4,0
2023-07-24,0.943,16,0
2023-07-25,0.8586750000000001,7,0
2023-07-26,0.8227665,19,1
2023-07-27,-0.19982402500000007,15,5
2023-07-28,-0.11634989249999991,15,8
2023-07-29,-0.08441587603124984,8,7
2023-07-30,-0.06673896757187478,4,4
2023-07-31,-0.040372458749999875,14,4
2023-08-01,-0.0338240217656249,20,3
2023-08-02,-0.02906086180156242,21,1
2023-08-03,-0.017967165551562456,20,1
2023-08-04,-0.008398852535937478,26,3
2023-08-05,0.0,5,2
2023-08-06,0.0,5,0
2023-08-07,0.0,25,4
2023-08-08,0.0,11,2
2023-08-09,0.0,18,1
2023-08-10,0.0,8,0
2023-08-11,0.0,19,0
2023-08-12,0.0,6,0
2023-08-13,0.0,0,0
2023-08-14,0.0,29,0
2023-08-15,0.0,19,1
2023-08-16,0.0,20,0
2023-08-17,0.0,20,0
2023-08-18,0.0,16,0
2023-08-19,0.0,4,0
2023-08-20,0.0,10,0
2023-08-21,0.0,17,3
2023-08-22,7.0,16,1
2023-08-23,0.2999999999999994,15,8
2023-08-24,2.5849999999999995,24,1
2023-08-25,0.45549999999999957,21,0
2023-08-26,-0.4081374999999997,6,0
2023-08-27,-0.2639797499999997,11,0
2023-08-28,0.8012616625000005,16,0
2023-08-29,-0.2598306362499996,22,0
2023-08-30,0.8213253251406253,24,10
2023-08-31,-0.2433033820171873,17,8
2023-09-01,-0.11385998783281234,22,0
2023-09-02,-0.07938162062343739,9,0
2023-09-03,-0.04222336503593736,9,0
2023-09-04,-0.027210446249999916,10,0
2023-09-05,0.9772696744843751,17,0
2023-09-06,-0.11949254878593754,17,0
2023-09-07,1.945431686984375,13,0
2023-09-08,-0.23689885253593768,15,0
2023-09-09,-0.1106625,1,0
2023-09-10,-0.07311675,4,0
2023-09-11,-0.05448701249999981,14,1
2023-09-12,-0.04332719624999986,19,2
2023-09-13,-0.0358923380156249,16,0
2023-09-14,0.9694137549640626,40,2
2023-09-15,-0.11913662603125004,18,0
2023-09-16,-0.061797705071874987,5,0
2023-09-17,-0.028500000000000022,1,0
2023-09-18,-0.020662499999999924,33,0
2023-09-19,0.9838832500000001,24,1
2023-09-20,-0.11316201250000005,26,1
2023-09-21,-0.05609369625,24,1
2023-09-22,-0.038068313015624994,20,1
2023-09-23,-0.029061352535937404,8,1
2023-09-24,-0.016116749999999947,4,10
2023-09-25,-0.01316201249999996,19,0
2023-09-26,0.98890630375,35,0
2023-09-27,0.8904316869843749,25,3
2023-09-28,-0.1533988525359376,33,0
2023-09-29,-0.07350000000000005,21,0
2023-09-30,-0.04916249999999994,5,0
2023-10-01,-0.036779249999999875,1,0
2023-10-02,-0.02927876249999991,26,1
2023-10-03,0.9757442912500001,16,0
2023-10-04,0.879337990734375,16,1
2023-10-05,-0.16296716555156257,10,1
2023-10-06,0.9181011474640625,22,3
2023-10-07,-0.14916250000000003,9,0
2023-10-08,-0.08177924999999991,0,0
2023-10-09,1.9422212375,5,1
2023-10-10,-0.24491820875000003,15,0
2023-10-11,-0.12677875926562496,9,0
2023-10-12,-0.08812917805156245,28,0
2023-10-13,0.9391824512140627,19,0
2023-10-14,-0.14180181301562494,8,0
2023-10-15,-0.07972287753593743,3,0
2023-10-16,-0.050687392499999956,16,0
2023-10-17,-0.039799126031249875,22,3
2023-10-18,1.967085544928125,14,3
2023-10-19,0.7868379874999999,21,0
2023-10-20,1.79890630375,29,3
2023-10-21,-0.31156831301562526,19,3
2023-10-22,-0.1682238525359374,7,1
2023-10-23,0.8901040000000001,42,0
2023-10-24,3.816234225,40,1
2023-10-25,-0.5125829050000001,32,0
2023-10-26,-0.26505434728125,60,2
2023-10-27,0.8167840894125001,16,2
2023-10-28,-0.22630222856718718,6,3
2023-10-29,-0.13942671757187475,3,11
2023-10-30,-0.09224174624999984,17,11
2023-10-31,0.9253944019843752,24,4
2023-11-01,-0.16278885459843742,22,6
2023-11-02,-0.0917574226437499,11,1
2023-11-03,-0.03959369624999999,14,0
2023-11-04,-0.0302308130156249,4,0
2023-11-05,-0.024515602535937424,7,0
2023-11-06,-0.01316201249999996,18,0
2023-11-07,-0.011093696249999967,19,0
2023-11-08,-0.009568313015624975,35,3
2023-11-09,-0.008398852535937478,20,0
2023-11-10,0.0,9,0
2023-11-11,0.0,2,0
2023-11-12,0.0,5,0
2023-11-13,1.0,10,0
2023-11-14,-0.10000000000000009,8,0
2023-11-15,-0.04500000000000003,14,0
2023-11-16,0.9715,41,4
2023-11-17,-0.1206625,24,0
2023-11-18,-0.061116749999999984,4,0
2023-11-19,-0.041662012499999984,1,0
2023-11-20,-0.03175619624999989,6,0
2023-11-21,0.9743149369843751,12,0
2023-11-22,-0.12156086503593752,21,1
2023-11-23,-0.05609369625,12,0
2023-11-24,-0.038068313015624994,12,0
2023-11-25,-0.029061352535937404,1,0
2023-11-26,-0.016116749999999947,3,0
2023-11-27,-0.01316201249999996,15,3
2023-11-28,-0.011093696249999967,21,3
2023-11-29,-0.009568313015624975,24,1
2023-11-30,0.9916011474640625,15,2
2023-12-01,0.8999999999999999,19,0
2023-12-02,-0.14500000000000013,5,0
2023-12-03,-0.07350000000000005,4,0
2023-12-04,2.9508375,24,11
2023-12-05,-0.33677925000000014,17,3
2023-12-06,0.8357212375,28,0
2023-12-07,0.79024429125,15,1
2023-12-08,0.7723504907343752,14,2
2023-12-09,-0.23981741555156244,3,0
2023-12-10,-0.14204739003593736,0,0
2023-12-11,-0.09856033874999981,12,0
2023-12-12,-0.07864620154687477,13,0
2023-12-13,-0.0655690163578123,25,0
2023-12-14,1.966175978234375,8,0
2023-12-15,2.7709391381984374,12,0
2023-12-16,-0.40796716555156276,2,0
2023-12-17,-0.20039885253593762,2,0
2023-12-18,1.873175,11,1
2023-12-19,1.7057790000000002,7,0
2023-12-20,-0.364674275,17,1
2023-12-21,-0.20867342999999994,4,0
2023-12-22,0.8492572852187502,16,0
2023-12-23,-0.21906114411874972,4,0
2023-12-24,-0.1287540826078123,10,0
2023-12-25,-0.07701141749999987,3,0
2023-12-26,-0.061986518531249805,2,0
2023-12-27,-0.052051081103124855,9,0
2023-12-28,-0.02995971757187492,5,0
2023-12-29,-0.011093696249999967,2,3
2023-12-30,-0.009568313015624975,2,0
2023-12-31,-0.008398852535937478,6,0
2024-01-01,0.0,5,0
2024-01-02,2.0,23,0
2024-01-03,2.8,25,0
2024-01-04,1.6099999999999997,31,0
2024-01-05,1.6079999999999997,16,2
2024-01-06,-0.41682500000000017,16,1
2024-01-07,-0.2412209999999998,4,0
2024-01-08,-0.17299927499999965,20,0
2024-01-09,1.8647680700000004,20,0
2024-01-10,1.68902476021875,28,0
2024-01-11,-0.38401406161874996,32,0
2024-01-12,-0.21352057613906245,22,0
2024-01-13,-0.1342593311031248,2,0
2024-01-14,-0.0903562050718747,6,0
2024-01-15,-0.05855752499999982,7,0
2024-01-16,-0.048511417499999855,12,2
2024-01-17,-0.04132401853124988,31,0
2024-01-18,-0.03593433110312491,33,0
2024-01-19,-0.016797705071874957,22,0
2024-01-20,0.0,3,0
2024-01-21,0.0,11,0
2024-01-22,0.0,19,0
2024-01-23,1.0,17,0
2024-01-24,0.8999999999999999,33,0
2024-01-25,1.855,18,4
2024-01-26,-0.27350000000000024,26,6
2024-01-27,-0.13916250000000002,21,4
2024-01-28,-0.09377924999999993,4,10
2024-01-29,-0.07060376249999975,26,0
2024-01-30,-0.056489208749999825,15,5
2024-01-31,0.9530139657343751,31,9
2024-02-01,-0.14015455805156246,16,11
2024-02-02,-0.07253547856718746,16,2
2024-02-03,-0.04529770507187498,4,8
2024-02-04,-0.020662499999999924,12,1
2024-02-05,-0.016116749999999947,28,5
2024-02-06,-0.01316201249999996,31,2
2024-02-07,-0.011093696249999967,19,7
2024-02-08,-0.009568313015624975,19,1
2024-02-09,-0.008398852535937478,13,0
2024-02-10,0.0,5,4
2024-02-11,0.0,2,2
2024-02-12,0.0,22,0
2024-02-13,0.0,22,0
2024-02-14,0.0,26,0
2024-02-15,0.0,23,0
2024-02-16,0.0,21,4
2024-02-17,0.0,5,5
2024-02-18,0.0,3,4
2024-02-19,0.0,17,4
2024-02-20,3.0,30,4
2024-02-21,0.6999999999999997,28,7
2024-02-22,-0.23500000000000018,19,5
2024-02-23,-0.1305000000000001,21,11
2024-02-24,-0.09048749999999979,4,2
2024-02-25,-0.06901274999999976,1,3
2024-02-26,-0.055602787499999834,25,3
2024-02-27,-0.04644310124999986,20,1
2024-02-28,-0.03979863529687489,27,8
2024-02-29,-0.03476487062343741,24,0
2024-03-01,-0.008398852535937478,29,7
2024-03-02,0.0,6,0
2024-03-03,0.0,6,0
2024-03-04,0.0,25,0
2024-03-05,0.0,26,0
2024-03-06,0.0,27,0
2024-03-07,0.0,31,12
2024-03-08,0.0,24,0
2024-03-09,0.0,7,1
2024-03-10,0.0,2,1
2024-03-11,0.0,24,0
2024-03-12,0.0,27,0
2024-03-13,0.0,28,4
2024-03-14,0.0,14,3
2024-03-15,1.0,8,6
2024-03-16,-0.10000000000000009,9,9
2024-03-17,-0.04500000000000003,4,0
2024-03-18,-0.028500000000000022,30,0
2024-03-19,-0.020662499999999924,31,1
2024-03-20,-0.016116749999999947,16,5
2024-03-21,-0.01316201249999996,16,1
2024-03-22,-0.011093696249999967,20,1
2024-03-23,-0.009568313015624975,3,0
2024-03-24,-0.008398852535937478,3,0
2024-03-25,0.0,29,0
2024-03-26,0.0,22,3
2024-03-27,0.0,17,1
2024-03-28,0.0,22,1
2024-03-29,0.0,12,0
2024-03-30,0.0,2,0
2024-03-31,0.0,2,0
2024-04-01,0.0,10,0
2024-04-02,0.0,15,0
2024-04-03,0.0,14,0
2024-04-04,0.0,16,0
2024-04-05,0.0,15,0
2024-04-06,0.0,2,0
2024-04-07,0.0,3,0
2024-04-08,0.0,17,0
2024-04-09,0.0,18,0
2024-04-10,0.0,14,0
2024-04-11,0.0,26,0
2024-04-12,0.0,21,0
2024-04-13,0.0,8,0
2024-04-14,0.0,3,0
2024-04-15,0.0,39,0
2024-04-16,0.0,19,0
2024-04-17,0.0,27,0
2024-04-18,0.0,17,0
2024-04-19,0.0,17,0
2024-04-20,0.0,3,0
2024-04-21,0.0,4,0
2024-04-22,0.0,24,0
2024-04-23,0.0,24,0
2024-04-24,0.0,16,0
2024-04-25,0.0,17,0
2024-04-26,0.0,22,0
2024-04-27,0.0,2,0
2024-04-28,0.0,2,0
2024-04-29,0.0,8,0
2024-04-30,0.0,15,0
2024-05-01,0.0,16,0
2024-05-02,0.0,11,0
2024-05-03,0.0,12,0
2024-05-04,0.0,2,0
2024-05-05,0.0,2,0
2024-05-06,0.0,27,0
2024-05-07,0.0,19,0
2024-05-08,0.0,25,0
2024-05-09,0.0,12,0
2024-05-10,0.0,20,0
2024-05-11,0.0,5,0
2024-05-12,0.0,2,0
2024-05-13,0.0,15,0
2024-05-14,0.0,14,0
2024-05-15,0.0,16,0
2024-05-16,0.0,25,0
2024-05-17,0.0,13,0
2024-05-18,0.0,6,0
2024-05-19,0.0,0,0
2024-05-20,0.0,18,0
2024-05-21,0.0,26,0
2024-05-22,0.0,17,0
2024-05-23,0.0,23,0
2024-05-24,0.0,9,0
2024-05-25,0.0,4,0
2024-05-26,0.0,5,0
2024-05-27,0.0,9,0
2024-05-28,0.0,17,0
2024-05-29,0.0,15,0
2024-05-30,0.0,13,0
2024-05-31,0.0,11,0
2024-06-01,0.0,7,0
2024-06-02,0.0,5,0
2024-06-03,0.0,17,0
2024-06-04,0.0,18,0
2024-06-05,0.0,22,0
2024-06-06,0.0,11,0
2024-06-07,0.0,12,0
2024-06-08,0.0,3,0
2024-06-09,0.0,2,0
2024-06-10,0.0,25,0
2024-06-11,0.0,24,0
2024-06-12,0.0,20,0
2024-06-13,0.0,15,0
2024-06-14,0.0,21,0
2024-06-15,0.0,7,0
2024-06-16,0.0,2,0
2024-06-17,0.0,16,0
2024-06-18,0.0,19,0
2024-06-19,0.0,20,0
2024-06-20,0.0,12,0
2024-06-21,0.0,9,0
2024-06-22,0.0,3,0
2024-06-23,0.0,10,0
2024-06-24,0.0,8,0
2024-06-25,0.0,10,0
2024-06-26,0.0,20,0
2024-06-27,0.0,9,0
2024-06-28,0.0,10,0
2024-06-29,0.0,2,0
2024-06-30,0.0,0,0
2024-07-01,0.0,14,0
2024-07-02,0.0,10,0
2024-07-03,0.0,13,0
2024-07-04,0.0,12,0
2024-07-05,0.0,14,0
2024-07-06,0.0,2,0
2024-07-07,0.0,4,0
2024-07-08,0.0,12,0
2024-07-09,0.0,24,0
2024-07-10,0.0,19,0
2024-07-11,0.0,13,0
2024-07-12,0.0,22,0
2024-07-13,0.0,13,0
2024-07-14,0.0,3,0
2024-07-15,0.0,23,0
2024-07-16,0.0,15,0
2024-07-17,0.0,28,0
2024-07-18,0.0,25,0
2024-07-19,0.0,16,0
2024-07-20,0.0,6,0
2024-07-21,0.0,7,0
2024-07-22,0.0,15,0
2024-07-23,0.0,13,0
2024-07-24,0.0,20,0
2024-07-25,0.0,21,0
2024-07-26,0.0,9,0
2024-07-27,0.0,1,0
2024-07-28,0.0,3,0
2024-07-29,0.0,25,0
2024-07-30,0.0,24,0
2024-07-31,0.0,19,0
2024-08-01,0.0,13,0
2024-08-02,0.0,19,0
2024-08-03,0.0,4,0
2024-08-04,0.0,5,0
2024-08-05,0.0,23,0
2024-08-06,0.0,21,0
2024-08-07,0.0,19,0
2024-08-08,0.0,23,0
2024-08-09,0.0,7,0
2024-08-10,0.0,0,0
2024-08-11,0.0,0,0
2024-08-12,0.0,14,0
2024-08-13,0.0,29,0
2024-08-14,0.0,13,0
2024-08-15,0.0,26,0
2024-08-16,0.0,20,0
2024-08-17,0.0,2,0
2024-08-18,0.0,0,0
2024-08-19,0.0,10,0
2024-08-20,0.0,15,0
2024-08-21,0.0,19,0
2024-08-22,0.0,15,0
2024-08-23,0.0,23,0
2024-08-24,0.0,3,0
2024-08-25,0.0,2,0
2024-08-26,0.0,13,0
2024-08-27,0.0,24,0
2024-08-28,0.0,21,0
2024-08-29,0.0,18,0
2024-08-30,0.0,7,0
2024-08-31,0.0,2,0
2024-09-01,0.0,2,0
2024-09-02,0.0,4,0
2024-09-03,0.0,21,0
2024-09-04,0.0,33,0
2024-09-05,0.0,24,0
2024-09-06,0.0,11,0
2024-09-07,0.0,2,0
2024-09-08,0.0,2,0
2024-09-09,0.0,26,0
2024-09-10,0.0,20,0
2024-09-11,0.0,20,0
2024-09-12,0.0,28,0
2024-09-13,0.0,31,0
2024-09-14,0.0,4,0
2024-09-15,0.0,0,0
2024-09-16,0.0,33,0
2024-09-17,0.0,14,0
2024-09-18,0.0,13,0
2024-09-19,0.0,12,0
2024-09-20,0.0,14,0
2024-09-21,0.0,0,0
2024-09-22,0.0,6,0
2024-09-23,0.0,21,0
2024-09-24,0.0,44,0
2024-09-25,0.0,27,0
2024-09-26,0.0,25,0
2024-09-27,0.0,14,0
2024-09-28,0.0,7,0
2024-09-29,0.0,0,0
2024-09-30,0.0,24,0
2024-10-01,0.0,21,0
2024-10-02,0.0,15,0
2024-10-03,0.0,12,0
2024-10-04,0.0,26,0
2024-10-05,0.0,0,0
2024-10-06,0.0,0,0
2024-10-07,0.0,23,0
2024-10-08,0.0,23,0
2024-10-09,0.0,36,0
2024-10-10,0.0,27,0
2024-10-11,0.0,42,0
2024-10-12,0.0,19,0
2024-10-13,0.0,22,0
2024-10-14,0.0,32,0
2024-10-15,0.0,26,0
2024-10-16,0.0,20,0
2024-10-17,0.0,26,0
2024-10-18,0.0,24,0
2024-10-19,0.0,20,0
2024-10-20,0.0,14,0
2024-10-21,0.0,29,0
2024-10-22,0.0,24,0
2024-10-23,0.0,43,0
2024-10-24,0.0,26,0
2024-10-25,0.0,14,0
2024-10-26,0.0,3,0
2024-10-27,0.0,3,0
2024-10-28,0.0,14,0
2024-10-29,0.0,50,0
2024-10-30,0.0,40,0
2024-10-31,0.0,18,0
2024-11-01,0.0,13,0
2024-11-02,0.0,0,0
2024-11-03,0.0,8,0
2024-11-04,0.0,4,0
2024-11-05,0.0,0,0
2024-11-06,0.0,0,0
2024-11-07,0.0,0,0
2024-11-08,0.0,0,0
2024-11-09,0.0,0,0
2024-11-10,0.0,0,0
2024-11-11,0.0,0,0
2024-11-12,0.0,0,0
2024-11-13,0.0,0,0
2024-11-14,0.0,0,0
2024-11-15,0.0,0,0
2024-11-16,0.0,0,0
2024-11-17,0.0,0,0
2024-11-18,0.0,0,0
2024-11-19,0.0,0,0
2024-11-20,0.0,0,0
2024-11-21,0.0,0,0
2024-11-22,0.0,0,0
2024-11-23,0.0,0,0
2024-11-24,0.0,0,0
2024-11-25,0.0,0,0
2024-11-26,0.0,0,0
2024-11-27,0.0,0,0
2024-11-28,0.0,0,0
2024-11-29,0.0,0,0
2024-11-30,0.0,0,0
2024-12-01,0.0,0,0
2024-12-02,0.0,0,0
2024-12-03,0.0,0,0
2024-12-04,0.0,0,0
