,lvgl/lvgl,ocornut/imgui,Immediate-Mode-UI/Nuklear
2016-09-09,0,-0.36506723051562484,0
2016-09-10,0,2.7834268789328127,1
2016-09-11,0,1.546917131396875,0
2016-09-12,0,-0.4425205438218749,0
2016-09-13,0,0.7503995484531251,1
2016-09-14,0,-0.28160177885781223,1
2016-09-15,0,0.8335690444843753,4
2016-09-16,0,-0.22775501606718732,2
2016-09-17,0,-0.14206531882187473,0
2016-09-18,0,-0.09550908154687483,5
2016-09-19,0,0.9218423038609378,5
2016-09-20,0,0.8559918486781251,2
2016-09-21,0,1.832269674484375,0
2016-09-22,0,-0.29299254878593767,0
2016-09-23,0,1.851269186984375,1
2016-09-24,0,-0.3021781025359376,2
2016-09-25,0,13.8393962375,0
2016-09-26,0,0.48651079124999885,0
2016-09-27,3,-0.9183110342656253,0
2016-09-28,4,-0.5613880580515627,2
2016-09-29,0,-0.4001345035671864,2
2016-09-30,5,-0.305944597571874,0
2016-10-01,0,7.7643616989687505,0
2016-10-02,0,0.001566522428124939,0
2016-10-03,0,-0.6161437747187499,0
2016-10-04,4,-0.40972056153437486,0
2016-10-05,0,-0.21059770507187436,3
2016-10-06,0,1.8504035000000005,0
2016-10-07,2,3.6785871500000002,0
2016-10-08,0,0.4080884174999999,1
2016-10-09,0,4.575359799625,0
2016-10-10,0,1.2229158666968747,0
2016-10-11,0,-0.5767823525359375,0
2016-10-12,0,-0.3439535249999998,0
2016-10-13,0,-0.2512646924999994,0
2016-10-14,0,-0.19858217353124935,0
2016-10-15,0,1.8357917841156255,0
2016-10-16,3,5.675043770590625,0
2016-10-17,2,-0.7684278101140629,1
2016-10-18,0,1.6118691112890624,1
2016-10-19,0,-0.4291227050718751,0
2016-10-20,1,-0.2462084999999995,0
2016-10-21,0,-0.18002452499999966,1
2016-10-22,0,-0.14248446749999955,3
2016-10-23,0,-0.11793230353124964,0
2016-10-24,0,-0.10053160816562473,0
2016-10-25,0,-0.0725805077156248,0
2016-10-26,0,-0.01913662603124995,0
2016-10-27,1,-0.016797705071874957,0
2016-10-28,0,0.0,0
2016-10-29,0,1.0,2
2016-10-30,0,-0.10000000000000009,3
2016-10-31,0,-0.04500000000000003,1
2016-11-01,0,-0.028500000000000022,4
2016-11-02,0,-0.020662499999999924,0
2016-11-03,0,-0.016116749999999947,4
2016-11-04,0,-0.01316201249999996,0
2016-11-05,0,-0.011093696249999967,1
2016-11-06,0,8.990431686984374,3
2016-11-07,0,0.09160114746406167,0
2016-11-08,0,-0.5050000000000003,0
2016-11-09,0,2.6984999999999997,1
2016-11-10,0,-0.5144624999999996,1
2016-11-11,0,2.6992867500000006,3
2016-11-12,0,10.4799251375,0
2016-11-13,0,4.59000722125,1
2016-11-14,0,-0.32605876339062556,6
2016-11-15,0,-0.8701315233390625,2
2016-11-16,0,-0.5333176912859365,1
2016-11-17,0,-0.3979502265468738,0
2016-11-18,0,-0.3206227838578115,1
2016-11-19,0,-0.24582442279687428,3
2016-11-20,0,-0.21017219077968693,2
2016-11-21,0,-0.1608909522390621,0
2016-11-22,0,-0.05996142823124984,1
2016-11-23,0,-0.008398852535937478,0
2016-11-24,0,0.0,0
2016-11-25,0,0.0,0
2016-11-26,0,0.0,0
2016-11-27,0,10.0,0
2016-11-28,0,2.999999999999999,0
2016-11-29,0,2.1499999999999995,0
2016-11-30,0,-0.7650000000000006,0
2016-12-01,0,-0.4556249999999994,0
2016-12-02,0,-0.3293174999999992,0
2016-12-03,0,-0.25807462499999917,2
2016-12-04,0,0.7880647375000006,0
2016-12-05,0,-0.2795439526562496,0
2016-12-06,0,-0.20054286617187464,0
2016-12-07,0,-0.09080034919062487,0
2016-12-08,0,-0.04585905760781236,0
2016-12-09,1,-0.016116749999999947,0
2016-12-10,0,-0.01316201249999996,0
2016-12-11,0,-0.011093696249999967,0
2016-12-12,0,0.990431686984375,0
2016-12-13,0,-0.10839885253593756,0
2016-12-14,0,-0.04500000000000003,0
2016-12-15,4,-0.028500000000000022,0
2016-12-16,1,-0.020662499999999924,0
2016-12-17,5,-0.016116749999999947,0
2016-12-18,1,-0.01316201249999996,0
2016-12-19,3,0.98890630375,0
2016-12-20,3,-0.10956831301562506,2
2016-12-21,3,3.9466011474640625,0
2016-12-22,4,-0.4285000000000004,0
2016-12-23,0,3.7993375,0
2016-12-24,0,-0.5301167500000004,0
2016-12-25,0,-0.27581201249999976,1
2016-12-26,1,-0.18956069624999983,1
2016-12-27,0,-0.1448663630156245,0
2016-12-28,0,-0.11724063753593714,0
2016-12-29,2,-0.09092130206249974,2
2016-12-30,6,-0.07797019514374978,0
2016-12-31,0,-0.0382732520624999,10
2017-01-01,3,0.9664045898562501,2
2017-01-02,4,-0.10000000000000009,0
2017-01-03,7,-0.04500000000000003,11
2017-01-04,2,-0.028500000000000022,0
2017-01-05,0,-0.020662499999999924,2
2017-01-06,15,-0.016116749999999947,4
2017-01-07,0,0.9868379875000001,4
2017-01-08,6,-0.11109369625000005,0
2017-01-09,8,-0.05456831301562501,0
2017-01-10,8,0.9631011474640625,1
2017-01-11,2,2.8793375,2
2017-01-12,2,-0.36111675000000026,2
2017-01-13,5,-0.17666201250000008,0
2017-01-14,1,0.8827438037500001,2
2017-01-15,1,-0.1876725630156248,1
2017-01-16,8,-0.11491111503593732,0
2017-01-17,0,-0.07907973374999987,0
2017-01-18,0,-0.0635119017656248,0
2017-01-19,0,-0.05322054158281235,2
2017-01-20,0,-0.03835857010781239,1
2017-01-21,0,0.98890630375,4
2017-01-22,0,-0.10956831301562506,3
2017-01-23,0,-0.05339885253593751,3
2017-01-24,0,-0.028500000000000022,3
2017-01-25,0,-0.020662499999999924,0
2017-01-26,0,-0.016116749999999947,0
2017-01-27,0,-0.01316201249999996,0
2017-01-28,0,1.98890630375,0
2017-01-29,0,0.7904316869843748,0
2017-01-30,0,-0.19839885253593764,1
2017-01-31,0,-0.10200000000000008,0
2017-02-01,2,-0.06982499999999987,0
2017-02-02,0,-0.05289599999999982,0
2017-02-03,4,-0.04244077499999987,0
2017-02-04,0,-0.035349404999999896,5
2017-02-05,0,-0.030230322281249916,1
2017-02-06,8,-0.026366018087499932,1
2017-02-07,0,-0.008398852535937478,0
2017-02-08,0,0.0,0
2017-02-09,0,0.0,1
2017-02-10,0,0.0,2
2017-02-11,1,2.0,1
2017-02-12,0,-0.20000000000000018,0
2017-02-13,0,-0.09000000000000007,2
2017-02-14,0,-0.057000000000000044,0
2017-02-15,0,-0.04132499999999985,0
2017-02-16,0,-0.032233499999999894,0
2017-02-17,2,-0.02632402499999992,1
2017-02-18,0,-0.022187392499999934,1
2017-02-19,0,-0.01913662603124995,0
2017-02-20,0,-0.016797705071874957,1
2017-02-21,0,0.0,3
2017-02-22,1,0.0,0
2017-02-23,0,0.0,1
2017-02-24,0,0.0,2
2017-02-25,0,0.0,3
2017-02-26,0,2.0,0
2017-02-27,0,-0.20000000000000018,0
2017-02-28,0,-0.09000000000000007,0
2017-03-01,0,-0.057000000000000044,2
2017-03-02,0,-0.04132499999999985,2
2017-03-03,0,-0.032233499999999894,0
2017-03-04,0,-0.02632402499999992,2
2017-03-05,0,-0.022187392499999934,0
2017-03-06,0,-0.01913662603124995,0
2017-03-07,2,-0.016797705071874957,0
2017-03-08,0,0.0,0
2017-03-09,2,0.0,1
2017-03-10,0,0.0,0
2017-03-11,0,0.0,0
2017-03-12,0,0.0,5
2017-03-13,0,1.0,0
2017-03-14,0,-0.10000000000000009,0
2017-03-15,0,0.955,4
2017-03-16,0,3.8714999999999997,1
2017-03-17,0,2.5343374999999995,2
2017-03-18,0,-0.5246167500000003,4
2017-03-19,1,-0.28282451250000007,0
2017-03-20,2,-0.19536044624999965,0
2017-03-21,0,-0.1491848255156245,2
2017-03-22,0,-0.12049084878593713,0
2017-03-23,0,-0.09342913551562473,0
2017-03-24,0,1.9200468066515628,0
2017-03-25,0,-0.262300349190625,3
2017-03-26,0,1.8848034423921876,2
2017-03-27,2,-0.25700000000000023,0
2017-03-28,0,-0.13132499999999991,0
2017-03-29,0,0.9107665,0
2017-03-30,0,-0.16764902499999984,2
2017-03-31,0,-0.09942089249999986,0
2017-04-01,0,1.9260393489687502,0
2017-04-02,0,-0.259647597571875,1
2017-04-03,0,-0.12525337603124997,0
2017-04-04,0,-0.08695971757187496,4
2017-04-05,0,-0.05241869624999981,2
2017-04-06,0,-0.04180181301562487,1
2017-04-07,0,-0.0347228775359374,0
2017-04-08,0,-0.022187392499999934,1
2017-04-09,0,-0.01913662603124995,5
2017-04-10,1,-0.016797705071874957,2
2017-04-11,2,0.0,0
2017-04-12,0,0.0,0
2017-04-13,4,1.0,0
2017-04-14,0,-0.10000000000000009,0
2017-04-15,0,-0.04500000000000003,0
2017-04-16,0,-0.028500000000000022,0
2017-04-17,0,-0.020662499999999924,0
2017-04-18,2,-0.016116749999999947,0
2017-04-19,0,-0.01316201249999996,0
2017-04-20,0,-0.011093696249999967,2
2017-04-21,2,-0.009568313015624975,0
2017-04-22,0,-0.008398852535937478,0
2017-04-23,1,0.0,0
2017-04-24,3,0.0,0
2017-04-25,0,1.0,0
2017-04-26,0,2.9,0
2017-04-27,0,-0.3450000000000003,1
2017-04-28,1,4.8365,0
2017-04-29,0,-0.6061625000000004,0
2017-04-30,0,1.6968957500000001,0
2017-05-01,3,27.5959877375,1
2017-05-02,0,-2.043892233750002,0
2017-05-03,2,-1.5404331517656256,0
2017-05-04,0,-0.9872388540828126,0
2017-05-05,0,-0.71994853885781,0
2017-05-06,0,-0.5460970900781232,1
2017-05-07,0,-0.4488347551796862,0
2017-05-08,3,-0.342922133531249,0
2017-05-09,0,-0.29580416575937424,4
2017-05-10,2,-0.24473618402187436,1
2017-05-11,0,-0.008398852535937478,0
2017-05-12,1,0.0,0
2017-05-13,2,1.0,0
2017-05-14,1,0.8999999999999999,0
2017-05-15,9,-0.14500000000000013,0
2017-05-16,0,1.9264999999999999,0
2017-05-17,0,0.7508374999999998,2
2017-05-18,0,-0.22677925000000004,0
2017-05-19,0,-0.13127876249999998,0
2017-05-20,0,-0.0940807087499998,0
2017-05-21,0,-0.07355800926562475,0
2017-05-22,0,-0.06040794055156232,0
2017-05-23,0,-0.04374825753593737,6
2017-05-24,0,-0.030230322281249916,0
2017-05-25,0,-0.026366018087499932,1
2017-05-26,0,4.9916011474640625,1
2017-05-27,0,0.49999999999999956,0
2017-05-28,0,-0.3250000000000003,0
2017-05-29,0,-0.18750000000000014,2
2017-05-30,0,-0.13181249999999964,0
2017-05-31,0,-0.10124624999999965,0
2017-06-01,0,0.9180731875000002,0
2017-06-02,0,5.83136950625,0
2017-06-03,0,-0.7039352613281255,0
2017-06-04,0,-0.35006257569531257,3
2017-06-05,0,-0.20006135253593754,0
2017-06-06,0,-0.1400917499999995,6
2017-06-07,1,-0.10986251249999965,0
2017-06-08,0,-0.09006577124999973,1
2017-06-09,0,-0.07613049051562479,1
2017-06-10,0,-0.06580873062968733,0
2017-06-11,0,-0.05039311521562487,0
2017-06-12,0,0.0,0
2017-06-13,4,2.0,0
2017-06-14,0,-0.20000000000000018,2
2017-06-15,0,-0.09000000000000007,0
2017-06-16,1,0.943,4
2017-06-17,5,1.858675,0
2017-06-18,2,-0.27723350000000013,0
2017-06-19,1,0.855175975,0
2017-06-20,1,-0.1998498925,0
2017-06-21,2,0.8784216239687502,6
2017-06-22,0,-0.1906932175718749,2
2017-06-23,1,-0.10308022124999985,0
2017-06-24,0,0.9236275444843751,0
2017-06-25,0,-0.1613599910671874,0
2017-06-26,3,-0.0890081513218749,0
2017-06-27,1,-0.05123032551562495,0
2017-06-28,1,-0.04015504878593737,0
2017-06-29,0,-0.025685063015624923,0
2017-06-30,0,-0.02156086503593744,3
2017-07-01,0,-0.011093696249999967,0
2017-07-02,0,0.990431686984375,0
2017-07-03,0,1.8916011474640624,0
2017-07-04,0,-0.24500000000000022,0
2017-07-05,0,-0.11850000000000009,0
2017-07-06,0,-0.07766249999999997,1
2017-07-07,7,-0.05744174999999979,1
2017-07-08,0,-0.04539551249999985,0
2017-07-09,36,0.9625822787500001,0
2017-07-10,6,-0.131755705515625,0
2017-07-11,0,-0.07253547856718746,0
2017-07-12,7,-0.04529770507187498,0
2017-07-13,0,-0.020662499999999924,0
2017-07-14,0,2.98388325,0
2017-07-15,0,7.6868379875,0
2017-07-16,0,0.05390630374999916,0
2017-07-17,0,-0.5550683130156254,2
2017-07-18,0,-0.34338635253593747,0
2017-07-19,2,0.7578497500000008,0
2017-07-20,2,6.7109174625,0
2017-07-21,0,-0.8996939387500003,0
2017-07-22,0,8.525883478453125,0
2017-07-23,0,6.767000742017187,1
2017-07-24,1,-1.4425133833031252,2
2017-07-25,5,0.2491218849640624,0
2017-07-26,1,11.382809716250001,0
2017-07-27,12,5.357425063234375,0
2017-07-28,9,-1.5912691561453125,0
2017-07-29,0,8.058406165998438,0
2017-07-30,22,12.461568862859375,0
2017-07-31,1,7.691663310551562,0
2017-08-01,0,-2.2355459165375002,0
2017-08-02,3,-1.2697892555156243,0
2017-08-03,0,0.07979976752656448,0
2017-08-04,10,-0.8184820340406227,0
2017-08-05,0,2.450929090998439,0
2017-08-06,0,1.2984533103593758,0
2017-08-07,2,7.323854482457813,0
2017-08-08,3,11.795116184340625,0
2017-08-09,0,2.123861962140624,0
2017-08-10,0,-0.3137689462500006,0
2017-08-11,4,10.102912149484375,4
2017-08-12,5,-0.724550466285937,4
2017-08-13,2,-1.071856181546874,1
2017-08-14,3,16.25218158386094,0
2017-08-15,0,7.737885439553125,2
2017-08-16,11,10.787937563009375,0
2017-08-17,12,7.446049081220312,1
2017-08-18,4,-2.3996188944093744,0
2017-08-19,0,-1.4258537419578112,4
2017-08-20,4,23.959510096589064,1
2017-08-21,4,-2.2447545637859374,1
2017-08-22,4,20.169128053734376,0
2017-08-23,11,-3.4718017995171886,0
2017-08-24,7,2.145623942937502,0
2017-08-25,0,2.3445505368765636,0
2017-08-26,0,4.536269412140627,0
2017-08-27,0,-1.5390729187499987,2
2017-08-28,0,4.993484203359376,0
2017-08-29,1,20.61828205608594,0
2017-08-30,0,-2.929991788879688,0
2017-08-31,0,-1.5394980907906248,0
2017-09-01,0,12.0874048879375,2
2017-09-02,0,-1.9897063397062489,0
2017-09-03,5,-1.1095458632374988,0
2017-09-04,0,4.222980432284376,3
2017-09-05,0,0.9299163044062513,0
2017-09-06,0,9.104586248440626,0
2017-09-07,0,-1.5883809182906252,0
2017-09-08,0,-0.7545305512499996,0
2017-09-09,0,-0.5312968192031244,0
2017-09-10,0,-0.41385364546718617,0
2017-09-11,3,1.7570399937500008,4
2017-09-12,1,1.5983509174218753,0
2017-09-13,4,-0.46206785121093724,0
2017-09-14,1,4.740519164771875,4
2017-09-15,1,0.31768647464062494,0
2017-09-16,0,-0.39855850000000004,0
2017-09-17,0,0.7539424750000001,2
2017-09-18,0,13.719676082500001,3
2017-09-19,0,1.412429731468749,1
2017-09-20,0,1.9236388563968747,1
2017-09-21,1,-0.9400906988218753,4
2017-09-22,8,-0.5848270113281239,0
2017-09-23,4,-0.4378465881953114,1
2017-09-24,0,3.6859015262140638,1
2017-09-25,1,12.347283651984375,0
2017-09-26,0,12.304877638995311,0
2017-09-27,6,19.7214300367,0
2017-09-28,0,19.662948503345312,0
2017-09-29,0,12.952723942392186,0
2017-09-30,0,-2.913440800000001,0
2017-10-01,0,-2.4161904474999982,6
2017-10-02,4,1.2739345216875038,0
2017-10-03,4,4.346692748153129,0
2017-10-04,0,3.1804236798140653,6
2017-10-05,8,8.321387201903127,0
2017-10-06,0,18.9354116961,0
2017-10-07,0,-3.2317538758421884,4
2017-10-08,0,-1.6218478436265622,1
2017-10-09,10,-1.0063607662859366,2
2017-10-10,6,-0.7561571790468724,0
2017-10-11,5,9.39185320804844,0
2017-10-12,4,-0.48557390529374933,0
2017-10-13,0,12.079354985914064,0
2017-10-14,0,-1.9149230986875008,0
2017-10-15,1,9.003499096745314,0
2017-10-16,1,3.4476699999999996,0
2017-10-17,2,5.6336506250000005,3
2017-10-18,3,7.456383275,1
2017-10-19,1,3.1579920110937505,0
2017-10-20,7,19.393245110375002,0
2017-10-21,0,-3.0711282967390634,0
2017-10-22,0,4.327788142032814,0
2017-10-23,0,16.30985105109375,0
2017-10-24,1,9.087559673312501,0
2017-10-25,0,1.2059224674609377,0
2017-10-26,2,-1.0537525286421867,0
2017-10-27,0,20.55297564084844,0
2017-10-28,0,-0.2189524110078116,0
2017-10-29,0,10.925594694245314,0
2017-10-30,2,0.4378299394062495,0
2017-10-31,3,-1.849586904496873,0
2017-11-01,2,6.754408100665627,0
2017-11-02,3,6.357819796256251,0
2017-11-03,2,-0.7582163281593741,0
2017-11-04,1,-1.1596392401296867,0
2017-11-05,7,-0.8354837835874985,0
2017-11-06,1,3.494400284439064,0
2017-11-07,6,6.2072173779859385,2
2017-11-08,3,3.8846410223921874,2
2017-11-09,2,1.8925419133749997,0
2017-11-10,3,1.0380189793375,0
2017-11-11,1,3.2366363666968754,1
2017-11-12,0,1.147323347464063,3
2017-11-13,2,4.283919877500001,0
2017-11-14,0,4.0245855616875,3
2017-11-15,3,8.907588379996875,1
2017-11-16,3,4.360469353420312,1
2017-11-17,3,0.5264193557734373,0
2017-11-18,0,19.946071756360936,1
2017-11-19,12,12.208722837865624,0
2017-11-20,3,7.038846920074999,0
2017-11-21,9,-2.6632533764000006,0
2017-11-22,7,8.37660913474219,0
2017-11-23,2,-1.1639528453359356,0
2017-11-24,1,4.561635691546877,0
2017-11-25,0,-1.591095049996874,1
2017-11-26,9,-0.020882847149997996,1
2017-11-27,2,4.1163324390109395,3
2017-11-28,2,12.96162220680469,2
2017-11-29,16,4.041711999640624,2
2017-11-30,4,0.42108859859374936,0
2017-12-01,1,1.851451734125,0
2017-12-02,9,-1.0098294931296863,3
2017-12-03,2,-0.6689063739656236,0
2017-12-04,0,-0.47283046926562383,1
2017-12-05,0,7.615254759885938,0
2017-12-06,3,9.882812902601563,0
2017-12-07,3,14.303332756403124,1
2017-12-08,3,15.574189170003123,2
2017-12-09,0,-1.0443026441187517,0
2017-12-10,0,12.152581942392187,0
2017-12-11,7,7.38381965,0
2017-12-12,0,27.4496752925,0
2017-12-13,1,9.410404137125,0
2017-12-14,0,-0.9433661284593748,0
2017-12-15,0,3.311249556354689,0
2017-12-16,0,-2.4281093423562465,0
2017-12-17,3,-0.5855253441781214,0
2017-12-18,0,-1.2151734247906223,0
2017-12-19,4,-0.9476713781593723,0
2017-12-20,6,2.3089637991718766,0
2017-12-21,4,8.181162377953125,0
2017-12-22,6,3.7360321979499997,0
2017-12-23,1,15.913731551798437,2
2017-12-24,3,3.6950256885343737,0
2017-12-25,0,5.248618936984375,1
2017-12-26,0,2.2492518599640623,0
2017-12-27,0,-1.4695854512499986,0
2017-12-28,0,6.028181982203127,0
2017-12-29,0,5.554127931501563,1
2017-12-30,0,-0.6014633991515614,0
2017-12-31,4,-1.0423188489453117,4
2018-01-01,0,-0.7196317949546862,7
2018-01-02,6,3.5522991586750012,5
2018-01-03,0,17.27732094268594,6
2018-01-04,2,-0.1995021213937509,2
2018-01-05,2,6.718203922640624,4
2018-01-06,0,-1.622513855110938,1
2018-01-07,0,18.078247719232813,5
2018-01-08,14,1.4795265974640621,2
2018-01-09,2,-1.7338245099999994,5
2018-01-10,2,7.885282190437501,0
2018-01-11,0,11.260103963075002,0
2018-01-12,0,3.647066208321876,1
2018-01-13,1,-1.849389446696875,0
2018-01-14,1,1.8429184009625013,0
2018-01-15,4,10.889164017703127,2
2018-01-16,5,-1.9848023127453116,0
2018-01-17,0,1.9732546611062507,0
2018-01-18,4,2.9867075566093755,0
2018-01-19,12,10.902159830473439,0
2018-01-20,0,4.135018001439063,0
2018-01-21,2,10.442394146034374,0
2018-01-22,0,-0.10482954404687561,1
2018-01-23,3,6.597080648704688,0
2018-01-24,0,19.26390863081875,0
2018-01-25,3,11.907325625953124,0
2018-01-26,3,-0.18329223967031316,0
2018-01-27,0,-1.1439549938312492,0
2018-01-28,0,5.4570090114750025,2
2018-01-29,1,10.228414386096878,0
2018-01-30,4,10.6676865610375,2
2018-01-31,3,12.367745232053124,2
2018-02-01,0,14.938228875134374,2
2018-02-02,0,-1.5726109497390626,2
2018-02-03,1,-2.157429010835936,0
2018-02-04,0,4.607179855626565,2
2018-02-05,6,24.34971618885469,0
2018-02-06,1,19.28331353731094,0
2018-02-07,4,-4.3017294683843765,0
2018-02-08,0,-0.3786953357015621,0
2018-02-09,2,0.19017468517968972,0
2018-02-10,0,0.5664389533218785,4
2018-02-11,0,-0.14325745757187303,2
2018-02-12,0,9.063102731906252,1
2018-02-13,0,11.270117232628126,0
2018-02-14,0,4.68317610970625,0
2018-02-15,4,2.135418974173437,0
2018-02-16,2,13.62411020646875,0
2018-02-17,1,-2.3805637361031247,1
2018-02-18,0,0.6781965976468762,0
2018-02-19,0,-1.131376393087499,0
2018-02-20,3,10.195161378557815,0
2018-02-21,0,2.2625682316875007,2
2018-02-22,0,10.645706753423438,0
2018-02-23,11,1.0107958364359368,1
2018-02-24,10,-1.3847316303781243,0
2018-02-25,0,4.114895569460939,0
2018-02-26,2,0.9381642364687512,0
2018-02-27,5,-0.8718649138218739,0
2018-02-28,5,2.4115793718281258,0
2018-03-01,6,6.236416477542188,2
2018-03-02,3,-1.1386050050812497,1
2018-03-03,0,5.371965268021875,0
2018-03-04,6,3.0315234361421872,0
2018-03-05,2,3.0669832924218756,1
2018-03-06,0,0.03556582378906248,0
2018-03-07,14,1.3398121186781256,0
2018-03-08,0,4.355288687203125,0
2018-03-09,2,1.0632361762828129,0
2018-03-10,2,0.2548683047484379,0
2018-03-11,0,-0.5443744630937496,0
2018-03-12,8,6.616250835221876,0
2018-03-13,0,3.04030486654375,0
2018-03-14,0,-0.899057178159375,2
2018-03-15,0,-0.5049447348171874,0
2018-03-16,3,-0.3586261751499993,0
2018-03-17,0,4.732308165039063,0
2018-03-18,0,1.3170328944125,0
2018-03-19,1,5.436297223714062,0
2018-03-20,0,6.056147023890625,1
2018-03-21,1,-1.2273777198140627,0
2018-03-22,7,3.35849583985625,0
2018-03-23,0,0.17848143750000023,2
2018-03-24,0,-0.6031305062499992,1
2018-03-25,0,0.5791817174218756,1
2018-03-26,0,-0.43097715371093664,0
2018-03-27,0,-0.2819929569156243,0
2018-03-28,0,0.7853638936750005,0
2018-03-29,1,-0.2369912652515622,0
2018-03-30,0,-0.11048369831249985,2
2018-03-31,0,-0.08482573565937487,0
2018-04-01,0,-0.04015504878593737,4
2018-04-02,0,0.9743149369843751,6
2018-04-03,5,5.878439134964062,0
2018-04-04,1,4.34390630375,1
2018-04-05,2,-0.8080683130156256,3
2018-04-06,0,7.574938647464062,5
2018-04-07,0,2.91740825,0
2018-04-08,0,0.026824987500000175,0
2018-04-09,3,4.32135047875,0
2018-04-10,0,2.0337594469843756,0
2018-04-11,0,2.113638788120313,1
2018-04-12,0,0.13383971970625042,1
2018-04-13,1,0.3766788673203132,1
2018-04-14,1,0.49284544837500066,1
2018-04-15,0,-0.46620558109999927,3
2018-04-16,0,-0.2806309919093744,0
2018-04-17,3,0.805713206135938,0
2018-04-18,2,4.746078447023438,0
2018-04-19,0,3.3607260445953124,0
2018-04-20,0,1.287479420626562,0
2018-04-21,0,-0.5722233618015627,0
2018-04-22,0,-0.3413964155515622,0
2018-04-23,0,2.758205384964063,4
2018-04-24,0,1.5173042412500004,0
2018-04-25,0,8.515081655734376,0
2018-04-26,0,-0.2024392276140632,0
2018-04-27,0,7.273557592757813,0
2018-04-28,0,0.7560927138249995,0
2018-04-29,0,0.1370202574281255,0
2018-04-30,0,6.35668163625,0
2018-05-01,0,-1.1527671940468744,0
2018-05-02,0,-0.6710974623890618,0
2018-05-03,0,13.528301681537501,0
2018-05-04,0,3.2390141691609373,0
2018-05-05,0,-1.3631120116609377,0
2018-05-06,0,-0.81355523006875,0
2018-05-07,0,8.4642031081625,1
2018-05-08,4,4.6956759563546875,0
2018-05-09,0,3.6713561072484375,0
2018-05-10,0,-0.24762181000000005,0
2018-05-11,0,2.1286126365312508,1
2018-05-12,0,4.078048749418751,0
2018-05-13,0,4.976034624820313,0
2018-05-14,0,5.80943840875,3
2018-05-15,0,-1.409091307140625,0
2018-05-16,5,0.16070720533281313,0
2018-05-17,2,3.347126835956251,0
2018-05-18,0,0.16300827305468835,0
2018-05-19,0,-0.5928615978328119,0
2018-05-20,6,-0.4113968876859369,0
2018-05-21,0,3.6956732354765633,0
2018-05-22,2,-0.6156628188249997,1
2018-05-23,0,1.6813495359984376,0
2018-05-24,0,1.6188948894843749,0
2018-05-25,1,1.5695841991515627,0
2018-05-26,6,-0.45463072315937497,0
2018-05-27,0,0.7506280974640627,0
2018-05-28,0,5.7250667150000005,0
2018-05-29,0,0.21684422293749983,0
2018-05-30,1,1.48715967235625,0
2018-05-31,1,-0.50431054353125,0
2018-06-01,4,-0.3167134736031244,0
2018-06-02,0,-0.22345934360312453,0
2018-06-03,0,-0.1643052263218745,0
2018-06-04,0,2.8784739969843756,0
2018-06-05,0,5.5967735481203125,0
2018-06-06,0,4.1828511792687495,0
2018-06-07,22,2.116964521432812,0
2018-06-08,2,1.2252147949281247,0
