,gitlabhq/gitlabhq,gogs/gogs,gitbucket/gitbucket
2014-05-15,1.4312077312000024,8,0
2014-05-16,-1.6869908479999989,9,2
2014-05-17,-8.2683889664,0,0
2014-05-18,-0.6506376192000012,3,11
2014-05-19,13.4769078272,5,0
2014-05-20,4.181661593600001,0,1
2014-05-21,-5.659715174399999,2,0
2014-05-22,23.2049949696,1,0
2014-05-23,15.465424384000002,0,0
2014-05-24,-7.311288831999995,6,0
2014-05-25,-10.67168512,0,1
2014-05-26,28.8282161152,9,0
2014-05-27,8.970355916799999,0,0
2014-05-28,12.0234781696,4,1
2014-05-29,19.3430407168,1,0
2014-05-30,-9.029857075199999,5,1
2014-05-31,-9.1254915072,1,5
2014-06-01,-8.813402624000002,5,5
2014-06-02,12.184968191999998,1,6
2014-06-03,40.916562432,4,0
2014-06-04,3.072538316800003,1,1
2014-06-05,4.994854195200002,1,4
2014-06-06,1.6712173567999997,3,3
2014-06-07,-6.910032486400002,1,3
2014-06-08,-8.6497206272,4,0
2014-06-09,-3.3109091328000027,0,4
2014-06-10,34.840845107199996,1,2
2014-06-11,6.7347547136000045,2,0
2014-06-12,-1.4652015615999971,6,0
2014-06-13,9.6991351808,1,0
2014-06-14,12.9029747712,0,5
2014-06-15,-14.486514892799999,0,6
2014-06-16,1.679673855999999,0,2
2014-06-17,6.284199321600001,1,0
2014-06-18,6.539795660799999,0,0
2014-06-19,-0.6563529727999988,1,2
2014-06-20,2.7285684224000004,2,2
2014-06-21,-6.9929767936000005,3,0
2014-06-22,-1.8287808511999994,5,2
2014-06-23,21.1684072448,6,1
2014-06-24,32.1026039808,6,1
2014-06-25,2.1203244032000015,10,1
2014-06-26,16.683202355200002,1,1
2014-06-27,-16.8013502464,3,0
2014-06-28,-10.948318617600002,12,3
2014-06-29,-6.110208614400002,4,6
2014-06-30,17.865204121599998,2,5
2014-07-01,4.097683660800001,0,0
2014-07-02,10.532504883200001,1,0
2014-07-03,7.1594045440000045,0,0
2014-07-04,7.078543360000001,9,0
2014-07-05,-9.176258048,5,4
2014-07-06,-7.827613184000002,3,9
2014-07-07,4.751892479999999,2,0
2014-07-08,2.4448629759999996,0,2
2014-07-09,10.0725776384,0,0
2014-07-10,9.988034867200001,0,0
2014-07-11,4.909172838400002,0,0
2014-07-12,-11.6108520448,4,2
2014-07-13,-1.8479766528000008,0,10
2014-07-14,5.934821375999999,0,1
2014-07-15,9.641649152,1,0
2014-07-16,8.675667660800002,1,2
2014-07-17,5.984583884800001,0,0
2014-07-18,-7.322838425599999,2,0
2014-07-19,-4.339619840000001,0,0
2014-07-20,-2.098344345600001,1,1
2014-07-21,8.861080064,1,0
2014-07-22,2.2591978496000005,18,2
2014-07-23,14.53747456,4,3
2014-07-24,-3.272829644799998,26,0
2014-07-25,4.537473433600001,24,2
2014-07-26,-4.198683033599998,15,3
2014-07-27,0.9110284287999999,3,4
2014-07-28,9.9071847424,4,6
2014-07-29,13.4301569024,0,6
2014-07-30,8.630709350400004,1,1
2014-07-31,12.774615756800001,1,2
2014-08-01,-6.8340185088,5,1
2014-08-02,-7.9239952384,1,1
2014-08-03,1.2545839103999983,0,7
2014-08-04,5.7505323008,4,4
2014-08-05,-6.111656140799999,1,2
2014-08-06,9.451009024000001,2,0
2014-08-07,-1.2432367615999986,7,1
2014-08-08,-6.1909352448,2,0
2014-08-09,3.1547389952,3,2
2014-08-10,-1.0399511552000007,3,1
2014-08-11,24.9714125824,1,4
2014-08-12,-5.783345561599997,0,2
2014-08-13,24.7965804544,1,7
2014-08-14,-11.102882201599996,10,5
2014-08-15,11.034300620799998,2,1
2014-08-16,-8.646556057599998,2,1
2014-08-17,-1.1298795520000002,0,2
2014-08-18,8.4601618432,0,0
2014-08-19,3.341669273600001,0,0
2014-08-20,10.338999705600001,1,1
2014-08-21,10.663420518400002,0,1
2014-08-22,3.5165901824000017,0,2
2014-08-23,9.903595008,5,1
2014-08-24,-9.099793715199997,3,4
2014-08-25,7.140792729599999,7,1
2014-08-26,13.692937728,4,0
2014-08-27,11.640342220800001,2,0
2014-08-28,5.656992870400003,2,0
2014-08-29,14.376159436800002,8,0
2014-08-30,-12.809854873599996,10,0
2014-08-31,-5.1957431296,29,4
2014-09-01,27.4820347904,4,1
2014-09-02,6.779792896000004,16,2
2014-09-03,-0.2066943999999964,9,0
2014-09-04,6.778035404800001,5,2
2014-09-05,-0.0008337408000009816,8,0
2014-09-06,-4.657590169599999,0,0
2014-09-07,-6.170443776000001,5,0
2014-09-08,42.127598899199995,5,0
2014-09-09,3.2309288960000053,7,1
2014-09-10,3.244564992000001,3,1
2014-09-11,7.335753216000004,0,0
2014-09-12,12.014241382400002,4,1
2014-09-13,-17.1192470528,4,1
2014-09-14,2.0194846719999973,3,3
2014-09-15,4.219973529600001,3,4
2014-09-16,-2.7219416063999997,12,0
2014-09-17,3.5005628416000008,10,0
2014-09-18,5.0534920192,3,0
2014-09-19,15.3121588224,1,4
2014-09-20,-6.236135731199997,3,2
2014-09-21,-0.7598349312000003,5,0
2014-09-22,28.664973414400002,9,9
2014-09-23,5.893189427200003,15,8
2014-09-24,10.6440485888,3,4
2014-09-25,17.328062361600004,6,3
2014-09-26,4.478056550400002,9,0
2014-09-27,-13.2934090752,4,3
2014-09-28,-5.016887296,18,4
2014-09-29,29.515208089599998,10,6
2014-09-30,25.857189273600003,3,2
2014-10-01,5.5034601472000055,5,0
2014-10-02,18.862315212800006,0,0
2014-10-03,6.164074086399999,3,2
2014-10-04,-19.42976256,9,2
2014-10-05,-3.7635033088000043,6,15
2014-10-06,20.0602243072,4,4
2014-10-07,11.336641843199999,1,1
2014-10-08,3.7717789696000033,5,0
2014-10-09,-5.311207116799999,4,1
2014-10-10,6.673706598399999,6,0
2014-10-11,-13.608694681600001,7,2
2014-10-12,4.095728025599998,5,3
2014-10-13,17.481576448,10,0
2014-10-14,14.3073799168,6,0
2014-10-15,12.344530739200003,4,0
2014-10-16,-6.0773150719999975,0,2
2014-10-17,2.0383735808,0,0
2014-10-18,4.794391961600001,2,4
2014-10-19,-7.618846208000001,6,2
2014-10-20,19.2375616512,2,0
2014-10-21,38.7421535232,1,0
2014-10-22,-7.938386124799994,2,0
2014-10-23,3.6657328128000017,0,0
2014-10-24,1.8241382400000035,3,0
2014-10-25,-12.3959312384,1,0
2014-10-26,-7.498886656,0,0
2014-10-27,19.480394854399997,1,0
2014-10-28,11.314186752000001,2,0
2014-10-29,8.205551718400002,0,1
2014-10-30,19.833876172800004,1,0
2014-10-31,-8.957271039999998,1,5
2014-11-01,-9.0923928576,2,0
2014-11-02,-3.9722826752000007,5,7
2014-11-03,2.8486578175999977,0,1
2014-11-04,2.6844562431999996,10,1
2014-11-05,22.171760640000002,0,0
2014-11-06,-5.682797567999996,1,1
2014-11-07,-4.8992689152,6,1
2014-11-08,-4.613505228799999,0,3
2014-11-09,-1.081871769600001,0,0
2014-11-10,5.418657484799999,2,1
2014-11-11,11.3442843648,2,3
2014-11-12,7.647550668800001,1,0
2014-11-13,-2.4818785279999993,3,0
2014-11-14,6.534462976,3,0
2014-11-15,-6.934158847999999,0,1
2014-11-16,-2.5644666880000004,2,2
2014-11-17,2.5952431103999993,10,1
2014-11-18,12.5325142016,2,1
2014-11-19,-2.0193636351999995,6,0
2014-11-20,5.689230950400001,2,0
2014-11-21,-3.6794326015999985,4,0
2014-11-22,-4.7721447424,1,10
2014-11-23,4.5676100608,1,4
2014-11-24,9.6786305024,7,1
2014-11-25,-4.555396505599999,0,0
2014-11-26,2.8136036352,2,1
2014-11-27,2.0168418304000006,2,3
2014-11-28,0.03099811839999944,6,0
2014-11-29,2.7929288704,3,0
2014-11-30,5.269672652800001,7,0
2014-12-01,10.906968576,2,0
2014-12-02,17.6167148544,6,0
2014-12-03,7.5650623488000015,1,0
2014-12-04,16.8584416256,2,1
2014-12-05,3.7770077184000037,11,0
2014-12-06,-15.0839755776,0,0
2014-12-07,-0.49206476800000054,5,0
2014-12-08,11.550005862399999,1,0
2014-12-09,-7.734536192,1,0
2014-12-10,-2.7713284095999997,7,0
2014-12-11,4.6291943424,4,0
2014-12-12,3.0854339583999995,1,1
2014-12-13,-5.100769484799999,2,0
2014-12-14,3.2121821184000003,3,0
2014-12-15,19.224410419199998,2,0
2014-12-16,-2.826400665599998,1,0
2014-12-17,6.0823779328,6,0
2014-12-18,-3.092257075199999,8,0
2014-12-19,-4.296445747200001,6,1
2014-12-20,13.013729792,1,0
2014-12-21,-7.113971712,7,2
2014-12-22,11.5838234624,9,2
2014-12-23,16.0689439744,0,0
2014-12-24,4.346371788800001,2,0
2014-12-25,4.700102860800001,0,0
2014-12-26,10.0172720128,0,1
2014-12-27,-4.976558284799999,6,2
2014-12-28,3.4870042623999993,3,4
2014-12-29,34.9497749504,6,3
2014-12-30,2.298926694400002,0,5
2014-12-31,-16.5700517888,7,1
2015-01-01,-2.900614656000002,0,3
2015-01-02,-6.600211046400002,11,3
2015-01-03,-0.6506909696000012,2,1
2015-01-04,-3.6261221376000004,0,4
2015-01-05,5.033533132800001,3,1
2015-01-06,15.8491145216,1,2
2015-01-07,4.2503178240000015,0,6
2015-01-08,1.3231400960000013,1,1
2015-01-09,-6.1335059456,2,3
2015-01-10,3.6183939071999998,0,2
2015-01-11,14.327510835199998,0,0
2015-01-12,1.3095799808000006,0,1
2015-01-13,21.0110543872,0,0
2015-01-14,-8.061512806399996,0,1
2015-01-15,39.6162844672,1,0
2015-01-16,-12.157371903999994,0,0
2015-01-17,3.423256371199999,5,7
2015-01-18,8.602828390400001,5,2
2015-01-19,9.7991417856,0,0
2015-01-20,-2.8675020799999977,3,4
2015-01-21,8.044965478400002,0,1
2015-01-22,16.21470976,8,1
2015-01-23,5.029219737600002,1,0
2015-01-24,1.3783318528000024,0,2
2015-01-25,-1.146385305599999,0,2
2015-01-26,8.3336648704,1,0
2015-01-27,21.3772207104,1,2
2015-01-28,5.044977152000001,0,0
2015-01-29,7.166463692800001,0,6
2015-01-30,6.267289395199999,2,2
2015-01-31,-17.3415973888,8,2
2015-02-01,-7.5584013312000025,12,3
2015-02-02,6.351846092799999,3,0
2015-02-03,47.4414204928,11,0
2015-02-04,2.4165553152000037,6,1
2015-02-05,3.9339512832000025,17,0
2015-02-06,4.197820211200003,2,2
2015-02-07,-0.49800263680000256,13,5
2015-02-08,-2.6727505920000016,5,4
2015-02-09,6.245052211200001,13,1
2015-02-10,-7.322950860799999,0,0
2015-02-11,8.1667800064,8,1
2015-02-12,22.1759859712,10,0
2015-02-13,17.304839372800004,13,0
2015-02-14,-15.613129215999997,4,4
2015-02-15,-0.9687010304000019,0,1
2015-02-16,10.184529510399999,7,1
2015-02-17,10.973053542399999,2,0
2015-02-18,20.6177785856,9,0
2015-02-19,3.058577715200002,4,0
2015-02-20,36.8804977664,3,4
2015-02-21,-21.1020383232,3,0
2015-02-22,-3.1470855168000007,13,1
2015-02-23,8.3764539392,9,1
2015-02-24,59.878487551999996,2,0
2015-02-25,3.8580828160000067,0,1
2015-02-26,-4.069398835199998,0,2
2015-02-27,-8.394544332799999,2,13
2015-02-28,-7.0746053632,2,3
2015-03-01,-7.9589739520000045,9,16
2015-03-02,14.125294284799997,0,6
2015-03-03,30.366116966400003,0,10
2015-03-04,11.299044147200004,2,5
2015-03-05,-7.1828485119999925,0,0
2015-03-06,-0.5305233408000021,2,0
2015-03-07,4.836494643199998,1,0
2015-03-08,0.5830241279999999,0,4
2015-03-09,14.250900992,2,3
2015-03-10,38.943293440000005,4,2
2015-03-11,-10.897711206399997,1,0
2015-03-12,18.957678592,6,1
2015-03-13,4.914909491200003,7,1
2015-03-14,2.3321473023999992,5,0
2015-03-15,-5.368005836800002,3,5
2015-03-16,14.261667020800001,7,4
2015-03-17,3.7731952640000017,1,0
2015-03-18,35.1410796544,12,0
2015-03-19,20.514082611200003,6,0
2015-03-20,7.639326924800002,3,0
2015-03-21,-4.5056318464,3,0
2015-03-22,-0.03170027520000218,4,3
2015-03-23,18.5763084288,5,15
2015-03-24,11.245737676800001,7,8
2015-03-25,-1.376055603200001,10,6
2015-03-26,12.102248857600003,6,0
2015-03-27,6.6725994496,1,5
2015-03-28,-14.308840447999998,1,9
2015-03-29,0.8717088767999996,0,0
2015-03-30,7.263014092799999,0,1
2015-03-31,9.501650534400001,3,1
2015-04-01,-4.3579746303999976,0,0
2015-04-02,9.098388787200001,1,3
2015-04-03,12.8305553408,0,6
2015-04-04,-13.030899814399998,0,1
2015-04-05,-8.62369024,1,5
2015-04-06,6.325882777599999,0,2
2015-04-07,6.3930677248,0,1
2015-04-08,8.782521856,2,3
2015-04-09,0.8013795328000022,0,2
2015-04-10,7.626694246400001,0,0
2015-04-11,2.9446802432000005,0,2
2015-04-12,1.765103718399999,0,0
2015-04-13,22.8189104128,0,1
2015-04-14,53.96013772800001,0,0
2015-04-15,3.9412278272000023,0,4
2015-04-16,-11.149326131199999,6,0
2015-04-17,8.239356313599998,0,0
2015-04-18,-5.1920352256000015,5,0
2015-04-19,-13.462009753600002,0,2
2015-04-20,52.2173841408,2,3
2015-04-21,3.9291807744000025,0,2
2015-04-22,8.926873190400002,1,1
2015-04-23,14.451472179200003,0,2
2015-04-24,22.949267660800004,9,2
2015-04-25,7.354270310400004,0,1
2015-04-26,-12.019150233599998,0,0
2015-04-27,12.139595264,0,1
2015-04-28,-6.3139705856,1,2
2015-04-29,-1.0085936127999986,0,5
2015-04-30,39.1001438208,0,2
2015-05-01,-23.111801139199997,0,0
2015-05-02,-3.8053624831999997,0,5
2015-05-03,10.4703531008,0,0
2015-05-04,1.2246480895999987,0,0
2015-05-05,8.117054259200001,0,1
2015-05-06,41.5031119872,0,4
2015-05-07,9.264228659200004,0,8
2015-05-08,8.048421683200004,1,1
2015-05-09,18.4322372608,1,0
2015-05-10,-25.6705015808,0,3
2015-05-11,18.368324607999998,0,0
2015-05-12,6.859652198399999,0,0
2015-05-13,6.120438579200002,0,1
2015-05-14,9.408552755199999,1,0
2015-05-15,4.297865523200002,0,1
2015-05-16,-9.0331966464,0,2
2015-05-17,-10.581737267200001,0,0
2015-05-18,7.644722073599999,0,2
2015-05-19,-5.3770797056,0,0
2015-05-20,2.9576855551999994,0,1
2015-05-21,10.2108550144,0,1
2015-05-22,9.1349322752,0,0
2015-05-23,-9.436951347199999,0,0
2015-05-24,-6.170460159999999,0,5
2015-05-25,17.763012608,0,6
2015-05-26,43.4624472064,0,0
2015-05-27,11.291365888000005,0,1
2015-05-28,13.280662016000004,0,1
2015-05-29,10.593314816000003,0,0
2015-05-30,-23.2719847424,0,0
2015-05-31,-8.908265472000002,0,15
2015-06-01,10.528386969599996,0,2
2015-06-02,18.771857408,0,1
2015-06-03,16.605561139200002,1,0
2015-06-04,-2.720436531199997,1,2
2015-06-05,19.707070054400003,0,1
2015-06-06,-19.8170146816,0,0
2015-06-07,-9.633681920000004,0,2
2015-06-08,23.531641139199998,1,2
2015-06-09,8.5337135104,1,1
2015-06-10,6.9790637056000016,0,2
2015-06-11,10.901187379200003,0,0
2015-06-12,10.254439424000005,0,0
2015-06-13,11.3954802688,0,0
2015-06-14,-11.920625868799998,0,0
2015-06-15,12.486444646399999,0,0
2015-06-16,8.137933312000001,0,0
2015-06-17,7.143931084800002,0,0
2015-06-18,-7.0420718592,1,0
2015-06-19,25.4391504896,0,0
2015-06-20,-12.757980569599997,0,0
2015-06-21,-10.5083490304,0,0
2015-06-22,57.63995136,0,0
2015-06-23,12.471147417600005,0,2
2015-06-24,1.6735577088000042,0,0
2015-06-25,2.2785471488000013,0,0
2015-06-26,-1.1824812032000018,0,3
2015-06-27,-10.978798592,0,15
2015-06-28,-8.827176857600001,0,0
2015-06-29,6.097680793599999,1,0
2015-06-30,14.216539955199998,0,0
2015-07-01,18.3308638208,0,0
2015-07-02,-0.047515033599996315,0,0
2015-07-03,-4.933563187199997,3,3
2015-07-04,-10.543838208,1,11
2015-07-05,-2.177009971200002,2,8
2015-07-06,19.4841495552,2,0
2015-07-07,22.633612390400003,2,0
2015-07-08,9.055837593600003,1,0
2015-07-09,12.553233100800004,7,0
2015-07-10,21.017740697600004,2,0
2015-07-11,-15.550459699199997,1,0
2015-07-12,-8.451330048,0,0
2015-07-13,18.877671424,1,3
2015-07-14,6.3018172415999985,9,0
2015-07-15,-3.5462725631999987,7,0
2015-07-16,1.3871580160000008,0,1
2015-07-17,14.265402777599999,0,0
2015-07-18,-3.005734092800001,0,11
2015-07-19,-5.8416442368000006,2,1
2015-07-20,8.170732748799999,2,0
2015-07-21,2.3376768000000006,1,2
2015-07-22,15.909216153600001,0,2
2015-07-23,2.0314110976000013,2,0
2015-07-24,5.2479758336,28,0
2015-07-25,-6.8738511872,4,2
2015-07-26,-4.126386892800001,5,0
2015-07-27,2.1922871295999995,3,3
2015-07-28,24.5228751872,10,4
2015-07-29,11.325460275200003,2,2
2015-07-30,11.335826329600003,4,0
2015-07-31,1.0645435392000024,11,3
2015-08-01,-12.9096636416,4,0
2015-08-02,-0.502200934400002,6,5
2015-08-03,1.7742605311999977,4,2
2015-08-04,6.441011916799999,3,2
2015-08-05,15.508524953600002,16,6
2015-08-06,13.636272435200002,8,0
2015-08-07,7.155058790400002,5,0
2015-08-08,-9.255758438400001,6,5
2015-08-09,4.4599328768,10,0
2015-08-10,17.491893862399998,22,0
2015-08-11,31.7776876544,12,0
2015-08-12,-12.895644979199997,12,1
2015-08-13,-0.1676234751999992,16,1
2015-08-14,7.437922304000001,9,1
2015-08-15,-11.039620198400002,19,9
2015-08-16,-5.3718991872,5,5
2015-08-17,10.0442476544,17,1
2015-08-18,6.877277388800001,12,3
2015-08-19,24.6235201536,17,1
2015-08-20,22.722270617600003,10,3
2015-08-21,-0.834802278399998,4,0
2015-08-22,-14.383046143999998,0,3
2015-08-23,-3.8066910208000007,0,5
2015-08-24,5.041564876799998,9,0
2015-08-25,21.189355417599998,7,0
2015-08-26,25.712491827200004,6,3
2015-08-27,-3.184299417599995,7,1
2015-08-28,-14.876161228800001,16,0
2015-08-29,-4.248341401600001,13,2
2015-08-30,-6.185037414400002,0,0
2015-08-31,7.553660620799999,5,0
2015-09-01,20.1754898432,15,2
2015-09-02,5.0897796096000025,12,1
2015-09-03,18.177530163200004,12,5
2015-09-04,5.4403296256,2,1
2015-09-05,-16.6732684288,14,0
2015-09-06,-2.0067579904000015,12,3
2015-09-07,14.591197183999999,13,0
2015-09-08,14.8748296192,3,0
2015-09-09,33.960980582400005,5,0
2015-09-10,18.407562649600003,8,0
2015-09-11,-10.933199359999996,4,0
2015-09-12,-15.0402861056,9,0
2015-09-13,-9.889939763200001,10,1
2015-09-14,40.100833279999996,3,0
2015-09-15,57.32653414400001,2,2
2015-09-16,6.216178483200011,4,0
2015-09-17,10.2457585664,8,0
2015-09-18,11.023296000000006,2,0
2015-09-19,-28.08246784,1,2
2015-09-20,11.153296998399998,0,2
2015-09-21,30.5293597696,4,6
2015-09-22,16.335234048,0,3
2015-09-23,14.848294707200004,1,6
2015-09-24,22.176650752000004,7,2
2015-09-25,-8.049940377599995,16,0
2015-09-26,-16.5021693952,4,0
2015-09-27,-14.808974438400003,1,0
2015-09-28,3.7605298175999966,1,3
2015-09-29,24.3715013632,0,4
2015-09-30,12.370766848000002,0,0
2015-10-01,34.4389373952,5,9
2015-10-02,-0.3445495807999954,14,6
2015-10-03,-15.4075789312,4,4
2015-10-04,-10.153915801600002,1,2
2015-10-05,39.82215239679999,3,4
2015-10-06,5.748139827200003,0,0
2015-10-07,21.5569386496,0,0
2015-10-08,10.406549299200005,1,0
2015-10-09,-8.669423206399998,7,0
2015-10-10,-9.776959692799998,7,0
2015-10-11,-9.682735308800002,0,0
2015-10-12,27.881489100799996,8,10
2015-10-13,20.403333324800002,7,6
2015-10-14,42.7966210048,0,2
2015-10-15,22.526618931200005,0,1
2015-10-16,13.536169164800008,1,1
2015-10-17,-13.503629414399995,1,1
2015-10-18,8.070164889599997,4,4
2015-10-19,3.0942972927999968,2,0
2015-10-20,-4.194124902399999,2,0
2015-10-21,10.8966295552,7,0
2015-10-22,22.155510784,3,0
2015-10-23,4.266983526400004,3,0
2015-10-24,-20.2960632832,7,2
2015-10-25,-10.2900471808,4,3
2015-10-26,8.225821286399999,1,1
2015-10-27,-5.416925593600002,1,2
2015-10-28,4.2193314816,2,5
2015-10-29,21.012028620800002,5,0
2015-10-30,-3.2800107519999955,9,2
2015-10-31,-6.464342323199999,9,4
2015-11-01,-3.0332281856000005,5,3
2015-11-02,15.8473637888,3,0
2015-11-03,32.7067705344,12,1
2015-11-04,-0.17842350079999392,8,1
2015-11-05,9.151544115200004,3,0
2015-11-06,1.1887094783999999,4,4
2015-11-07,-7.352066560000001,1,2
2015-11-08,-3.1749520384000007,5,6
2015-11-09,20.762679808,3,3
2015-11-10,27.795890380800003,1,3
2015-11-11,-6.366696140799995,5,2
2015-11-12,11.322704076800001,9,1
2015-11-13,0.19958179840000057,8,0
2015-11-14,-12.7394254848,5,5
2015-11-15,-7.4976253952,9,1
2015-11-16,35.5684617216,16,6
2015-11-17,32.908199014400005,7,6
2015-11-18,42.110474444800005,13,0
2015-11-19,20.697945804800007,13,0
2015-11-20,-12.720208998399997,10,0
2015-11-21,-4.301213798399999,7,0
2015-11-22,-16.5495498752,10,0
2015-11-23,8.049615257599996,2,0
2015-11-24,4.475070771200002,5,0
2015-11-25,17.0559690752,7,1
2015-11-26,-5.784578662399998,3,0
2015-11-27,-8.648196812799998,3,6
2015-11-28,-7.0794982399999995,4,0
2015-11-29,-3.3476497408000014,0,1
2015-11-30,21.0826850304,4,4
2015-12-01,15.728776704000001,15,0
2015-12-02,106.1744945152,20,0
2015-12-03,26.202617139200015,24,1
2015-12-04,-20.46256824319999,5,5
2015-12-05,-21.5320137728,12,7
2015-12-06,-15.140617113600005,3,1
2015-12-07,46.373275033599995,10,9
2015-12-08,96.1606731776,6,3
2015-12-09,0.5790589952000147,21,5
2015-12-10,-14.711016243199992,9,6
2015-12-11,35.1392157696,13,0
2015-12-12,-36.3436880896,7,1
2015-12-13,-22.586508492800007,8,4
2015-12-14,34.0365233152,8,1
2015-12-15,8.107821055999999,3,6
2015-12-16,33.041347584,5,2
2015-12-17,5.780950220800008,3,4
2015-12-18,-6.857348300799998,6,0
2015-12-19,-19.799509708800002,1,1
2015-12-20,-12.191452569600003,8,0
2015-12-21,27.02956544,1,5
2015-12-22,27.475325747200003,1,1
2015-12-23,19.7377053696,1,7
2015-12-24,43.396547686400005,3,2
2015-12-25,-19.317451980799994,4,2
2015-12-26,-19.5971789824,0,4
2015-12-27,-9.877603328000003,4,1
2015-12-28,43.1588676608,0,1
2015-12-29,-4.587630796799999,0,2
2015-12-30,7.617072128000004,1,2
2015-12-31,8.1717668864,1,0
2016-01-01,-12.983456665599999,1,11
2016-01-02,-3.4676527104000012,2,21
2016-01-03,1.0824341503999992,0,3
2016-01-04,35.336537088,1,4
2016-01-05,37.9826541568,6,0
2016-01-06,0.674791833600004,8,4
2016-01-07,42.037662617600006,6,3
2016-01-08,15.463030681600003,2,0
2016-01-09,-24.7317624832,9,1
2016-01-10,-13.347678822399999,4,0
2016-01-11,41.9475053568,7,0
2016-01-12,27.9847242752,3,0
2016-01-13,52.428879872,3,4
2016-01-14,117.3001833472,11,1
2016-01-15,-45.928558387199985,2,0
2016-01-16,-41.4575842304,1,14
2016-01-17,-17.229070131200007,0,5
2016-01-18,37.63822397439999,2,2
2016-01-19,17.868569190400002,0,7
2016-01-20,55.761086771200006,3,1
2016-01-21,-5.9237588991999885,0,5
2016-01-22,11.008101068800002,0,5
2016-01-23,-30.530801254400004,0,2
2016-01-24,1.5266921471999986,1,5
2016-01-25,21.5195039744,8,2
2016-01-26,20.2948277248,11,15
2016-01-27,8.076652646400003,11,1
2016-01-28,8.203575193600003,12,2
2016-01-29,0.44221532160000265,6,1
2016-01-30,-1.047717990399999,5,14
2016-01-31,-17.384208281600003,16,3
2016-02-01,18.082713804799997,14,1
2016-02-02,40.5050097664,9,2
2016-02-03,20.030171238400005,1,13
2016-02-04,18.8657499136,9,0
2016-02-05,20.739000832000002,15,1
2016-02-06,-31.308266086400003,2,4
2016-02-07,-10.299140403200003,19,2
2016-02-08,17.131896217599998,2,1
2016-02-09,26.2386364416,0,3
2016-02-10,-0.7180490751999962,4,0
2016-02-11,11.557606604800004,3,2
2016-02-12,7.179538022400003,15,1
2016-02-13,-12.771823513599998,1,5
2016-02-14,-11.994159104000001,6,3
2016-02-15,7.015391231999998,13,6
2016-02-16,19.8027213824,5,3
2016-02-17,27.969626624000004,6,1
2016-02-18,26.202902323200007,7,0
2016-02-19,148.3521321984,9,2
2016-02-20,-20.65747640319998,15,5
2016-02-21,-50.7796011008,4,8
2016-02-22,25.097297408,3,1
2016-02-23,9.725369446399995,5,1
2016-02-24,6.124860415999997,4,0
2016-02-25,-20.1713635328,6,2
2016-02-26,7.718319923200003,5,5
2016-02-27,-12.7582114816,4,0
2016-02-28,-15.2143916032,2,0
2016-02-29,50.8515449856,5,0
2016-03-01,45.4158775296,2,3
2016-03-02,25.556162560000004,3,1
2016-03-03,28.470876672000003,8,2
2016-03-04,22.352557875200006,16,4
2016-03-05,-19.100499046400003,8,10
2016-03-06,-22.793106739200002,13,7
