,facebook/react,angular/angular,emberjs/ember.js
2019-07-23,7.128232828932813,11.0,0
2019-07-24,13.686309571396876,30.0,0
2019-07-25,8.772800249115624,8.0,1
2019-07-26,5.717296006028125,11.0,2
2019-07-27,0.9084993334921876,0.0,0
2019-07-28,0.4511192357734386,0.0,0
2019-07-29,2.7820001111421893,6.0,0
2019-07-30,3.7478944274218766,16.0,6
2019-07-31,8.642350151945314,8.0,5
2019-08-01,1.1332824757281252,8.0,1
2019-08-02,6.633146661289063,10.0,1
2019-08-03,-0.6163184957703125,0.0,0
2019-08-04,0.996560048165626,0.0,1
2019-08-05,5.149326968860938,21.0,0
2019-08-06,5.825690186615626,0.0,1
2019-08-07,2.5915435247781256,0.0,4
2019-08-08,5.780303668414063,29.0,6
2019-08-09,7.54968645309375,17.0,3
2019-08-10,0.2905012170171877,3.0,0
2019-08-11,-1.1778858508031245,0.0,0
2019-08-12,12.258163756432813,8.0,4
2019-08-13,12.139708743084375,18.0,5
2019-08-14,23.574744071175,11.0,6
2019-08-15,13.074087293935936,16.0,5
2019-08-16,7.235646607496873,5.0,15
2019-08-17,0.7281130726078127,0.0,4
2019-08-18,2.591808038645315,0.0,2
2019-08-19,8.890918068678127,13.0,4
2019-08-20,8.437815608296876,9.0,7
2019-08-21,6.247233969814064,21.0,3
2019-08-22,3.4239854523406263,17.0,3
2019-08-23,-1.1820814459499984,3.0,4
2019-08-24,-0.3892885337828107,0.0,1
2019-08-25,-1.0101579987078106,0.0,1
2019-08-26,9.309224478528128,21.0,0
2019-08-27,12.466402522898438,14.0,2
2019-08-28,6.736766587682812,7.0,2
2019-08-29,9.91065686496406,41.0,2
2019-08-30,-1.3678802596671877,29.0,5
2019-08-31,-1.4179976244812489,0.0,4
2019-09-01,-0.9481842905515611,0.0,12
2019-09-02,0.27489525996406483,0.0,10
2019-09-03,1.3164835098437515,9.0,12
2019-09-04,5.2631509261718765,18.0,1
2019-09-05,6.93151487985625,15.0,2
2019-09-06,4.650834374739063,4.0,3
2019-09-07,-1.2987962934468755,1.0,2
2019-09-08,-0.6757693650359373,0.0,0
2019-09-09,6.529581778750001,23.0,1
2019-09-10,8.936363219484376,25.0,3
2019-09-11,17.388905743932813,14.0,3
2019-09-12,2.2085707718343732,30.0,1
2019-09-13,5.0218607031593745,12.0,5
2019-09-14,-0.9105429483812497,0.0,5
2019-09-15,-1.253782202715623,0.0,2
2019-09-16,3.136693251250002,12.0,8
2019-09-17,8.918285358890627,15.0,7
2019-09-18,2.255454860842188,13.0,8
2019-09-19,4.60649420859375,1.0,2
2019-09-20,0.5541123504890626,0.0,9
2019-09-21,-0.9751581500390616,0.0,2
2019-09-22,-0.6258258307671866,0.0,0
2019-09-23,11.570164237464063,4.0,0
2019-09-24,3.4601162354375,8.0,4
2019-09-25,8.6751410997,9.0,1
2019-09-26,6.217852020078125,2.0,1
2019-09-27,3.2463573192625,12.0,0
2019-09-28,4.488756758753125,0.0,0
2019-09-29,0.4850493949281258,0.0,0
2019-09-30,4.862098082500001,9.0,0
2019-10-01,1.604845137562501,11.0,6
2019-10-02,2.8035803919906264,38.0,4
2019-10-03,8.863737474664063,13.0,6
2019-10-04,-0.7166840857343748,19.0,8
2019-10-05,-1.0306065878656243,0.0,2
2019-10-06,-0.6615638582734368,0.0,0
2019-10-07,5.524830043753126,14.0,5
2019-10-08,1.0580332780843755,11.0,2
2019-10-09,0.2587902857375004,8.0,5
2019-10-10,-0.5485687846703122,35.0,1
2019-10-11,1.6336527634500007,8.0,0
2019-10-12,-0.4600823383749995,0.0,2
2019-10-13,-0.23026692753593714,0.0,0
2019-10-14,2.8339970475000005,41.0,2
2019-10-15,5.56591571690625,13.0,0
2019-10-16,5.152143062503125,17.0,0
2019-10-17,2.9918099569124994,37.0,2
2019-10-18,5.066426254964062,28.0,0
2019-10-19,2.85753812396875,0.0,0
2019-10-20,-1.0609592425718748,0.0,0
2019-10-21,2.357396336250001,28.0,4
2019-10-22,1.2233188084531257,17.0,28
2019-10-23,1.2838328367984384,22.0,9
2019-10-24,-0.6711168533093745,29.0,14
2019-10-25,-0.4168640947781243,29.0,13
2019-10-26,0.7179446767625006,0.0,10
2019-10-27,-0.30171090477812446,0.0,1
2019-10-28,0.8295659761062504,12.0,13
2019-10-29,3.794283643453125,19.0,2
2019-10-30,3.467816923860937,13.0,2
2019-10-31,2.3394489188968746,23.0,1
2019-11-01,3.355377782428125,13.0,4
2019-11-02,0.24113955374999985,1.0,0
2019-11-03,-0.5353473255156247,0.0,0
2019-11-04,3.642404901214063,7.0,0
2019-11-05,2.3339086019843753,24.0,0
2019-11-06,3.304337572901563,16.0,0
2019-11-07,2.1770854490437497,20.0,2
2019-11-08,0.23201285330937516,13.0,1
2019-11-09,1.4499819940796879,0.0,0
2019-11-10,1.4426879768406256,0.0,0
2019-11-11,4.462785824964063,23.0,1
2019-11-12,1.1597848591875,21.0,4
2019-11-13,0.31439707830937524,23.0,0
2019-11-14,2.4840285890796876,9.0,3
2019-11-15,6.362735929559376,18.0,15
2019-11-16,-1.0686850381234376,8.0,8
2019-11-17,2.431071066432813,0.0,1
2019-11-18,0.3046689126468751,20.0,7
2019-11-19,-0.5279764251499992,25.0,2
2019-11-20,-0.3550278724609369,24.0,5
2019-11-21,3.757731305662501,13.0,0
2019-11-22,-0.5837724153328123,28.0,7
2019-11-23,-0.32777753621718725,0.0,0
2019-11-24,-0.2192350690015623,0.0,1
2019-11-25,0.8775513647031254,18.0,1
2019-11-26,-0.19923187062343728,19.0,5
2019-11-27,1.8939530974640626,21.0,0
2019-11-28,0.7271252149999999,0.0,0
2019-11-29,0.7510642479375,0.0,0
2019-11-30,-0.25171216014375003,0.0,0
2019-12-01,-0.12798701249999986,0.0,0
2019-12-02,-0.09248969624999981,28.0,0
2019-12-03,3.927328411984375,23.0,2
2019-12-04,3.540134992464062,17.0,2
2019-12-05,-0.6233923347812503,21.0,1
2019-12-06,0.6685402856624999,10.0,1
2019-12-07,-0.31461716555156233,0.0,0
2019-12-08,-0.200515852535937,0.0,0
2019-12-09,3.8543849500000005,6.0,0
2019-12-10,0.482314665,12.0,5
2019-12-11,2.6212352129375,22.0,0
2019-12-12,2.45596932529375,18.0,0
2019-12-13,0.4091608936062501,12.0,0
2019-12-14,2.584802186984375,0.0,0
2019-12-15,-0.5696511525359373,0.0,0
2019-12-16,2.6686254525000006,18.0,0
2019-12-17,10.4566342641875,8.0,0
2019-12-18,7.570964900590624,21.0,0
2019-12-19,2.3876028571671863,1.0,0
2019-12-20,3.715031269595312,1.0,0
2019-12-21,-1.2801837093734372,0.0,0
2019-12-22,3.221163420917189,0.0,0
2019-12-23,-0.9734605338578115,0.0,0
2019-12-24,-0.6169732102968738,0.0,2
2019-12-25,-0.47752306702968655,0.0,1
2019-12-26,-0.37133704253593636,0.0,2
2019-12-27,-0.23379840613593683,0.0,0
2019-12-28,-0.13408502522187463,0.0,0
2019-12-29,4.913630952320313,0.0,0
2019-12-30,0.4617267479374997,0.0,0
2019-12-31,-0.3585954101437502,0.0,0
2020-01-01,0.8124999999999999,0.0,0
2020-01-02,2.7681875000000002,0.0,2
2020-01-03,3.5537537500000003,0.0,0
2020-01-04,1.3545731874999998,0.0,1
2020-01-05,0.44520700624999987,0.0,4
2020-01-06,7.558960488671875,12.0,1
2020-01-07,0.9022751618046874,20.0,53
2020-01-08,1.2467294137140625,18.0,1
2020-01-09,7.333606548234375,11.0,2
2020-01-10,1.7637806484171876,47.0,1
2020-01-11,-0.9860782146703122,0.0,0
2020-01-12,2.3943196675750005,0.0,0
2020-01-13,-0.7244731130874993,20.0,2
2020-01-14,4.540621725839063,23.0,3
2020-01-15,1.1523388111812503,35.0,1
2020-01-16,-0.6511574386031247,7.0,10
2020-01-17,3.592524452053125,4.0,1
2020-01-18,-0.6956942968343747,0.0,0
2020-01-19,-0.360386396357812,0.0,0
2020-01-20,1.7592514984531253,0.0,4
2020-01-21,2.610360936142188,17.0,0
2020-01-22,2.475504042421875,23.0,0
2020-01-23,-0.6057789387109376,28.0,2
2020-01-24,3.6770025099281254,19.0,4
2020-01-25,0.3820057479375001,1.0,2
2020-01-26,-0.4502571851437497,5.0,0
2020-01-27,0.7309763200000002,16.0,0
2020-01-28,0.6969462477187505,14.0,0
2020-01-29,5.69108676713125,28.0,4
2020-01-30,5.203833703345312,12.0,7
2020-01-31,2.998104144892187,21.0,7
2020-02-01,-0.9271461983125004,8.0,1
2020-02-02,0.45258251434062535,2.0,3
2020-02-03,4.532669938714063,12.0,0
2020-02-04,7.176015415734375,26.0,5
2020-02-05,-0.28146841805156275,6.0,1
2020-02-06,3.1918185418703127,28.0,0
2020-02-07,2.055392971690625,22.0,3
2020-02-08,-0.8562121297781242,8.0,1
2020-02-09,-0.5090956688937494,0.0,0
2020-02-10,5.645400355734376,5.0,3
2020-02-11,3.115393499885938,18.0,5
2020-02-12,1.0993672369453127,4.0,1
2020-02-13,2.288380044196875,19.0,0
2020-02-14,0.29207180665156274,10.0,2
2020-02-15,-0.5336508491906244,0.0,0
2020-02-16,-0.34046063260781195,0.0,0
2020-02-17,2.7580687725000006,0.0,0
2020-02-18,8.50287856190625,17.0,3
2020-02-19,8.798543452721875,15.0,1
2020-02-20,1.4103248625749991,18.0,4
2020-02-21,3.8749161596312494,11.0,8
2020-02-22,0.8109223793765628,0.0,5
2020-02-23,-0.9100606400359366,0.0,3
2020-02-24,1.3926057987500011,51.0,0
2020-02-25,4.331168919703126,22.0,4
2020-02-26,10.026356875251563,23.0,3
2020-02-27,7.315402545770312,24.0,1
2020-02-28,8.22668902934375,19.0,16
2020-02-29,0.05072848481406189,0.0,3
2020-03-01,-1.301826163710937,1.0,0
2020-03-02,2.156958089928126,19.0,0
2020-03-03,4.071937005218752,20.0,0
2020-03-04,2.857379458600001,19.0,2
2020-03-05,7.878557402898438,13.0,3
2020-03-06,4.399749317464062,15.0,0
2020-03-07,0.5358770545203126,0.0,27
2020-03-08,-1.0323449388906245,0.0,1
2020-03-09,-0.6273183563218739,19.0,4
2020-03-10,6.537152779703126,23.0,0
2020-03-11,6.9261034798140635,48.0,5
2020-03-12,5.593683644007813,23.0,1
2020-03-13,4.527903570215624,15.0,0
2020-03-14,-1.4428244434171875,1.0,0
2020-03-15,-0.8171469912468741,0.0,0
2020-03-16,3.446496707428126,10.0,0
2020-03-17,5.180255776250001,20.0,1
2020-03-18,7.875437651390625,48.0,0
2020-03-19,5.424033579373438,3.0,0
2020-03-20,3.440618811103125,30.0,3
2020-03-21,1.6238561541546876,1.0,2
2020-03-22,0.8897958347843757,9.0,6
2020-03-23,1.1094648900000008,21.0,6
2020-03-24,4.185076707937501,28.0,3
2020-03-25,2.927446108012501,4.0,3
2020-03-26,6.9483508813937505,2.0,3
2020-03-27,-0.4335808826828127,19.0,0
2020-03-28,0.12421535342031298,9.0,3
2020-03-29,3.344555630773438,4.0,1
2020-03-30,3.1644023613609384,19.0,1
2020-03-31,6.097852637646875,24.0,1
2020-04-01,15.75491059485,29.0,2
2020-04-02,7.590054152757812,10.0,2
2020-04-03,5.753985376981249,16.0,2
2020-04-04,1.915894620446875,1.0,1
2020-04-05,-0.6240697505515613,0.0,1
2020-04-06,2.828209272901564,22.0,0
2020-04-07,8.741253751543752,21.0,0
2020-04-08,4.159129437496876,18.0,0
2020-04-09,15.313184148482813,17.0,1
2020-04-10,2.266372006732812,2.0,5
2020-04-11,-0.9251638269843747,0.0,2
2020-04-12,-1.2638483185999991,0.0,0
2020-04-13,5.145378366840627,5.0,7
2020-04-14,3.757621607901564,12.0,8
2020-04-15,1.709158819700001,7.0,1
2020-04-16,9.892081947796875,35.0,3
2020-04-17,4.21684006976875,14.0,0
2020-04-18,1.4177712455609377,0.0,1
2020-04-19,-1.1566059006953124,0.0,1
2020-04-20,5.277591157464063,7.0,0
2020-04-21,6.860876353156251,10.0,13
2020-04-22,0.4950140934562506,15.0,6
2020-04-23,4.948947814523438,17.0,5
2020-04-24,-0.27847121577968714,11.0,12
2020-04-25,4.127921155260939,0.0,0
2020-04-26,-0.044329129262499656,1.0,1
2020-04-27,-0.7067633351078116,5.0,1
2020-04-28,3.5226535269062507,12.0,1
2020-04-29,2.223971663159376,18.0,0
2020-04-30,3.2527021136812504,3.0,0
2020-05-01,12.183771908084374,17.0,1
2020-05-02,-1.7767419219812508,0.0,0
2020-05-03,1.1072113861359376,3.0,0
2020-05-04,3.194289124304688,22.0,3
2020-05-05,8.084660824964063,28.0,0
2020-05-06,4.5292798591875005,49.0,0
2020-05-07,2.5618937033093747,13.0,1
2020-05-08,2.750928639079688,20.0,2
2020-05-09,0.8142629956531258,1.0,4
2020-05-10,0.05295372453281355,2.0,0
2020-05-11,2.3346799764687507,7.0,0
2020-05-12,10.216996701615626,11.0,1
2020-05-13,4.3917875452156245,23.0,0
2020-05-14,2.536581614082812,42.0,0
2020-05-15,4.779030572721875,15.0,0
2020-05-16,-1.3338558172062496,0.0,0
2020-05-17,-0.7885710199249989,2.0,0
2020-05-18,2.445220255662501,28.0,5
2020-05-19,2.2734514746671888,13.0,2
2020-05-20,2.2186412717203132,27.0,1
2020-05-21,9.206355884010938,16.0,2
2020-05-22,-1.4377160447781254,2.0,5
2020-05-23,1.2631569617625003,0.0,0
2020-05-24,-0.6852169027156247,0.0,0
2020-05-25,-0.41774237624999894,2.0,0
2020-05-26,3.680360434703126,6.0,1
2020-05-27,10.339872289595313,2.0,2
2020-05-28,7.522928040845311,4.0,2
2020-05-29,5.343796287235937,13.0,5
2020-05-30,-1.6073259178593755,0.0,0
2020-05-31,-0.8823911260312494,1.0,2
2020-06-01,0.36780749492812637,8.0,0
2020-06-02,-0.5788451724999986,7.0,1
2020-06-03,-0.43657927331249885,14.0,0
2020-06-04,-0.3593242070656241,16.0,0
2020-06-05,-0.27682056878593675,8.0,1
2020-06-06,-0.15868461393281208,3.0,0
2020-06-07,-0.07195398025156231,0.0,0
2020-06-08,-0.011093696249999967,14.0,0
2020-06-09,-0.009568313015624975,15.0,0
2020-06-10,-0.008398852535937478,14.0,0
2020-06-11,1.0,12.0,0
2020-06-12,2.9,32.0,0
2020-06-13,0.6549999999999997,2.0,0
2020-06-14,-0.2635000000000002,3.0,0
2020-06-15,0.8488374999999999,18.0,0
2020-06-16,1.7933957500000002,6.0,0
2020-06-17,0.6728252375000001,18.0,0
2020-06-18,-0.28519648374999995,6.0,1
2020-06-19,1.8213260857343752,0.0,1
2020-06-20,-0.33413923783281235,2.0,2
2020-06-21,-0.19082288312343726,0.0,1
2020-06-22,-0.11893332378593735,19.0,3
2020-06-23,4.913757281984375,7.0,2
2020-06-24,-0.5708626748171878,2.0,2
2020-06-25,1.7223099569125,38.0,4
2020-06-26,1.6269137549640624,26.0,0
2020-06-27,-0.41244912603124984,3.0,0
2020-06-28,-0.2443814550718748,2.0,1
2020-06-29,0.8358649375000002,14.0,4
2020-06-30,7.77097301875,5.0,0
2020-07-01,12.048600909921875,3.0,0
2020-07-02,0.22099431982031126,0.0,1
2020-07-03,-1.0749865185312506,1.0,1
2020-07-04,-0.6778510811031246,0.0,0
2020-07-05,-0.48450621757187357,0.0,0
2020-07-06,6.632767453750001,11.0,1
2020-07-07,5.9983424544843755,4.0,0
2020-07-08,8.729512567089062,15.0,0
2020-07-09,4.271733718009374,11.0,0
2020-07-10,8.477540791001562,6.0,0
2020-07-11,-1.8292524550718754,0.0,0
2020-07-12,-1.032576337499999,0.0,0
2020-07-13,6.260067538750001,23.0,5
2020-07-14,0.7204203101406264,8.0,0
2020-07-15,7.008153303639063,16.0,0
2020-07-16,3.5578425995921874,10.0,0
2020-07-17,3.6860271340468755,5.0,4
2020-07-18,-1.253218495371875,0.0,0
2020-07-19,-0.7411561128593741,0.0,0
2020-07-20,2.5212736012500008,11.0,5
2020-07-21,1.321642066390626,5.0,1
2020-07-22,2.3519280237171882,10.0,3
2020-07-23,1.3098772470531252,12.0,0
2020-07-24,2.3755116333843755,7.0,0
2020-07-25,0.3449889222421876,3.0,2
2020-07-26,0.5322986998203129,0.0,6
2020-07-27,9.62021963625,19.0,1
2020-07-28,0.7419006309531246,16.0,0
2020-07-29,5.148548952610938,17.0,5
2020-07-30,1.8810446758812498,6.0,9
2020-07-31,7.059481965110938,18.0,5
2020-08-01,-0.37825085286875004,0.0,0
2020-08-02,-0.8791871918734369,0.0,2
2020-08-03,2.4130838469484384,4.0,3
2020-08-04,0.2526082998078135,2.0,2
2020-08-05,3.406230133609376,9.0,3
2020-08-06,5.240598478084375,15.0,0
2020-08-07,2.9485028632375,3.0,10
2020-08-08,-0.9658495079828127,0.0,1
2020-08-09,-0.5660119208031246,0.0,0
2020-08-10,6.642716046214063,16.0,9
2020-08-11,0.028202814703125245,15.0,3
2020-08-12,1.362421269376563,12.0,0
2020-08-13,4.389617667901563,16.0,0
2020-08-14,4.1014824267625,2.0,2
2020-08-15,-0.004146117278124972,2.0,1
2020-08-16,-0.6506712476437498,0.0,0
2020-08-17,5.58613611375,14.0,2
2020-08-18,2.083207837640625,9.0,2
2020-08-19,5.172396014232813,13.0,2
2020-08-20,4.929069227682812,6.0,2
2020-08-21,1.7872552361,6.0,0
2020-08-22,-0.0006175240078123423,0.0,2
2020-08-23,-0.7088599006953119,0.0,0
2020-08-24,3.5343774324640633,11.0,3
2020-08-25,0.2431489581562507,14.0,2
2020-08-26,2.4263549432375004,5.0,0
2020-08-27,1.3362285992984377,16.0,1
2020-08-28,5.3996039054406255,8.0,2
2020-08-29,0.049178749487499784,0.0,0
2020-08-30,-0.5925171706234373,0.0,0
2020-08-31,0.6283890999640629,19.0,3
2020-09-01,1.6264385141875006,5.0,0
2020-09-02,2.5348681630906253,10.0,6
2020-09-03,4.427119990917188,7.0,2
2020-09-04,5.163280126360937,0.0,1
2020-09-05,-1.0532430294156252,0.0,0
2020-09-06,-0.5798444407312497,0.0,0
2020-09-07,0.631520676214063,0.0,0
2020-09-08,0.6241995069843758,33.0,0
2020-09-09,1.631672870182813,17.0,7
2020-09-10,5.54655679963125,19.0,1
2020-09-11,2.1212371998140624,7.0,0
2020-09-12,0.23681660922656245,0.0,0
2020-09-13,-0.526996877715625,0.0,0
2020-09-14,3.6890357912500007,13.0,0
2020-09-15,0.3658259657343753,8.0,0
2020-09-16,0.5318606169484379,17.0,0
2020-09-17,1.5912995564328127,3.0,0
2020-09-18,2.5231993155843755,15.0,0
