,golang/go,rust-lang/rust,swiftlang/swift
2023-04-27,8,109,49
2023-04-28,18,92,48
2023-04-29,0,95,18
2023-04-30,2,56,4
2023-05-01,7,64,38
2023-05-02,17,150,103
2023-05-03,20,68,68
2023-05-04,23,67,75
2023-05-05,23,120,57
2023-05-06,0,118,35
2023-05-07,0,64,6
2023-05-08,11,83,63
2023-05-09,16,70,59
2023-05-10,26,67,30
2023-05-11,28,72,49
2023-05-12,39,74,46
2023-05-13,1,63,18
2023-05-14,0,57,10
2023-05-15,9,79,39
2023-05-16,21,72,56
2023-05-17,29,54,37
2023-05-18,22,102,40
2023-05-19,45,39,38
2023-05-20,8,62,12
2023-05-21,0,44,0
2023-05-22,26,64,31
2023-05-23,57,75,52
2023-05-24,63,75,38
2023-05-25,29,105,49
2023-05-26,19,119,44
2023-05-27,3,46,12
2023-05-28,0,51,8
2023-05-29,0,66,16
2023-05-30,21,72,30
2023-05-31,27,80,43
2023-06-01,28,100,49
2023-06-02,10,105,44
2023-06-03,3,61,24
2023-06-04,1,53,3
2023-06-05,10,116,55
2023-06-06,23,67,80
2023-06-07,12,73,108
2023-06-08,11,76,53
2023-06-09,8,66,46
2023-06-10,2,72,35
2023-06-11,4,62,5
2023-06-12,12,108,56
2023-06-13,16,84,56
2023-06-14,9,102,67
2023-06-15,9,78,61
2023-06-16,16,81,60
2023-06-17,1,73,19
2023-06-18,0,58,3
2023-06-19,1,125,17
2023-06-20,9,107,39
2023-06-21,8,111,67
2023-06-22,5,85,56
2023-06-23,6,77,54
2023-06-24,2,55,11
2023-06-25,0,61,0
2023-06-26,7,62,28
2023-06-27,6,113,33
2023-06-28,3,101,55
2023-06-29,9,93,62
2023-06-30,1,99,54
2023-07-01,0,61,14
2023-07-02,0,72,3
2023-07-03,0,112,24
2023-07-04,3,67,62
2023-07-05,4,100,50
2023-07-06,6,69,57
2023-07-07,5,89,70
2023-07-08,0,83,10
2023-07-09,0,41,6
2023-07-10,4,103,23
2023-07-11,8,53,49
2023-07-12,6,81,58
2023-07-13,4,84,38
2023-07-14,3,92,44
2023-07-15,0,33,4
2023-07-16,0,74,2
2023-07-17,4,76,46
2023-07-18,10,84,60
2023-07-19,2,80,99
2023-07-20,32,96,42
2023-07-21,23,103,57
2023-07-22,0,94,35
2023-07-23,0,38,8
2023-07-24,5,100,39
2023-07-25,7,94,66
2023-07-26,14,83,66
2023-07-27,13,90,67
2023-07-28,8,78,76
2023-07-29,1,73,9
2023-07-30,0,103,1
2023-07-31,32,131,29
2023-08-01,16,87,68
2023-08-02,10,109,79
2023-08-03,19,96,71
2023-08-04,8,99,52
2023-08-05,3,70,34
2023-08-06,0,73,14
2023-08-07,39,88,46
2023-08-08,9,96,119
2023-08-09,11,73,88
2023-08-10,17,53,89
2023-08-11,16,72,72
2023-08-12,2,40,10
2023-08-13,0,49,5
2023-08-14,13,89,53
2023-08-15,22,98,46
2023-08-16,25,101,53
2023-08-17,33,57,82
2023-08-18,21,83,46
2023-08-19,8,47,19
2023-08-20,6,45,8
2023-08-21,22,67,58
2023-08-22,34,105,42
2023-08-23,14,60,53
2023-08-24,14,79,55
2023-08-25,20,56,46
2023-08-26,4,51,14
2023-08-27,0,46,4
2023-08-28,17,91,44
2023-08-29,23,70,46
2023-08-30,11,86,62
2023-08-31,7,62,64
2023-09-01,15,73,62
2023-09-02,2,72,22
2023-09-03,3,76,22
2023-09-04,4,34,46
2023-09-05,9,75,44
2023-09-06,12,88,62
2023-09-07,26,71,72
2023-09-08,34,103,61
2023-09-09,2,46,20
2023-09-10,1,64,7
2023-09-11,17,91,67
2023-09-12,25,67,106
2023-09-13,26,52,61
2023-09-14,18,85,55
2023-09-15,14,66,60
2023-09-16,0,65,46
2023-09-17,1,44,9
2023-09-18,14,91,50
2023-09-19,11,77,98
2023-09-20,18,72,67
2023-09-21,5,83,74
2023-09-22,7,124,57
2023-09-23,1,63,45
2023-09-24,0,62,19
2023-09-25,10,80,59
2023-09-26,1,54,83
2023-09-27,10,35,56
2023-09-28,8,112,45
2023-09-29,5,68,67
2023-09-30,3,46,20
2023-10-01,0,52,8
2023-10-02,11,100,35
2023-10-03,16,82,52
2023-10-04,11,85,59
2023-10-05,7,105,51
2023-10-06,13,113,51
2023-10-07,2,39,37
2023-10-08,1,53,32
2023-10-09,18,111,41
2023-10-10,9,90,49
2023-10-11,12,69,65
2023-10-12,10,67,60
2023-10-13,12,55,29
2023-10-14,3,72,16
2023-10-15,0,71,8
2023-10-16,1,83,38
2023-10-17,6,97,25
2023-10-18,26,78,33
2023-10-19,17,83,44
2023-10-20,6,66,52
2023-10-21,1,118,5
2023-10-22,0,78,1
2023-10-23,9,113,44
2023-10-24,7,87,64
2023-10-25,10,163,49
2023-10-26,6,75,49
2023-10-27,3,101,63
2023-10-28,0,61,19
2023-10-29,0,101,10
2023-10-30,18,114,64
2023-10-31,15,88,56
2023-11-01,10,47,78
2023-11-02,22,108,42
2023-11-03,7,53,39
2023-11-04,0,78,17
2023-11-05,1,34,3
2023-11-06,17,37,34
2023-11-07,15,63,38
2023-11-08,20,85,42
2023-11-09,21,49,54
2023-11-10,11,50,51
2023-11-11,1,38,11
2023-11-12,0,67,10
2023-11-13,8,73,52
2023-11-14,13,58,69
2023-11-15,15,90,50
2023-11-16,20,115,76
2023-11-17,26,75,43
2023-11-18,0,48,7
2023-11-19,7,65,0
2023-11-20,16,82,6
2023-11-21,66,93,5
2023-11-22,17,103,7
2023-11-23,1,77,8
2023-11-24,0,98,3
2023-11-25,0,116,3
2023-11-26,0,96,3
2023-11-27,7,75,82
2023-11-28,7,101,62
2023-11-29,7,81,42
2023-11-30,5,69,52
2023-12-01,12,70,57
2023-12-02,1,88,23
2023-12-03,0,55,7
2023-12-04,5,121,50
2023-12-05,19,122,37
2023-12-06,19,74,62
2023-12-07,9,76,46
2023-12-08,10,136,47
2023-12-09,2,55,31
2023-12-10,0,76,15
2023-12-11,14,84,40
2023-12-12,14,121,50
2023-12-13,8,62,78
2023-12-14,12,88,58
2023-12-15,6,115,49
2023-12-16,0,57,20
2023-12-17,0,39,4
2023-12-18,11,139,34
2023-12-19,9,96,48
2023-12-20,2,68,45
2023-12-21,4,55,27
2023-12-22,0,64,5
2023-12-23,0,93,3
2023-12-24,0,46,0
2023-12-25,0,28,4
2023-12-26,1,60,4
2023-12-27,3,39,1
2023-12-28,0,62,1
2023-12-29,0,53,4
2023-12-30,2,51,3
2023-12-31,0,45,0
2024-01-01,0,33,3
2024-01-02,0,63,48
2024-01-03,4,99,50
2024-01-04,4,129,48
2024-01-05,3,121,46
2024-01-06,0,87,21
2024-01-07,0,110,2
2024-01-08,5,93,27
2024-01-09,5,119,25
2024-01-10,3,73,47
2024-01-11,4,118,74
2024-01-12,3,70,49
2024-01-13,1,71,39
2024-01-14,0,75,6
2024-01-15,2,67,16
2024-01-16,1,90,56
2024-01-17,7,71,85
2024-01-18,2,98,59
2024-01-19,4,131,49
2024-01-20,0,81,28
2024-01-21,0,80,10
2024-01-22,21,122,41
2024-01-23,16,87,47
2024-01-24,14,57,71
2024-01-25,10,85,52
2024-01-26,13,117,78
2024-01-27,2,57,17
2024-01-28,0,50,12
2024-01-29,8,71,50
2024-01-30,15,114,82
2024-01-31,11,81,60
2024-02-01,12,33,104
2024-02-02,8,52,101
2024-02-03,0,42,35
2024-02-04,0,54,9
2024-02-05,8,80,47
2024-02-06,4,83,63
2024-02-07,13,91,55
2024-02-08,18,122,54
2024-02-09,10,161,86
2024-02-10,4,86,33
2024-02-11,0,113,20
2024-02-12,6,141,69
2024-02-13,9,151,55
2024-02-14,5,100,62
2024-02-15,4,107,82
2024-02-16,16,114,46
2024-02-17,3,119,24
2024-02-18,0,87,4
2024-02-19,8,128,30
2024-02-20,21,120,66
2024-02-21,18,125,101
2024-02-22,8,115,105
2024-02-23,11,93,50
2024-02-24,3,73,69
2024-02-25,0,94,18
2024-02-26,24,126,53
2024-02-27,25,134,76
2024-02-28,42,109,66
2024-02-29,17,161,77
2024-03-01,3,120,113
2024-03-02,1,73,79
2024-03-03,0,87,24
2024-03-04,28,117,39
2024-03-05,5,162,80
2024-03-06,9,127,94
2024-03-07,17,105,103
2024-03-08,28,110,70
2024-03-09,7,114,43
2024-03-10,2,112,15
2024-03-11,15,137,76
2024-03-12,5,126,97
2024-03-13,9,107,108
2024-03-14,21,160,72
2024-03-15,19,91,82
2024-03-16,2,77,41
2024-03-17,1,117,2
2024-03-18,15,111,107
2024-03-19,13,124,76
2024-03-20,11,98,66
2024-03-21,18,126,78
2024-03-22,10,165,60
2024-03-23,2,114,17
2024-03-24,0,109,17
2024-03-25,15,112,36
2024-03-26,14,98,54
2024-03-27,8,123,86
2024-03-28,8,85,62
2024-03-29,13,59,64
2024-03-30,2,64,28
2024-03-31,1,77,5
2024-04-01,5,81,24
2024-04-02,18,83,44
2024-04-03,10,109,63
2024-04-04,9,103,51
2024-04-05,10,87,64
2024-04-06,0,95,12
2024-04-07,1,55,4
2024-04-08,11,115,59
2024-04-09,8,86,57
2024-04-10,8,96,43
2024-04-11,10,118,50
2024-04-12,5,83,35
2024-04-13,0,56,13
2024-04-14,4,91,5
2024-04-15,15,144,20
2024-04-16,10,177,53
2024-04-17,8,105,31
2024-04-18,15,77,50
2024-04-19,17,99,58
2024-04-20,0,98,9
2024-04-21,0,70,7
2024-04-22,16,78,42
2024-04-23,7,90,39
2024-04-24,8,97,34
2024-04-25,12,82,44
2024-04-26,14,62,47
2024-04-27,3,66,8
2024-04-28,0,73,2
2024-04-29,5,87,40
2024-04-30,9,78,59
2024-05-01,2,42,59
2024-05-02,5,115,60
2024-05-03,12,100,37
2024-05-04,4,139,21
2024-05-05,4,75,0
2024-05-06,12,82,42
2024-05-07,16,41,54
2024-05-08,17,80,44
2024-05-09,19,78,48
2024-05-10,10,80,54
2024-05-11,3,125,14
2024-05-12,1,84,5
2024-05-13,22,81,34
2024-05-14,14,78,41
2024-05-15,22,83,43
2024-05-16,26,66,68
2024-05-17,17,72,86
2024-05-18,3,59,12
2024-05-19,0,79,3
2024-05-20,20,130,44
2024-05-21,26,92,77
2024-05-22,52,88,74
2024-05-23,34,123,50
2024-05-24,19,92,41
2024-05-25,0,58,15
2024-05-26,0,50,12
2024-05-27,0,77,14
2024-05-28,3,86,74
2024-05-29,9,111,51
2024-05-30,17,76,52
2024-05-31,5,53,63
2024-06-01,0,46,17
2024-06-02,0,50,16
2024-06-03,2,70,55
2024-06-04,11,129,50
2024-06-05,8,147,63
2024-06-06,5,95,62
2024-06-07,14,123,34
2024-06-08,0,66,9
2024-06-09,0,95,2
2024-06-10,5,63,45
2024-06-11,13,133,61
2024-06-12,5,136,85
2024-06-13,10,143,62
2024-06-14,5,87,61
2024-06-15,0,64,23
2024-06-16,1,91,8
2024-06-17,3,102,35
2024-06-18,10,106,67
2024-06-19,0,146,50
2024-06-20,2,87,36
2024-06-21,13,118,78
2024-06-22,1,84,21
2024-06-23,1,80,4
2024-06-24,8,122,32
2024-06-25,3,101,61
2024-06-26,3,55,69
2024-06-27,2,70,46
2024-06-28,3,110,53
2024-06-29,0,98,19
2024-06-30,0,93,14
2024-07-01,5,87,52
2024-07-02,2,120,65
2024-07-03,5,89,82
2024-07-04,0,118,43
2024-07-05,2,113,25
2024-07-06,0,99,31
2024-07-07,3,164,33
2024-07-08,2,96,64
2024-07-09,3,75,75
2024-07-10,3,77,65
2024-07-11,5,56,98
2024-07-12,3,102,34
2024-07-13,0,46,22
2024-07-14,0,65,10
2024-07-15,4,100,48
2024-07-16,13,117,43
2024-07-17,7,152,17
2024-07-18,0,141,53
2024-07-19,1,150,39
2024-07-20,0,76,26
2024-07-21,0,50,4
2024-07-22,18,129,36
2024-07-23,16,76,53
2024-07-24,13,95,64
2024-07-25,9,139,80
2024-07-26,19,119,34
2024-07-27,4,81,25
2024-07-28,0,71,7
2024-07-29,20,133,84
2024-07-30,22,94,60
2024-07-31,21,85,63
2024-08-01,14,80,59
2024-08-02,13,57,56
2024-08-03,7,102,18
2024-08-04,0,61,9
2024-08-05,3,129,52
2024-08-06,8,94,53
2024-08-07,19,135,70
2024-08-08,6,108,69
2024-08-09,13,96,47
2024-08-10,3,104,16
2024-08-11,0,57,0
2024-08-12,9,141,33
2024-08-13,5,135,32
2024-08-14,14,82,36
2024-08-15,9,62,30
2024-08-16,8,68,31
2024-08-17,1,72,21
2024-08-18,0,72,11
2024-08-19,6,70,52
2024-08-20,23,65,63
2024-08-21,14,67,60
2024-08-22,10,84,45
2024-08-23,8,63,30
2024-08-24,2,84,16
2024-08-25,0,83,10
2024-08-26,8,73,36
2024-08-27,11,117,30
2024-08-28,4,85,37
2024-08-29,5,105,52
2024-08-30,11,62,52
2024-08-31,1,100,21
2024-09-01,1,60,12
2024-09-02,0,86,27
2024-09-03,36,88,71
2024-09-04,35,36,118
2024-09-05,24,96,56
2024-09-06,23,92,65
2024-09-07,1,65,18
2024-09-08,0,49,16
2024-09-09,4,121,36
2024-09-10,9,74,46
2024-09-11,17,94,49
2024-09-12,9,88,34
2024-09-13,15,66,41
2024-09-14,0,61,15
2024-09-15,2,85,4
2024-09-16,9,55,39
2024-09-17,6,96,59
2024-09-18,9,91,49
2024-09-19,1,114,62
2024-09-20,4,71,49
2024-09-21,0,77,9
2024-09-22,0,88,11
2024-09-23,13,114,24
2024-09-24,14,139,51
2024-09-25,9,96,68
2024-09-26,16,65,36
2024-09-27,11,101,52
2024-09-28,2,83,28
2024-09-29,1,74,5
2024-09-30,17,63,38
2024-10-01,8,74,55
2024-10-02,15,62,63
2024-10-03,10,92,49
2024-10-04,5,87,28
2024-10-05,0,90,6
2024-10-06,0,85,6
2024-10-07,22,91,64
2024-10-08,5,78,77
2024-10-09,7,86,43
2024-10-10,5,93,39
2024-10-11,5,73,70
2024-10-12,1,75,18
2024-10-13,0,76,10
2024-10-14,7,98,23
2024-10-15,1,80,33
2024-10-16,2,79,41
2024-10-17,3,77,69
2024-10-18,7,84,47
2024-10-19,1,88,21
2024-10-20,0,80,17
2024-10-21,37,65,33
2024-10-22,9,111,60
2024-10-23,20,96,38
2024-10-24,16,94,36
2024-10-25,13,79,37
2024-10-26,1,86,18
2024-10-27,0,61,1
2024-10-28,25,137,32
2024-10-29,15,95,48
2024-10-30,18,97,41
2024-10-31,13,99,49
2024-11-01,14,105,43
2024-11-02,3,106,15
2024-11-03,1,98,17
2024-11-04,7,96,20
2024-11-05,15,70,57
2024-11-06,10,34,52
2024-11-07,12,97,92
2024-11-08,10,70,51
2024-11-09,0,69,27
2024-11-10,0,77,8
2024-11-11,10,63,37
2024-11-12,8,93,80
2024-11-13,21,58,57
2024-11-14,18,76,50
2024-11-15,16,60,53
2024-11-16,9,41,19
2024-11-17,11,43,7
2024-11-18,45,97,35
2024-11-19,96,113,46
2024-11-20,48,63,57
2024-11-21,43,66,56
2024-11-22,33,60,25
2024-11-23,3,74,0
2024-11-24,0,71,0
2024-11-25,3,74,2
2024-11-26,5,77,8
2024-11-27,11,63,12
2024-11-28,2,109,12
2024-11-29,0,62,8
2024-11-30,8,79,1
2024-12-01,0,66,0
2024-12-02,4,108,66
2024-12-03,11,88,54
2024-12-04,9,113,75
2024-12-05,12,122,53
2024-12-06,13,98,34
2024-12-07,2,40,23
2024-12-08,1,70,3
2024-12-09,5,89,30
2024-12-10,3,109,32
2024-12-11,12,110,37
2024-12-12,7,111,53
2024-12-13,6,85,65
2024-12-14,0,101,27
2024-12-15,0,75,27
2024-12-16,6,72,46
2024-12-17,16,88,103
2024-12-18,5,120,76
2024-12-19,5,81,63
2024-12-20,2,86,49
2024-12-21,2,81,38
2024-12-22,1,87,2
2024-12-23,4,51,8
2024-12-24,1,40,8
2024-12-25,0,40,3
2024-12-26,1,52,1
2024-12-27,4,85,6
2024-12-28,1,70,0
2024-12-29,0,104,4
2024-12-30,10,70,2
2024-12-31,0,107,2
2025-01-01,1,71,0
2025-01-02,7,66,42
2025-01-03,10,82,19
2025-01-04,0,45,10
2025-01-05,0,61,3
2025-01-06,3,120,24
2025-01-07,11,116,61
2025-01-08,12,92,68
2025-01-09,5,95,39
2025-01-10,2,116,45
2025-01-11,0,86,46
2025-01-12,0,130,12
2025-01-13,7,84,30
2025-01-14,6,98,46
2025-01-15,0,121,45
2025-01-16,6,94,48
2025-01-17,3,52,39
2025-01-18,0,70,4
2025-01-19,0,72,10
2025-01-20,1,115,13
2025-01-21,2,101,48
2025-01-22,5,108,67
2025-01-23,0,120,60
2025-01-24,0,146,27
2025-01-25,0,90,31
2025-01-26,0,108,14
2025-01-27,7,115,48
2025-01-28,7,127,62
2025-01-29,5,108,57
2025-01-30,1,125,42
2025-01-31,2,113,45
2025-02-01,0,94,29
2025-02-02,0,89,13
2025-02-03,36,134,33
2025-02-04,9,88,35
2025-02-05,15,107,56
2025-02-06,10,132,35
2025-02-07,24,135,45
2025-02-08,5,61,18
2025-02-09,1,76,22
2025-02-10,28,117,72
2025-02-11,16,119,38
2025-02-12,10,123,53
2025-02-13,28,120,65
2025-02-14,17,124,71
2025-02-15,10,118,26
2025-02-16,3,90,22
2025-02-17,0,111,33
2025-02-18,12,101,38
2025-02-19,19,114,32
2025-02-20,15,111,55
2025-02-21,5,96,31
2025-02-22,9,83,15
2025-02-23,5,90,9
2025-02-24,6,194,35
2025-02-25,28,93,65
2025-02-26,16,97,97
2025-02-27,13,89,59
2025-02-28,8,116,56
2025-03-01,5,97,23
2025-03-02,0,60,9
2025-03-03,10,125,39
2025-03-04,16,90,64
2025-03-05,14,130,44
2025-03-06,23,142,32
2025-03-07,8,109,84
2025-03-08,0,72,43
2025-03-09,0,61,7
2025-03-10,16,161,54
2025-03-11,21,108,72
2025-03-12,25,114,51
2025-03-13,17,102,83
2025-03-14,9,101,62
2025-03-15,9,78,18
2025-03-16,2,137,26
2025-03-17,11,123,52
2025-03-18,9,86,62
2025-03-19,12,83,127
2025-03-20,22,77,60
2025-03-21,10,110,50
2025-03-22,3,70,9
2025-03-23,0,63,12
2025-03-24,10,118,111
2025-03-25,13,97,71
2025-03-26,6,85,93
2025-03-27,10,92,111
2025-03-28,8,89,66
2025-03-29,2,51,21
2025-03-30,0,47,11
2025-03-31,5,71,54
2025-04-01,6,89,63
2025-04-02,5,103,37
2025-04-03,12,106,74
2025-04-04,10,95,53
2025-04-05,1,55,25
2025-04-06,1,55,9
2025-04-07,13,98,37
2025-04-08,10,92,51
2025-04-09,9,98,54
2025-04-10,7,131,42
2025-04-11,10,102,48
2025-04-12,1,71,12
2025-04-13,1,77,11
2025-04-14,7,121,39
2025-04-15,12,126,38
2025-04-16,12,126,38
2025-04-17,2,132,44
2025-04-18,9,93,58
2025-04-19,7,90,17
2025-04-20,1,105,5
2025-04-21,4,81,24
2025-04-22,8,102,37
2025-04-23,7,72,51
2025-04-24,10,103,31
2025-04-25,7,86,33
2025-04-26,1,65,26
2025-04-27,0,49,3
2025-04-28,1,99,35
2025-04-29,4,110,38
2025-04-30,7,81,60
2025-05-01,8,85,29
2025-05-02,9,86,20
2025-05-03,0,66,6
2025-05-04,1,41,18
2025-05-05,5,115,38
2025-05-06,11,95,43
2025-05-07,12,95,30
2025-05-08,18,91,39
2025-05-09,14,71,39
2025-05-10,0,56,10
2025-05-11,0,40,2
2025-05-12,15,65,28
2025-05-13,13,27,31
2025-05-14,11,49,45
2025-05-15,16,60,52
2025-05-16,11,73,25
2025-05-17,1,70,7
2025-05-18,0,75,8
2025-05-19,24,93,47
2025-05-20,41,97,40
2025-05-21,84,122,46
2025-05-22,15,84,41
2025-05-23,5,77,36
2025-05-24,4,77,11
2025-05-25,0,66,7
2025-05-26,0,112,3
2025-05-27,13,128,19
2025-05-28,7,129,23
2025-05-29,15,113,33
2025-05-30,7,107,56
2025-05-31,0,92,24
2025-06-01,0,48,6
2025-06-02,9,113,36
2025-06-03,6,151,61
2025-06-04,6,109,36
2025-06-05,1,93,49
2025-06-06,2,66,63
2025-06-07,1,77,23
2025-06-08,0,54,8
2025-06-09,6,120,35
2025-06-10,10,92,38
2025-06-11,2,88,36
2025-06-12,2,127,42
2025-06-13,4,121,16
2025-06-14,0,98,1
2025-06-15,0,62,2
2025-06-16,4,138,22
2025-06-17,1,127,69
2025-06-18,3,102,26
2025-06-19,0,101,31
2025-06-20,4,116,45
2025-06-21,0,71,7
2025-06-22,0,68,3
2025-06-23,4,108,51
