label,group_id,split_id,group,target,c1_m1,c2_m1,c1_m2,c2_m2,c1_m3,c2_m3,c1_m4,c2_m4,t -> c2,t -> c1,c2 -> t,c2 -> c1,c1 -> t,c1 -> c2,permute
1,1,0,1,"chainer/chainer,tensorflow/tensorflow,pytorch/pytorch",False,True,False,False,False,False,True,False,-0.6528583540789451,-2.4803505992310635,8.303865636472286,-2.348419193727052,-0.15161598655201924,-0.9900252672623511,4
1,2,0,2,"voldemort/voldemort,apache/cassandra,linkedin/venice",False,False,False,True,False,False,True,False,20.69309121860422,-28.62222291955477,-2.3000222365208765,27.72825640387131,-10.94313775086803,3.9957772614971536,4
1,3,0,3,"spring-attic/spring-security-oauth,spring-projects/spring-security,spring-projects/spring-authorization-server",False,False,False,False,False,True,True,False,48.995015615713285,-72.04438692667587,6.682333853042244,-5.04762165405954,-1.5969653486670856,-3.030428900631482,4
1,4,0,4,"koush/androidasync,androidx/androidx,koush/ion",False,False,False,False,True,False,False,True,-55.21196654097032,7.568544875552316,-85.5183099556601,-6.723155482494686,1.2741281833436904,6.998271706129652,4
1,5,0,5,"stephanenicolas/robospice,square/retrofit,google/volley",False,False,False,False,False,False,True,True,-1.2222093980241562,-3.238710958148419,-0.2416444826114527,0.38917754824359063,-16.73568691497887,-8.697926698415294,4
1,6,0,6,"square/keywhiz,hashicorp/vault,lyft/confidant",False,False,False,False,False,False,True,True,-1.8822856972202573,-1.8155089772002104,-38.34944016457263,-13.461402483875345,-4.904791206660972,2.859429221479804,4
1,7,0,7,"torch/torch7,pytorch/pytorch,chainer/chainer",False,False,True,False,False,True,False,False,2.987293873803742,0.3379164249269765,2.6143503417761473,-5.247904236117491,-1.0216398234830024,5.148976837857627,4
1,8,0,8,"omab/django-social-auth,pennersr/django-allauth,omab/python-social-auth",True,False,False,False,False,False,False,True,-38.07576313469895,-14.082784953537326,-1.4864324219530767,-18.112861722504412,6.6129498261744075,-3.7695469318861767,4
1,9,0,9,"midgetspy/sick-beard,sickchill/sickchill,Sonarr/Sonarr",False,False,False,False,True,False,False,True,-71.17710671372694,40.94570431690594,-6.92833983181199,12.036014497337991,5.524570475541674,12.616233476719088,4
1,10,0,10,"fizyr/keras-retinanet,pytorch/vision,facebookresearch/detectron2",False,True,False,False,True,False,False,False,-11.919093998512658,32.16662618866026,3.025277790292195,-3.749321024164773,14.976667806134165,-6.597906698500325,4
1,11,0,11,"bizz84/swiftystorekit,RevenueCat/purchases-ios,apphud/ApphudSDK",False,False,False,True,True,False,False,False,11.559198556526452,2.244282506602611,-21.12704253280602,4.610251981337821,0.2509393559547375,4.68946153722267,4
1,12,0,12,"johncoates/aerial,OrangeJedi/Aerial,graysky2/xscreensaver-aerial",False,False,False,False,False,False,True,True,-15.994510704330478,-7.8319059612116,-22.695553776067328,4.958575653651869,-44.54889663160056,7.8362575724971855,4
1,13,0,13,"facebook/xctool,facebook/xcbuild,xcpretty/xcpretty",False,True,False,False,False,False,True,False,-36.870077747164146,-17.563219317481074,22.71249931901514,-39.90478937024978,-4.047889824805181,-7.074616931501318,4
1,14,0,14,"tekezo/karabiner,pqrs-org/karabiner-elements,hammerspoon/hammerspoon",False,True,True,False,False,False,False,False,-68.33052335587786,47.38016463527883,4.176255109329536,15.72506600997958,-13.22994708365129,14.845719758242277,4
1,15,0,15,"sass/libsass,sass/dart-sass,sass/sassc",False,False,False,True,False,False,True,False,5.468575223738044,-23.19272751163755,-122.45654251495588,20.900767547332837,-18.722970195853677,-9.921304774026689,4
1,16,0,16,"amrayn/easyloggingpp,gabime/spdlog,google/glog",False,False,True,True,False,False,False,False,4.004596848469412,0.07247378856096186,-11.503888570199662,27.29496591691735,-0.6744688634791159,1.373863529483762,4
1,17,0,17,"cocos2d/cocos2d-x,defold/defold,cocos/cocos-engine",False,False,True,False,False,False,False,True,-42.81996824375184,0.7117241862981588,-3.922330492369964,2.147487404742018,-10.371320425315242,-3.8821424768694435,4
1,18,0,18,"overviewer/minecraft-overviewer,webbukkit/dynmap,BlueMap-Minecraft/BlueMap",True,True,False,False,False,False,False,False,-31.930144808571214,-35.79202972088834,5.423388924201123,3.0554231134925054,11.378452439599146,-8.448001662729347,4
1,19,0,19,"tensorflow/tensor2tensor,huggingface/transformers,google/trax",True,False,False,False,False,True,False,False,1.0036921626527224,-41.33508021726075,4.155171679075387,-5.509838318741133,0.06282247145458514,-6.539972500309668,4
1,20,0,20,"sass/node-sass,stylus/stylus,sass/dart-sass",False,False,False,False,True,False,False,True,-24.235872768084256,14.650770283112625,-10.998110564330945,0.23791460698794073,16.365781592394804,4.579833170950624,4
1,21,0,21,"ripple/rippled,stellar/stellar-core,XRPLF/clio",False,False,False,True,True,False,False,False,6.063812735944843,2.4785900653051915,-6.88892886715836,-17.271968796034297,0.961309262325363,-6.109303576101712,4
1,22,0,22,"hill-a/stable-baselines,ray-project/ray,DLR-RM/stable-baselines3",False,False,False,False,True,False,False,True,-173.46459215765702,123.06497856709599,-38.90333904369812,31.758325822369173,19.29975302662395,15.301731553336312,4
