label,group_id,split_id,group,target,c1_m1,c2_m1,c1_m2,c2_m2,c1_m3,c2_m3,c1_m4,c2_m4,t -> c2,t -> c1,c2 -> t,c2 -> c1,c1 -> t,c1 -> c2,permute
1,1,0,1,"chainer/chainer,tensorflow/tensorflow,pytorch/pytorch",False,True,False,False,False,False,True,False,-0.6528583540789451,-2.4803505992310635,8.303865636472286,-2.348419193727052,-0.15161598655201924,-0.9900252672623511,3
1,2,0,2,"voldemort/voldemort,apache/cassandra,linkedin/venice",False,False,False,True,False,False,True,False,20.69309121860422,-28.62222291955477,-2.3000222365208765,27.72825640387131,-10.94313775086803,3.9957772614971536,3
1,3,0,3,"spring-attic/spring-security-oauth,spring-projects/spring-security,spring-projects/spring-authorization-server",False,False,False,False,False,True,True,False,48.995015615713285,-72.04438692667587,6.682333853042244,-5.04762165405954,-1.5969653486670856,-3.030428900631482,3
1,4,0,4,"koush/androidasync,androidx/androidx,koush/ion",False,False,False,False,True,False,False,True,-55.21196654097032,7.568544875552316,-85.5183099556601,-6.723155482494686,1.2741281833436904,6.998271706129652,3
1,5,0,5,"stephanenicolas/robospice,square/retrofit,google/volley",False,False,False,False,False,False,True,True,-1.2222093980241562,-3.238710958148419,-0.2416444826114527,0.38917754824359063,-16.73568691497887,-8.697926698415294,3
1,6,0,6,"square/keywhiz,hashicorp/vault,lyft/confidant",False,False,False,False,False,False,True,True,-1.8822856972202573,-1.8155089772002104,-38.34944016457263,-13.461402483875345,-4.904791206660972,2.859429221479804,3
1,7,0,7,"torch/torch7,pytorch/pytorch,chainer/chainer",False,False,True,False,False,True,False,False,2.987293873803742,0.3379164249269765,2.6143503417761473,-5.247904236117491,-1.0216398234830024,5.148976837857627,3
1,8,0,8,"omab/django-social-auth,pennersr/django-allauth,omab/python-social-auth",True,False,False,False,False,False,False,True,-38.07576313469895,-14.082784953537326,-1.4864324219530767,-18.112861722504412,6.6129498261744075,-3.7695469318861767,3
1,9,0,9,"midgetspy/sick-beard,sickchill/sickchill,Sonarr/Sonarr",False,False,False,False,True,False,False,True,-71.17710671372694,40.94570431690594,-6.92833983181199,12.036014497337991,5.524570475541674,12.616233476719088,3
1,10,0,10,"fizyr/keras-retinanet,pytorch/vision,facebookresearch/detectron2",False,True,False,False,True,False,False,False,-11.919093998512658,32.16662618866026,3.025277790292195,-3.749321024164773,14.976667806134165,-6.597906698500325,3
