,balderdashy/sails,expressjs/express,hapijs/hapi
2012-03-17,0.0,0.0,0.0
2012-03-18,14.0,0.0,0.0
2012-03-19,-0.40000000000000124,0.0,9.0
2012-03-20,4.27,0.0,-1.7000000000000002
2012-03-21,-0.9440000000000007,0.0,-0.24499999999999944
2012-03-22,1.4572250000000009,0.0,1.0595000000000003
2012-03-23,-0.5887969999999995,0.0,3.8740375
2012-03-24,-0.3936974249999991,12.0,-1.07714475
2012-03-25,-0.3060575099999993,-2.3999999999999995,3.7765894875000003
2012-03-26,-0.2521851409687493,-0.9600000000000009,12.79355842375
2012-03-27,-0.2148542297687494,1.4239999999999995,-0.5298815871406255
2012-03-28,-0.08256444261406228,-0.8032,-3.7649101846109367
2012-03-29,-0.06418165517968732,6.533568,-1.8318117399984366
2012-03-30,-0.01913662603124995,0.25885440000000015,0.7880571719859375
2012-03-31,-0.016797705071874957,-1.2303206400000006,-1.4885282465437504
2012-04-01,0.0,-0.7197245439999997,-0.8863943391796875
2012-04-02,4.0,14.4783101952,3.3872695841890623
2012-04-03,-0.40000000000000036,0.7201945600000008,-0.6811791863984384
2012-04-04,-0.18000000000000013,-0.22284902400000117,-1.0625752823203127
2012-04-05,-0.11400000000000009,0.3757166591999992,-0.4574787911640624
2012-04-06,-0.0826499999999997,-1.390567424,-0.25806454749999996
2012-04-07,-0.06446699999999979,-0.8895008768000001,-0.19079693353125007
2012-04-08,-0.05264804999999984,-0.5967147008000002,-0.15001052646562502
2012-04-09,-0.04437478499999987,-0.45388800000000024,-0.09910995750000001
2012-04-10,-0.0382732520624999,1.6245478400000009,-0.08246414081250018
2012-04-11,-0.033595410143749914,13.280697856000002,-0.07021036969687514
2012-04-12,0.0,-2.0725062655999995,-0.013583413232812524
2012-04-13,4.0,1.5302858751999993,0.0
2012-04-14,0.5999999999999996,-1.4441387008000004,0.0
2012-04-15,11.719999999999999,7.190528,0.0
2012-04-16,0.6409999999999989,7.8240384,0.0
2012-04-17,0.1488499999999997,-3.08619264,2.0
2012-04-18,-0.6171295000000001,8.453213695999999,-0.6000000000000001
2012-04-19,-0.41871479999999894,1.9466202112000008,0.7900000000000001
2012-04-20,-0.3207627974999991,-0.5800267776000001,-0.419
2012-04-21,-0.2602070983124992,-1.7544228864000007,-0.1853249999999999
2012-04-22,0.7812711468406256,0.8868901887999994,-0.11894049999999996
2012-04-23,3.741431986276563,-1.2037288959999999,-0.08672422499999999
2012-04-24,-0.5760165527125001,0.1972000768000005,-0.06763479750000001
2012-04-25,-0.23486601808750007,10.256823296,4.94496570396875
2012-04-26,-0.1430613525359375,31.38343168,2.453875899784375
2012-04-27,-0.09876674999999964,-3.009557504,-1.740876716765625
2012-04-28,-0.07762901249999975,-3.4135797760000024,-0.7310834132328121
2012-04-29,-0.06374174624999981,0.31407185919999847,-0.4388124999999998
2012-04-30,-0.053943098015624844,-1.3925002240000008,0.69074875
2012-05-01,-0.04667210459843738,0.20919377919999915,0.4647146875
2012-05-02,-0.033595410143749914,3.3195591679999996,-0.5929098187499999
2012-05-03,0.0,3.8172773376,-0.31971267882812515
2012-05-04,0.0,0.462384537600002,-0.23108643322656278
2012-05-05,0.0,-0.9868455935999991,-0.12421640293125008
2012-05-06,0.0,-1.0950154240000003,-0.05300111249999999
2012-05-07,14.0,6.3333031936,-0.04223813625
2012-05-08,-1.4000000000000012,-1.8898092031999998,16.965166009484374
