,adblockplus/adblockplus,gorhill/ublock,brave/brave-browser
2017-09-18,1,4,-0.04085760000000002
2017-09-19,0,3,-0.03385344000000002
2017-09-20,0,4,0.9712245760000001
2017-09-21,0,5,-0.2249387007999999
2017-09-22,3,0,0.9199999999999999
2017-09-23,0,1,-0.248
2017-09-24,0,0,-0.11360000000000009
2017-09-25,4,0,-0.07353600000000005
2017-09-26,1,7,-0.05402880000000002
2017-09-27,1,7,-0.04246272000000002
2017-09-28,4,4,-0.03481651199999995
2017-09-29,4,3,0.9706039296
2017-09-30,0,6,-0.2143877119999999
2017-10-01,0,3,-0.09246935040000004
2017-10-02,0,5,-0.048000000000000036
2017-10-03,0,0,-0.03360000000000001
2017-10-04,0,6,2.9744639999999998
2017-10-05,2,2,-0.6204287999999999
2017-10-06,1,5,-0.2569267200000002
2017-10-07,0,0,-0.15838771200000004
2017-10-08,0,1,-0.1132693504
2017-10-09,3,2,-0.07660800000000004
2017-10-10,3,0,-0.06128640000000003
2017-10-11,5,0,-0.05078016000000003
2017-10-12,0,1,-0.04316313599999982
2017-10-13,1,5,-0.03740805119999989
2017-10-14,0,0,1.0
2017-10-15,0,1,-0.19999999999999996
2017-10-16,0,0,-0.08000000000000007
2017-10-17,2,0,-0.048000000000000036
2017-10-18,0,3,0.9664
2017-10-19,0,7,0.774464
2017-10-20,2,1,-0.30042880000000005
2017-10-21,0,4,-0.14492672000000012
2017-10-22,0,3,-0.09598771199999999
2017-10-23,1,8,0.9283946496
2017-10-24,9,11,-0.24596479999999998
2017-10-25,1,4,-0.11735552000000009
2017-10-26,2,3,-0.07931443199999999
2017-10-27,2,1,0.9395429376000001
2017-10-28,0,3,-0.23800535039999993
2017-10-29,0,3,-0.10042880000000008
2017-10-30,0,0,-0.06492672000000005
2017-10-31,0,4,-0.04798771199999995
2017-11-01,0,0,-0.03800535039999998
2017-11-02,3,3,-0.02042880000000001
2017-11-03,2,2,-0.01692672000000001
2017-11-04,0,0,-0.01438771199999994
2017-11-05,0,4,-0.012469350399999964
2017-11-06,0,0,0.0
2017-11-07,0,3,0.0
2017-11-08,1,4,1.0
2017-11-09,0,5,-0.19999999999999996
2017-11-10,0,7,8.92
2017-11-11,0,4,-1.8479999999999996
2017-11-12,0,2,0.2463999999999994
2017-11-13,0,2,-0.6575360000000003
2017-11-14,1,3,-0.4028288000000002
2017-11-15,0,2,-0.29475072000000013
2017-11-16,1,3,0.7681530879999999
2017-11-17,0,0,-0.39034583040000004
2017-11-18,0,1,-0.2299182079999995
2017-11-19,0,0,1.8228491264000002
2017-11-20,0,3,-0.44798771199999987
2017-11-21,1,4,-0.1980053504000001
2017-11-22,1,2,-0.11642880000000008
2017-11-23,2,0,-0.08412672000000003
2017-11-24,3,2,-0.06545971199999996
2017-11-25,0,0,-0.05332695039999999
2017-11-26,0,0,-0.03385344000000002
2017-11-27,0,4,-0.02877542399999988
2017-11-28,2,0,-0.02493870079999993
2017-11-29,0,4,0.0
2017-11-30,1,4,0.0
2017-12-01,0,2,0.0
2017-12-02,0,0,0.0
2017-12-03,0,2,0.0
2017-12-04,0,0,0.0
2017-12-05,1,5,0.0
2017-12-06,1,0,1.0
2017-12-07,0,1,-0.19999999999999996
2017-12-08,1,4,-0.08000000000000007
2017-12-09,0,0,-0.048000000000000036
2017-12-10,0,2,-0.03360000000000001
2017-12-11,0,0,-0.025536000000000014
2017-12-12,1,0,-0.02042880000000001
2017-12-13,1,2,-0.01692672000000001
2017-12-14,1,4,-0.01438771199999994
2017-12-15,0,4,-0.012469350399999964
2017-12-16,0,0,0.0
2017-12-17,0,5,0.0
2017-12-18,0,0,0.0
2017-12-19,1,0,1.0
2017-12-20,2,0,-0.19999999999999996
2017-12-21,0,1,-0.08000000000000007
2017-12-22,0,6,-0.048000000000000036
2017-12-23,0,1,-0.03360000000000001
2017-12-24,0,0,-0.025536000000000014
2017-12-25,0,0,-0.02042880000000001
2017-12-26,0,0,-0.01692672000000001
2017-12-27,0,1,-0.01438771199999994
2017-12-28,0,3,-0.012469350399999964
2017-12-29,0,7,6.0
2017-12-30,0,12,-1.1999999999999997
2017-12-31,0,4,-0.4800000000000004
2018-01-01,0,4,-0.2880000000000002
2018-01-02,0,0,0.7984
2018-01-03,0,5,-0.35321600000000003
2018-01-04,0,5,-0.20257280000000014
2018-01-05,0,3,-0.1495603200000001
2018-01-06,0,1,-0.11992627199999964
2018-01-07,0,4,-0.1003521023999998
2018-01-08,1,6,-0.02042880000000001
2018-01-09,1,3,-0.01692672000000001
2018-01-10,0,4,-0.01438771199999994
2018-01-11,0,3,-0.012469350399999964
2018-01-12,1,1,0.0
2018-01-13,0,7,0.0
2018-01-14,0,0,1.0
2018-01-15,0,1,-0.19999999999999996
2018-01-16,0,3,-0.08000000000000007
2018-01-17,0,0,-0.048000000000000036
2018-01-18,0,1,2.9664
2018-01-19,0,0,-0.6255359999999999
2018-01-20,0,1,0.7395711999999998
2018-01-21,0,0,-0.36092672000000003
2018-01-22,1,0,-0.19518771200000004
2018-01-23,0,0,-0.13707735040000005
2018-01-24,0,0,-0.09488640000000004
2018-01-25,2,0,-0.07631616000000005
2018-01-26,0,0,-0.06359193599999982
2018-01-27,0,0,-0.054334771199999896
2018-01-28,0,0,-0.01438771199999994
2018-01-29,0,0,1.9875306496
2018-01-30,0,1,2.6
2018-01-31,1,3,-0.76
2018-02-01,0,0,-0.3360000000000003
2018-02-02,0,0,-0.2112000000000001
2018-02-03,0,5,-0.15187200000000006
2018-02-04,0,1,-0.11746560000000006
2018-02-05,0,1,-0.09513984000000006
2018-02-06,0,0,0.920444416
2018-02-07,0,0,-0.2681018367999997
2018-02-08,1,1,-0.11740805119999996
2018-02-09,0,0,3.952
2018-02-10,0,0,4.1664
2018-02-11,0,0,-1.345536
2018-02-12,0,5,-0.6124288000000004
2018-02-13,0,0,-0.39132672000000024
2018-02-14,2,0,0.715468288
2018-02-15,0,5,0.5781354496
2018-02-16,0,6,1.55014912
2018-02-17,0,0,-0.6701844479999999
2018-02-18,0,4,-0.3634159615999998
2018-02-19,0,0,3.782517248
2018-02-20,0,1,2.0868352000000003
2018-02-21,1,3,-0.008427520000000133
2018-02-22,1,0,-0.7041720320000002
2018-02-23,1,4,-0.41911050240000014
2018-02-24,0,6,-0.29218877439999996
2018-02-25,0,1,-0.21686190080000003
2018-02-26,0,10,-0.15452928000000007
2018-02-27,0,3,-0.1287598079999998
2018-02-28,0,8,1.8900327424000003
2018-03-01,0,10,-0.45179576319999976
2018-03-02,0,3,0.8275306495999999
2018-03-03,0,0,-0.29600000000000004
2018-03-04,0,11,-0.1472000000000001
2018-03-05,0,8,-0.09907200000000006
2018-03-06,2,5,1.9255423999999999
2018-03-07,3,2,1.5406105600000002
2018-03-08,0,0,-0.609204224
2018-03-09,0,0,-0.29786542080000017
2018-03-10,0,0,-0.17758771200000004
2018-03-11,0,8,-0.1307413504
2018-03-12,1,9,-0.09192960000000006
2018-03-13,2,4,-0.07471104000000003
2018-03-14,1,5,4.937371136
2018-03-15,0,0,-1.0537141247999995
2018-03-16,1,10,-0.4249387008000003
2018-03-17,0,11,-0.24000000000000019
2018-03-18,0,5,-0.16800000000000007
2018-03-19,0,2,-0.12768000000000007
2018-03-20,0,0,6.897856
2018-03-21,1,4,-0.4846335999999998
2018-03-22,1,0,-0.8319385600000001
2018-03-23,1,6,0.5216532479999998
2018-03-24,0,0,-0.4832000000000001
2018-03-25,0,0,-0.29235200000000017
2018-03-26,0,0,4.7834623999999994
2018-03-27,1,8,0.82748416
2018-03-28,0,11,8.056823296000001
2018-03-29,0,0,-2.3221019648
2018-03-30,0,10,-1.0133960704000007
2018-03-31,0,13,-0.6412677120000003
2018-04-01,0,3,-0.46808535040000016
2018-04-02,0,11,0.6446847999999998
2018-04-03,0,0,-0.4896511999999998
2018-04-04,1,2,-0.32346265599999985
2018-04-05,0,6,-0.20242810879999942
2018-04-06,0,8,2.8541758464000004
2018-04-07,0,2,-0.6255359999999999
2018-04-08,0,1,-0.26042880000000024
2018-04-09,0,13,-0.1609267200000001
2018-04-10,0,10,-0.11518771199999997
2018-04-11,0,5,-0.0890773504
2018-04-12,0,10,0.9387135999999999
2018-04-13,0,1,0.7492198400000001
2018-04-14,0,7,-0.32316313599999985
2018-04-15,0,7,-0.1654080512
2018-04-16,0,0,-0.08160000000000005
2018-04-17,0,0,3.940864
2018-04-18,0,3,-0.8459647999999999
2018-04-19,0,2,-0.3573555200000003
2018-04-20,0,8,0.7766855679999999
2018-04-21,0,3,-0.3612570623999999
2018-04-22,0,5,0.8053866496
2018-04-23,0,4,0.6702847999999999
2018-04-24,1,8,-0.38130688000000007
2018-04-25,0,3,-0.21108684799999988
2018-04-26,1,3,-0.15190620159999993
2018-04-27,0,15,-0.07606272000000003
2018-04-28,0,6,-0.06035251199999997
2018-04-29,0,5,-0.049824870399999985
2018-04-30,0,5,-0.03131443199999995
2018-05-01,0,6,-0.026857062399999902
2018-05-02,0,8,0.9875306496
2018-05-03,0,2,-0.19999999999999996
2018-05-04,0,3,-0.08000000000000007
2018-05-05,0,2,-0.048000000000000036
2018-05-06,0,5,-0.03360000000000001
2018-05-07,0,4,-0.025536000000000014
2018-05-08,0,7,0.9795712
2018-05-09,0,1,0.78307328
2018-05-10,0,4,-0.29438771199999997
2018-05-11,0,1,-0.14046935040000008
2018-05-12,0,1,0.9184
2018-05-13,0,0,-0.259136
2018-05-14,0,4,-0.1259648000000001
2018-05-15,0,4,-0.08535552000000005
2018-05-16,0,6,1.935085568
2018-05-17,0,6,-0.4523930623999998
2018-05-18,0,5,-0.19289815040000013
2018-05-19,0,0,-0.11292672000000008
2018-05-20,0,9,-0.08158771199999997
2018-05-21,0,0,0.9364586496
2018-05-22,0,1,0.7591424
2018-05-23,0,0,-0.31385344000000004
2018-05-24,0,0,-0.156775424
2018-05-25,0,2,1.8934612992
2018-05-26,0,0,-0.45913599999999993
2018-05-27,0,2,-0.20596480000000017
2018-05-28,0,3,0.8666444799999999
2018-05-29,0,1,0.7014855680000001
2018-05-30,15,3,-0.35792906239999994
2018-05-31,0,4,-0.1813269504000001
2018-06-01,0,8,1.88454656
2018-06-02,0,0,-0.4879114239999998
2018-06-03,0,6,0.7690964991999999
2018-06-04,0,4,4.66664448
2018-06-05,1,0,-1.1785144319999998
2018-06-06,0,0,1.4740709375999996
2018-06-07,0,0,1.2730730495999998
2018-06-08,0,0,3.21261056
2018-06-09,0,0,-1.232884224
2018-06-10,0,1,-0.6272094208000004
2018-06-11,0,0,-0.4092933120000002
2018-06-12,0,2,5.6892624896
2018-06-13,0,0,4.5607982080000005
2018-06-14,0,3,-1.8243440640000002
2018-06-15,0,0,5.110578995199999
2018-06-16,0,0,-1.7720895487999997
2018-06-17,0,0,-0.8846934016000004
2018-06-18,0,0,0.4362111999999996
2018-06-19,0,0,2.37426688
2018-06-20,0,0,1.9788974080000004
2018-06-21,0,2,-1.1717151743999996
2018-06-22,0,1,3.4060235776
2018-06-23,0,1,0.8433377280000003
2018-06-24,0,3,-0.9926529024
2018-06-25,0,0,8.49317888
2018-06-26,0,4,5.843145728
2018-06-27,0,0,3.4042433536
2018-06-28,0,2,1.5146416127999993
2018-06-29,0,0,2.8876274687999994
2018-06-30,0,0,3.8019717119999994
2018-07-01,0,0,0.5395999743999997
2018-07-02,0,0,0.051674419199999155
2018-07-03,0,0,2.414380032
2018-07-04,0,5,-1.8438813695999996
2018-07-05,0,2,-1.0259479552
2018-07-06,0,4,3.3246186496
2018-07-07,0,0,-1.2701346815999996
2018-07-08,0,1,-0.6624547839999999
2018-07-09,0,1,-0.4255478783999998
2018-07-10,0,3,-0.2682903551999999
2018-07-11,0,0,4.8153664512
2018-07-12,0,0,0.8684073984000003
2018-07-13,0,0,1.1322931199999997
2018-07-14,0,0,-0.857550848
2018-07-15,0,0,-0.47387740160000014
2018-07-16,0,4,1.7091199999999998
2018-07-17,0,1,3.379584
2018-07-18,2,1,3.8634367999999997
2018-07-19,0,6,0.43735040000000014
2018-07-20,0,10,16.815824384
2018-07-21,0,4,-4.2391861248
2018-07-22,0,11,-0.8719403008000013
2018-07-23,0,6,1.6255513599999991
2018-07-24,0,2,9.465501696
2018-07-25,0,3,-1.1556287487999994
2018-07-26,2,2,4.0190121984
2018-07-27,3,0,0.5898608639999998
2018-07-28,0,0,-1.9265543167999994
2018-07-29,0,0,1.8212425728000001
2018-07-30,0,1,2.713443328
2018-07-31,0,0,0.4232999935999999
2018-08-01,0,0,-1.2927071231999996
2018-08-02,0,3,0.21841500160000005
2018-08-03,0,0,0.3309468672000002
2018-08-04,0,0,-0.6286096383999997
2018-08-05,0,0,-0.3489754112000001
2018-08-06,0,3,1.766672384
2018-08-07,0,0,0.41205166080000044
2018-08-08,0,0,1.5153823744000001
2018-08-09,0,1,4.3617057792
2018-08-10,0,0,1.693485568
2018-08-11,0,4,-1.2075290624000004
2018-08-12,0,7,0.3739370495999996
2018-08-13,0,3,-0.6173542400000002
2018-08-14,0,14,-0.3950397440000001
2018-08-15,0,7,3.7000681472
2018-08-16,0,0,-1.0207647743999997
2018-08-17,0,0,1.5068065792
2018-08-18,0,1,-0.7179386879999997
2018-08-19,0,0,-0.34873477120000007
2018-08-20,0,0,1.787468288
2018-08-21,0,6,-0.5613845503999999
2018-08-22,1,3,-0.2787788800000002
2018-08-23,0,0,-0.19440844799999984
2018-08-24,1,4,1.8490691584
2018-08-25,0,4,0.5201525760000002
2018-08-26,0,0,-0.4257963008000001
2018-08-27,0,3,-0.20985344000000017
2018-08-28,1,0,1.856024576
2018-08-29,0,3,0.4903892992000001
2018-08-30,0,1,-0.42639360000000015
2018-08-31,0,5,0.7697177599999998
2018-09-01,0,5,0.6390978560000001
2018-09-02,0,1,-0.40399841279999993
2018-09-03,1,9,1.7931370495999999
2018-09-04,0,3,-0.53588224
2018-09-05,0,2,-0.26483814400000005
2018-09-06,1,2,1.8187087872
2018-09-07,2,7,0.4829751296000001
2018-09-08,0,0,1.5576135679999998
2018-09-09,0,8,2.3562853376
2018-09-10,1,0,0.07847720959999993
2018-09-11,2,6,3.350552576
2018-09-12,0,0,-0.18253230079999994
2018-09-13,69,0,1.2258457599999997
2018-09-14,2,1,1.1312322559999999
2018-09-15,0,1,-0.9024022528000001
2018-09-16,0,0,-0.5041977344000002
2018-09-17,0,0,2.6445202432
2018-09-18,1,5,-0.8582034431999999
2018-09-19,0,1,-0.41887651839999995
2018-09-20,3,2,-0.28297615359999995
2018-09-21,1,4,0.8241017856000001
2018-09-22,0,0,0.6696778752000002
2018-09-23,0,2,1.6337748992
2018-09-24,1,0,1.42121984
2018-09-25,4,0,-0.6847631359999999
2018-09-26,7,4,6.6474559488
2018-09-27,0,0,9.3908352
2018-09-28,1,0,0.08437247999999986
2018-09-29,0,3,-1.9392440320000008
2018-09-30,0,0,-0.10476810240000045
2018-10-01,0,1,6.0325497856
2018-10-02,1,1,0.9415882752
2018-10-03,0,0,0.3472494591999995
2018-10-04,3,1,-0.357794304
2018-10-05,7,0,1.9389335552000007
2018-10-06,0,0,-1.2563067903999996
2018-10-07,0,0,-0.6291443712000003
2018-10-08,1,0,2.577166848
2018-10-09,0,0,5.0688429056
2018-10-10,1,0,-1.7013388287999995
2018-10-11,0,0,2.2316034047999995
2018-10-12,1,0,-1.0789065728
2018-10-13,0,0,-0.5738404864000001
2018-10-14,0,0,2.6040895487999998
2018-10-15,0,1,-0.87415296
2018-10-16,0,0,4.538668544
2018-10-17,1,2,5.670979276800001
2018-10-18,0,3,15.9736037376
2018-10-19,0,3,-4.519771135999999
2018-10-20,0,0,0.9573055487999982
2018-10-21,0,0,-1.8776601600000007
2018-10-22,1,1,-0.16885913600000046
2018-10-23,0,3,-1.0686912512000002
2018-10-24,2,9,1.261056
2018-10-25,2,1,2.007650304
2018-10-26,0,0,1.7988493312000013
2018-10-27,0,0,-1.2367644671999996
2018-10-28,0,4,-0.5147919360000002
2018-10-29,0,3,0.6497932287999999
2018-10-30,0,0,3.5673466879999998
2018-10-31,0,1,1.9357828096
2018-11-01,0,0,3.891158016
2018-11-02,2,4,0.4155180032000001
2018-11-03,0,5,-1.1845071872000001
2018-11-04,0,6,0.3392191487999997
2018-11-05,0,3,-0.6392499200000001
2018-11-06,0,7,1.5817390079999998
2018-11-07,2,0,1.2779836416
2018-11-08,0,9,1.1878682624000003
2018-11-09,0,0,4.1752639488000005
2018-11-10,0,0,-0.4347509759999997
2018-11-11,0,0,-0.8561374208000003
2018-11-12,1,0,0.5064826879999997
2018-11-13,1,0,1.4457476096
2018-11-14,0,1,0.255233536
2018-11-15,0,0,1.3767524352
2018-11-16,0,2,-0.7683765248
2018-11-17,0,2,-0.4145399807999998
2018-11-18,0,5,-0.2778352639999999
2018-11-19,0,1,3.8370103296
2018-11-20,1,0,4.080258048
2018-11-21,1,0,-1.4190290944
2018-11-22,1,0,1.3348201471999996
2018-11-23,1,0,-0.8156447743999999
2018-11-24,0,5,-0.4550827008000002
2018-11-25,0,5,-0.3053952000000002
2018-11-26,0,3,0.7629491199999998
2018-11-27,2,0,-0.3932564479999998
2018-11-28,1,0,-0.24267356159999964
2018-11-29,3,0,3.855799808
2018-11-30,1,0,-0.8623754239999997
2018-12-01,0,3,-0.3704747008000002
2018-12-02,0,0,-0.21242880000000014
2018-12-03,1,2,-0.15132672000000005
2018-12-04,2,4,73.883468288
2018-12-05,0,4,-11.894184550399997
2018-12-06,0,12,-2.587706880000005
2018-12-07,0,3,-2.6495508480000023
2018-12-08,0,5,-2.4002774016000012
2018-12-09,0,0,-2.5424640000000007
2018-12-10,0,0,1.101260799999999
2018-12-11,0,0,-0.1312076800000006
2018-12-12,0,0,12.078141952000005
2018-12-13,0,3,7.796004454400003
2018-12-14,0,11,0.13395886079999997
2018-12-15,0,4,-2.671387545600001
2018-12-16,0,8,-1.5180848128000006
2018-12-17,0,4,0.9431888895999996
2018-12-18,0,9,0.796148224
2018-12-19,0,8,0.7895528447999998
2018-12-20,0,7,-0.16720250879999932
2018-12-21,0,12,-0.938130329599999
2018-12-22,0,12,-0.5014550527999995
2018-12-23,0,11,4.7429929984
