,ant-design/ant-design,mui/material-ui,twbs/bootstrap
2015-05-07,5,3.0,2
2015-05-08,5,0.6999999999999997,4
2015-05-09,9,6.765,2
2015-05-10,0,13.1695,2
2015-05-11,4,21.1945125,3
2015-05-12,7,16.801487249999997,5
2015-05-13,0,4.365759712499997,11
2015-05-14,0,0.19596464874999953,21
2015-05-15,3,6.937195277203127,5
2015-05-16,16,-2.3436241693734345,6
2015-05-17,0,-0.5115500786453095,2
2015-05-18,5,4.74143488627969,2
2015-05-19,0,1.4558620901375021,0
2015-05-20,0,-0.2563262261390611,0
2015-05-21,2,0.17707474390625078,1
2015-05-22,2,1.4336692244156257,2
2015-05-23,0,1.443338612751563,7
2015-05-24,0,16.446831805926564,1
2015-05-25,13,-1.9993957780156262,0
2015-05-26,11,1.0083064181203123,3
2015-05-27,23,0.13858773698749993,1
2015-05-28,6,2.354321408126564,7
2015-05-29,15,1.2575366669484382,18
2015-05-30,0,0.3216979164328132,5
2015-05-31,0,1.4470768326468755,1
2015-06-01,5,1.4141126986625006,11
2015-06-02,17,12.413694851889064,2
2015-06-03,13,15.430387640218749,2
2015-06-04,33,1.5145871181624986,0
2015-06-05,18,10.318488303417187,2
2015-06-06,0,2.7529030951109372,0
2015-06-07,4,7.210342314412501,0
2015-06-08,22,5.955536216432813,2
2015-06-09,57,12.936176405146876,9
2015-06-10,39,16.204359839475,2
2015-06-11,15,7.456288410767187,3
2015-06-12,18,12.927161087326564,0
2015-06-13,0,4.602286739918751,3
2015-06-14,23,5.178394088240626,0
2015-06-15,62,12.436205412679689,1
2015-06-16,14,7.835495891801564,6
2015-06-17,41,13.007554118228127,1
2015-06-18,8,10.542862405914065,11
2015-06-19,21,1.5800036186453137,11
2015-06-20,0,14.505435193854689,1
2015-06-21,0,3.6710078478000012,1
2015-06-22,0,7.390432094337502,6
2015-06-23,2,6.328214625728126,16
2015-06-24,8,24.425652203789063,0
2015-06-25,22,23.724775553854688,1
2015-06-26,13,10.86149703345625,0
2015-06-27,0,3.577217575668749,2
2015-06-28,0,7.565130167304689,0
2015-06-29,1,3.6311439907796905,0
2015-06-30,3,1.1854382983421905,0
2015-07-01,13,2.7101625087500034,7
2015-07-02,16,28.90912868075469,1
2015-07-03,15,-1.5383987729078124,4
2015-07-04,2,4.345240163243751,7
2015-07-05,7,6.68862760905,0
2015-07-06,30,11.675632562790629,0
2015-07-07,30,23.16434283349531,2
2015-07-08,41,11.759956161435937,1
2015-07-09,35,34.067392653528124,1
2015-07-10,14,-0.15935289241406458,0
2015-07-11,12,2.9859571460890644,1
2015-07-12,11,9.821078310032814,1
2015-07-13,23,21.528526142607816,3
2015-07-14,33,4.270514142457815,0
2015-07-15,59,1.3191463110906265,0
2015-07-16,45,16.129074543315628,0
2015-07-17,40,9.235745949831252,1
2015-07-18,0,-1.5117095607093733,8
2015-07-19,0,-1.1655029200749984,0
2015-07-20,65,9.387348194295315,0
2015-07-21,45,8.70912301289219,0
2015-07-22,21,14.524024400710939,0
2015-07-23,11,2.933286370848437,0
2015-07-24,13,-1.316238536226562,1
2015-07-25,1,-1.578387422385936,7
2015-07-26,1,-1.028744292748435,3
2015-07-27,14,8.280361435662503,3
2015-07-28,19,4.523201833042188,4
2015-07-29,36,9.513679517682814,3
2015-07-30,39,9.038727110839062,0
2015-07-31,21,7.836753432545312,4
2015-08-01,3,-0.13748717823125034,2
2015-08-02,0,1.5856550349640632,0
2015-08-03,38,16.74161290875,0
2015-08-04,28,5.326631617859375,0
2015-08-05,14,3.7021951528328128,31
2015-08-06,21,11.0234836578625,9
2015-08-07,16,2.4468249414328134,0
2015-08-08,3,0.038854561948438615,8
2015-08-09,5,0.5782685348593763,1
2015-08-10,15,3.851701723381252,44
2015-08-11,8,0.675021913110939,13
2015-08-12,19,3.9306970602281264,0
