,docker-archive/classicswarm,kubernetes/kubernetes,hashicorp/nomad
2015-09-14,0.786845676214063,44,44
2015-09-15,0.7390830069843755,66,42
2015-09-16,1.7224638951828126,73,10
2015-09-17,2.62139224213125,93,7
2015-09-18,6.484748610845313,64,5
2015-09-19,1.026887566360937,32,17
2015-09-20,-0.6879014675718752,6,33
2015-09-21,-0.4079767087499998,64,31
2015-09-22,1.7030262157343758,69,83
2015-09-23,4.566217154448438,68,89
2015-09-24,2.2248158451828126,64,53
2015-09-25,2.26851745713125,85,53
2015-09-26,-0.7331871412171875,33,33
2015-09-27,-0.433974593782812,2,23
2015-09-28,-0.2711929800718744,35,48
2015-09-29,6.801664795000001,52,26
2015-09-30,4.13755860521875,98,7
2015-10-01,2.0475936035999998,72,11
2015-10-02,4.171519709523437,94,21
2015-10-03,-0.9760389966546875,17,16
2015-10-04,-0.5518263076078119,6,5
2015-10-05,1.6227946625000007,88,10
2015-10-06,1.5048713137500007,66,31
2015-10-07,4.467483540140625,79,15
2015-10-08,6.147275315920313,81,21
2015-10-09,20.850507317023435,91,14
2015-10-10,-0.8040966226859396,47,21
2015-10-11,-0.5933642876796879,3,34
2015-10-12,2.9092673325000002,95,23
2015-10-13,6.823473668968752,74,11
2015-10-14,7.412069600146876,61,3
2015-10-15,4.1412445811000005,77,9
2015-10-16,1.288875453710938,75,22
2015-10-17,1.6390887409046884,25,9
2015-10-18,1.8114503719281263,12,0
2015-10-19,9.034437346912501,60,9
2015-10-20,0.36693221290156286,56,5
2015-10-21,4.8652049944812505,72,4
2015-10-22,5.655308397571876,52,14
2015-10-23,5.512258072832813,53,15
2015-10-24,-1.5403576805124999,34,2
2015-10-25,-0.8895112104046867,10,9
2015-10-26,1.3679995158453138,44,22
2015-10-27,0.32050609473593883,66,6
2015-10-28,8.435361333609375,32,26
2015-10-29,-0.24599754441562527,66,40
2015-10-30,5.230147819925,56,11
2015-10-31,-0.0801661588609377,10,4
2015-11-01,0.3143047572484382,4,0
2015-11-02,1.4829373450000003,51,11
2015-11-03,7.437719815218751,69,12
2015-11-04,0.8247657031625,50,5
2015-11-05,1.1616413090734377,53,27
2015-11-06,-0.7403239258390623,49,30
2015-11-07,-0.43459793937968666,27,4
2015-11-08,-0.3246381494812492,4,0
2015-11-09,0.7809908419484382,32,7
2015-11-10,0.7251574264328129,48,10
2015-11-11,1.7131443733031253,51,16
2015-11-12,-0.38201483881875,130,5
2015-11-13,-0.1750968311031249,58,6
2015-11-14,0.8894230449281251,11,0
2015-11-15,0.8293962375000001,4,0
2015-11-16,-0.20148920874999995,42,34
2015-11-17,-0.12048603426562493,58,53
2015-11-18,3.9106829419484375,56,118
2015-11-19,1.5356852714328122,63,34
2015-11-20,-0.4260764675718752,49,19
2015-11-21,0.7717442912499999,25,10
2015-11-22,1.7396879907343752,8,4
2015-11-23,4.6312408344484375,68,7
2015-11-24,1.2882195974640622,57,28
2015-11-25,9.42663869,96,38
2015-11-26,3.6495976054374992,36,19
2015-11-27,-1.2084400486750002,24,9
2015-11-28,0.31387582367812517,7,3
2015-11-29,0.421075731984376,4,1
2015-11-30,3.4811920151828137,38,10
2015-12-01,1.2274694623500004,69,14
2015-12-02,5.332959586289063,55,9
2015-12-03,10.991271433521876,84,12
2015-12-04,7.229241147062499,41,4
2015-12-05,1.2169580285703119,31,4
2015-12-06,2.723481440734375,11,0
2015-12-07,5.775183524448439,47,1
2015-12-08,10.507304927901563,42,5
2015-12-09,6.886723386325,67,19
2015-12-10,-1.0962903006656246,76,13
2015-12-11,7.639353324846876,56,38
2015-12-12,1.164902563678126,13,4
2015-12-13,-0.3536669843703111,8,0
2015-12-14,10.043716916579688,65,13
2015-12-15,4.215264681246875,66,15
2015-12-16,8.382844747310939,71,10
2015-12-17,2.0310343936781248,71,11
2015-12-18,3.511108460410938,70,26
2015-12-19,-1.4072160209265618,30,2
2015-12-20,-0.902495945620311,17,6
2015-12-21,-0.622085104373436,31,12
2015-12-22,3.520387901792189,58,18
2015-12-23,-0.7939660184890618,31,1
2015-12-24,-0.4362610928718744,8,36
2015-12-25,-0.29173025867187463,1,1
2015-12-26,-0.1640869752218745,2,0
2015-12-27,-0.10646126267968718,2,0
2015-12-28,-0.05264804999999984,29,5
2015-12-29,2.955625215,30,2
2015-12-30,0.6617267479374999,29,0
2015-12-31,-0.2685954101437501,6,0
2016-01-01,-0.1305000000000001,5,0
2016-01-02,-0.09048749999999979,9,0
2016-01-03,-0.06901274999999976,9,0
2016-01-04,4.9443972125,24,7
2016-01-05,13.45355689875,48,10
2016-01-06,4.335201364703124,39,7
2016-01-07,6.592735129376561,42,12
2016-01-08,3.419288647464062,41,9
2016-01-09,-1.4008587499999996,7,0
2016-01-10,-0.868419562499999,7,2
2016-01-11,5.355762843750002,31,4
2016-01-12,11.885628112421877,64,10
2016-01-13,7.001607327601563,49,12
2016-01-14,10.014446553903124,71,30
2016-01-15,-0.2818831005906257,45,9
2016-01-16,2.5231546146343757,24,0
2016-01-17,2.6515534123203137,14,3
2016-01-18,0.7323309100000015,19,0
2016-01-19,1.9511879581562512,15,11
2016-01-20,0.9485478993312513,49,3
2016-01-21,4.1061347198921885,102,22
2016-01-22,0.9534631284890631,84,11
2016-01-23,3.2068333085375005,17,0
2016-01-24,0.15205498286562513,16,2
2016-01-25,1.3939119077937505,47,2
2016-01-26,3.406754100075,65,14
2016-01-27,7.233116400881251,53,37
2016-01-28,11.751744810110937,65,12
2016-01-29,11.02908353735,75,19
2016-01-30,-0.3465511862109385,67,1
2016-01-31,0.5222443216156252,25,6
2016-02-01,13.823954334340627,69,14
2016-02-02,7.697663386432813,74,17
2016-02-03,15.702230560365624,80,14
2016-02-04,12.82347537198125,65,22
2016-02-05,0.6007080342593749,79,61
2016-02-06,0.6365391803296885,50,12
2016-02-07,-1.8170317889984353,42,12
2016-02-08,2.7963386001468784,69,15
2016-02-09,9.665806412193753,83,23
2016-02-10,9.961600849304688,71,19
2016-02-11,9.656284400359375,82,27
2016-02-12,7.475716823603125,70,22
2016-02-13,-1.3796904813874997,38,9
2016-02-14,-1.432182649190624,32,1
2016-02-15,-0.9857044801078106,57,3
2016-02-16,1.2532259391875025,74,9
2016-02-17,9.188254641684377,65,19
2016-02-18,3.421931635917188,58,5
2016-02-19,2.65329503838125,102,12
2016-02-20,1.8411119431624998,37,29
2016-02-21,-0.9549153383749994,18,25
2016-02-22,0.45179712246406334,76,32
2016-02-23,6.497458732500001,101,28
2016-02-24,7.932661848968751,98,4
2016-02-25,4.487552383521875,96,19
2016-02-26,5.5591465870625,96,1
2016-02-27,2.4991971465078127,52,6
2016-02-28,-1.2602421116906244,25,0
2016-02-29,2.2230499086421887,51,8
2016-03-01,6.138979700734376,88,4
2016-03-02,9.715340365104687,96,35
2016-03-03,5.131429950107812,87,11
2016-03-04,1.2802090253328122,104,9
2016-03-05,-1.2832338413249995,70,4
2016-03-06,-0.8111560073140611,26,0
2016-03-07,3.4335676636062518,59,9
2016-03-08,1.174052299703126,37,6
2016-03-09,1.265310255032813,35,3
2016-03-10,1.314814677826563,51,24
2016-03-11,4.377703342245313,68,6
2016-03-12,2.1597110932015626,25,2
2016-03-13,7.2665968923921875,6,0
2016-03-14,2.7782426899999995,35,7
2016-03-15,11.9321693304375,65,19
2016-03-16,6.048185296324999,55,28
2016-03-17,10.163417963896874,67,12
2016-03-18,4.727027150146874,37,15
2016-03-19,1.9957040411000007,24,18
2016-03-20,-1.6439145717265615,10,3
2016-03-21,-0.07360800923281041,35,16
2016-03-22,6.092983276400002,62,23
2016-03-23,0.6548555506531262,42,27
2016-03-24,8.981042970407813,28,41
2016-03-25,9.377522999775,40,37
2016-03-26,0.020106543459374793,14,13
2016-03-27,-1.2443694823140623,4,0
2016-03-28,6.220818306106251,18,21
2016-03-29,9.740996788234376,30,12
2016-03-30,6.137206188854687,34,15
2016-03-31,2.1396188062171873,33,8
2016-04-01,1.5210269810218753,38,7
2016-04-02,-1.2595321110312487,22,13
2016-04-03,-0.7952423414265609,12,1
2016-04-04,1.4636802836781264,24,2
2016-04-05,3.379240550140626,25,5
2016-04-06,6.156208719076563,17,6
2016-04-07,7.810205295479687,24,11
2016-04-08,5.4909298389,43,11
2016-04-09,-1.4816838491906255,11,4
2016-04-10,-0.8321250826078119,2,4
2016-04-11,-0.5731151924999989,28,5
2016-04-12,1.5546662514687515,37,18
2016-04-13,10.435997806615626,45,16
2016-04-14,21.517449044996873,68,19
2016-04-15,7.92543734135781,62,10
2016-04-16,-1.632392863932814,25,1
2016-04-17,-1.5688129677515623,25,0
2016-04-18,-1.037345774999998,28,2
2016-04-19,1.2065577200000024,52,14
2016-04-20,-0.8418403222812482,57,5
2016-04-21,0.3718969505062515,64,2
2016-04-22,6.395348751495313,35,14
2016-04-23,4.904156252251562,14,2
2016-04-24,1.9223108090890622,9,0
2016-04-25,4.175114622464062,32,2
2016-04-26,4.0110583575,50,3
2016-04-27,3.92040911146875,45,0
2016-04-28,3.853786511178125,82,0
2016-04-29,1.8146409882343753,44,0
2016-04-30,2.967178491354688,6,0
2016-05-01,0.9233107529046882,5,2
2016-05-02,2.150227151987501,41,2
2016-05-03,7.159112083564063,36,10
2016-05-04,-0.33411462150781235,54,2
2016-05-05,4.163917653492188,60,13
2016-05-06,5.957014033492188,86,2
2016-05-07,-1.3085482617265622,23,16
2016-05-08,0.267760260329688,19,6
2016-05-09,-0.6102384749249993,83,20
2016-05-10,3.5823645233812513,71,6
2016-05-11,1.280035929517188,68,28
2016-05-12,0.3749757979468754,65,4
2016-05-13,2.545986958635938,59,4
2016-05-14,0.39321553371093776,26,5
2016-05-15,-0.4391776640015621,22,1
2016-05-16,-0.24561236301562472,61,8
2016-05-17,0.814298087464063,84,13
2016-05-18,-0.24263540706249964,67,4
2016-05-19,-0.16442851992499968,65,6
2016-05-20,-0.10130911933749982,88,2
2016-05-21,0.9311400121671877,47,1
2016-05-22,0.8491183793765625,37,3
2016-05-23,0.8334391349640624,63,3
2016-05-24,2.8154063037499997,60,4
2016-05-25,1.5962691869843748,53,24
2016-05-26,5.591321897464063,76,0
2016-05-27,0.1745587374999995,87,11
2016-05-28,-0.52935995875,41,7
2016-05-29,1.6605007282343753,28,72
2016-05-30,-0.45325539930156195,42,1
2016-05-31,8.715064720698438,50,12
2016-06-01,-1.111380009082813,59,3
2016-06-02,2.4296176263609377,65,2
2016-06-03,2.325965220584375,65,12
2016-06-04,1.2927520467687506,36,2
2016-06-05,0.4038630049640627,7,8
2016-06-06,0.5249177614687504,43,10
2016-06-07,-0.4289787213218744,39,10
2016-06-08,1.7112238953593755,63,10
2016-06-09,0.5702472009265629,51,2
2016-06-10,-0.31508930279687475,78,186
2016-06-11,-0.2073676516546873,28,28
2016-06-12,-0.13841389238906218,11,27
2016-06-13,0.9096442856625002,68,11
2016-06-14,5.839592059448438,59,25
2016-06-15,0.31125174246406206,59,26
2016-06-16,-0.4287303222812502,51,40
2016-06-17,3.7369714819125,70,44
2016-06-18,0.42300939746406263,35,2
2016-06-19,-0.4105250124999998,23,0
2016-06-20,1.7348174787500001,61,8
2016-06-21,1.5995574969843753,76,20
2016-06-22,3.547968073120313,75,28
2016-06-23,3.32427377176875,49,7
2016-06-24,-0.7442606500359377,83,5
2016-06-25,-0.41692544831249984,38,2
2016-06-26,0.7016287518406255,21,0
2016-06-27,1.6959727299640632,47,5
2016-06-28,0.5965609314687503,71,24
2016-06-29,2.648542833896875,74,6
2016-06-30,1.477891757865625,48,4
2016-07-01,3.50718958779375,35,13
2016-07-02,-0.6751534226437501,30,0
2016-07-03,-0.3525219712499998,23,0
2016-07-04,-0.24859296801562464,23,0
2016-07-05,2.807001287682813,35,0
2016-07-06,-0.4504381318374998,48,5
2016-07-07,5.753060765917188,88,2
2016-07-08,2.225792031360937,67,5
2016-07-09,-0.6870584571343751,16,11
2016-07-10,-0.38794566014375,8,19
2016-07-11,2.7510389625000005,54,24
2016-07-12,4.5080309112500005,62,33
2016-07-13,1.2089727359531248,79,13
2016-07-14,2.3582552273921875,56,1
2016-07-15,-0.68517846684375,72,0
2016-07-16,-0.4227608042624994,17,0
2016-07-17,-0.27209134510781197,8,0
2016-07-18,0.8066878487500007,63,6
2016-07-19,1.7411523047031254,89,4
2016-07-20,7.620288447314063,90,18
2016-07-21,0.9870880225390619,73,15
2016-07-22,2.3168348558812495,68,11
2016-07-23,0.29936169239218724,33,5
2016-07-24,-0.5026955124999994,3,0
2016-07-25,-0.3381767212499994,38,39
2016-07-26,-0.25977280551562426,37,35
2016-07-27,-0.21162182356718684,42,10
2016-07-28,2.8288656108031254,47,20
2016-07-29,-0.4327705475687499,48,4
2016-07-30,-0.19159634036874995,23,1
2016-07-31,-0.12026487062343746,3,0
2016-08-01,-0.07038635253593725,37,2
2016-08-02,1.95164975,94,19
2016-08-03,1.7605139625,80,20
2016-08-04,0.6767189112499998,99,24
2016-08-05,0.7242950609531249,71,12
2016-08-06,0.7314784423921875,23,3
2016-08-07,-0.2470584999999999,8,2
2016-08-08,-0.15272002499999981,43,19
2016-08-09,-0.11379066749999975,62,24
2016-08-10,-0.0912652810312497,86,11
2016-08-11,-0.07630678985312478,79,18
2016-08-12,-0.05062172683749986,78,27
2016-08-13,-0.02906086180156242,34,5
2016-08-14,-0.017967165551562456,18,4
2016-08-15,0.9916011474640625,47,7
2016-08-16,-0.10000000000000009,61,25
2016-08-17,2.955,89,75
2016-08-18,5.6715,114,12
2016-08-19,-0.7556625000000006,115,25
2016-08-20,-0.37161675000000016,59,2
2016-08-21,-0.24614951249999986,49,1
2016-08-22,0.8165810537500007,98,9
2016-08-23,-0.24575485051562462,114,18
2016-08-24,3.834347983714063,79,9
2016-08-25,0.47623288345312487,100,16
2016-08-26,-0.3832689357015624,95,13
2016-08-27,-0.22550986521562494,20,7
2016-08-28,1.8756879875000003,12,1
2016-08-29,-0.2962231962499998,39,9
2016-08-30,-0.1683331130156248,81,11
2016-08-31,-0.12293565003593734,54,18
2016-09-01,-0.09069194831249972,76,14
2016-09-02,-0.07539722315937478,69,12
2016-09-03,-0.0347228775359374,21,0
2016-09-04,-0.022187392499999934,15,1
2016-09-05,-0.01913662603124995,34,7
2016-09-06,-0.016797705071874957,79,0
2016-09-07,0.0,79,1
2016-09-08,0.0,74,0
2016-09-09,0.0,76,1
2016-09-10,0.0,39,1
2016-09-11,0.0,31,2
2016-09-12,0.0,76,5
2016-09-13,0.0,76,4
2016-09-14,0.0,77,4
2016-09-15,0.0,68,6
2016-09-16,0.0,86,2
2016-09-17,0.0,25,1
2016-09-18,0.0,9,0
2016-09-19,0.0,37,2
2016-09-20,3.0,74,5
2016-09-21,1.6999999999999997,53,14
2016-09-22,-0.3350000000000003,75,3
2016-09-23,0.8244999999999999,69,3
2016-09-24,0.7810125000000001,57,6
2016-09-25,0.7653247500000002,11,0
2016-09-26,-0.24521953749999992,74,23
2016-09-27,-0.1537676137499998,94,7
2016-09-28,-0.11617158154687476,91,5
2016-09-29,0.9057255538609378,60,1
2016-09-30,-0.15717016382187493,67,4
2016-10-01,-0.07882402176562493,24,0
2016-10-02,-0.057560861801562446,8,0
2016-10-03,-0.03862966555156238,30,28
2016-10-04,-0.024515602535937424,69,0
2016-10-05,-0.01316201249999996,83,4
2016-10-06,-0.011093696249999967,45,10
2016-10-07,-0.009568313015624975,66,8
2016-10-08,-0.008398852535937478,33,4
2016-10-09,0.0,9,5
2016-10-10,0.0,63,8
2016-10-11,0.0,49,12
2016-10-12,1.0,82,5
2016-10-13,0.8999999999999999,90,15
2016-10-14,-0.14500000000000013,67,0
2016-10-15,-0.07350000000000005,50,2
2016-10-16,-0.04916249999999994,15,0
2016-10-17,0.9632207500000001,75,2
2016-10-18,0.8707212375,67,14
2016-10-19,1.8307442912499998,101,4
2016-10-20,2.705837990734375,68,4
2016-10-21,-0.45712966555156276,51,7
2016-10-22,-0.2371781025359375,34,1
2016-10-23,-0.1561037624999998,11,4
2016-10-24,0.8815232912500004,52,13
2016-10-25,-0.1953362842656248,81,36
2016-10-26,1.8753594044484376,84,21
2016-10-27,-0.2893165673171875,96,26
2016-10-28,-0.15616514411874988,67,22
2016-10-29,1.9016866923921876,38,7
2016-10-30,0.7455129875,27,1
2016-10-31,-0.23332719625,74,41
2016-11-01,0.862107661984375,74,51
2016-11-02,-0.20041124503593738,119,18
2016-11-03,-0.11703262603124981,95,4
2016-11-04,-0.08773848007187485,116,19
2016-11-05,-0.05601190499999982,35,5
2016-11-06,-0.04634707228124986,60,3
2016-11-07,0.9604719694125001,88,6
2016-11-08,-0.11949254878593754,78,33
2016-11-09,-0.05456831301562501,77,22
2016-11-10,-0.0368988525359375,66,23
2016-11-11,-0.020662499999999924,42,1
2016-11-12,-0.016116749999999947,16,1
2016-11-13,-0.01316201249999996,8,0
2016-11-14,-0.011093696249999967,49,4
2016-11-15,0.990431686984375,63,8
2016-11-16,-0.10839885253593756,45,15
2016-11-17,-0.04500000000000003,53,12
2016-11-18,0.9715,51,7
2016-11-19,0.8793375,18,0
2016-11-20,-0.1611167500000001,2,0
2016-11-21,2.9133379875,47,1
2016-11-22,0.6397438037499998,60,2
2016-11-23,-0.281347563015625,87,3
2016-11-24,-0.16817761503593748,22,2
2016-11-25,0.8852567912500002,8,0
2016-11-26,-0.1896747592656248,0,3
2016-11-27,-0.11856995305156232,1,0
2016-11-28,1.9166580462140625,57,16
2016-11-29,-0.260461135296875,64,10
2016-11-30,0.8591183793765625,68,4
2016-12-01,-0.17856086503593757,97,6
2016-12-02,0.9025813037500001,64,4
2016-12-03,-0.17030181301562497,64,1
2016-12-04,-0.10038537753593735,9,0
2016-12-05,-0.0668041424999999,89,5
2016-12-06,0.9470388614687502,90,8
2016-12-07,6.855991848678125,96,2
2016-12-08,0.2322696744843744,100,5
2016-12-09,-0.46299254878593776,103,3
2016-12-10,0.7252691869843749,34,7
2016-12-11,-0.297653102535937,12,0
2016-12-12,0.8083582375000005,77,11
2016-12-13,-0.24784453374999973,76,14
2016-12-14,-0.16604869926562466,76,9
2016-12-15,-0.13108748989531224,54,9
2016-12-16,-0.10218479326718721,68,10
2016-12-17,-0.035609298785937396,20,1
2016-12-18,-0.022730325515624934,8,1
2016-12-19,-0.019492548785937445,42,13
2016-12-20,0.990431686984375,61,19
2016-12-21,2.8916011474640624,63,3
2016-12-22,-0.3450000000000003,57,0
2016-12-23,-0.16350000000000012,27,1
2016-12-24,-0.10616249999999999,6,1
2016-12-25,-0.07810424999999972,2,2
2016-12-26,-0.061512262499999804,2,0
2016-12-27,0.9494202662500002,24,0
2016-12-28,2.8571505982343752,23,0
2016-12-29,1.6178962084171873,31,1
2016-12-30,-0.38869655760781274,16,0
2016-12-31,-0.19616250000000007,6,0
2017-01-01,-0.13510424999999976,1,0
2017-01-02,-0.10283726249999965,20,0
2017-01-03,-0.08281323374999974,58,7
2017-01-04,0.9308265732343752,68,3
2017-01-05,1.8407088159171876,48,13
2017-01-06,2.7106668163609373,57,19
2017-01-07,0.5647022949281246,13,1
2017-01-08,-0.3126625000000002,1,9
2017-01-09,0.8120582500000001,45,6
2017-01-10,0.7641169875000002,58,10
2017-01-11,8.74856952875,110,9
2017-01-12,-1.0608584930156255,50,6
2017-01-13,-0.5281410798171875,56,7
2017-01-14,0.6501244096312502,23,3
2017-01-15,-0.3500061331234367,8,0
2017-01-16,0.777294688714063,48,1
2017-01-17,1.7323798782343753,86,8
2017-01-18,5.616527068198438,93,9
2017-01-19,6.170869580323437,72,7
2017-01-20,5.863585814676561,90,16
2017-01-21,-1.2545354462500007,14,2
2017-01-22,-0.6934388255156247,7,7
2017-01-23,-0.4866545737859367,75,48
2017-01-24,-0.3681825305156238,71,20
2017-01-25,-0.2990489935671866,97,5
2017-01-26,0.7560024555843756,63,28
2017-01-27,0.7049728199250005,88,11
2017-01-28,-0.2707701588609373,21,13
2017-01-29,-0.1322919677515624,14,0
2017-01-30,0.9508375,42,10
2017-01-31,1.86322075,82,17
2017-02-01,-0.2742787625000001,82,19
2017-02-02,0.85724429125,114,39
2017-02-03,-0.198324509265625,55,10
2017-02-04,-0.12040891555156227,28,3
2017-02-05,-0.08229436503593736,6,5
2017-02-06,0.9419197787500002,69,3
2017-02-07,0.852127544484375,73,5
2017-02-08,0.8143025089328124,75,9
2017-02-09,0.798608598678125,43,7
2017-02-10,-0.20373081301562504,89,6
2017-02-11,0.8813218974640626,14,6
2017-02-12,-0.17844126249999995,5,1
2017-02-13,-0.10603495874999982,54,7
2017-02-14,-0.07844077176562488,92,12
2017-02-15,1.9371146256984377,119,8
2017-02-16,-0.24517761180156256,96,18
2017-02-17,1.8788708219484376,55,19
2017-02-18,-0.27649254878593765,27,0
2017-02-19,-0.14089331301562488,28,0
2017-02-20,0.9023676474640626,55,4
2017-02-21,0.8323509750000002,73,23
2017-02-22,0.8005791075,60,6
2017-02-23,0.7810393489687499,116,25
2017-02-24,1.7668524024281251,71,18
2017-02-25,-0.32941587603125005,45,5
2017-02-26,-0.18523896757187486,55,1
2017-02-27,-0.11803495874999984,107,16
2017-02-28,-0.0912657717656247,96,20
2017-03-01,-0.07445637430156227,128,20
2017-03-02,0.9446151131984377,86,9
2017-03-03,-0.14015455805156246,34,10
2017-03-04,-0.07253547856718746,38,8
2017-03-05,-0.04529770507187498,7,0
2017-03-06,-0.020662499999999924,56,6
2017-03-07,2.98388325,64,6
2017-03-08,0.6868379874999997,65,7
2017-03-09,-0.24609369625000016,66,17
2017-03-10,-0.14006831301562508,47,13
2017-03-11,-0.09888635253593728,17,8
2017-03-12,-0.06901274999999976,13,4
2017-03-13,-0.055602787499999834,34,15
2017-03-14,0.9535568987500002,55,20
2017-03-15,0.860201364703125,47,10
2017-03-16,2.8202351293765626,46,4
2017-03-17,2.618101147464062,58,3
2017-03-18,-0.4841625000000003,17,1
2017-03-19,-0.25727925,12,0
2017-03-20,-0.17676626249999974,34,6
2017-03-21,-0.13459345874999953,45,5
2017-03-22,-0.10849829676562467,41,4
2017-03-23,0.9092657081984378,25,0
2017-03-24,1.8296151196671877,66,8
2017-03-25,1.7010985033453125,41,0
2017-03-26,0.6563034423921873,40,2
2017-03-27,-0.26766250000000014,59,14
2017-03-28,-0.15944174999999988,54,35
2017-03-29,1.8847794875000004,49,7
2017-03-30,0.7096862787500001,37,1
2017-03-31,-0.26419648051562494,46,4
2017-04-01,-0.16488488356718742,9,3
2017-04-02,-0.11685302735312475,6,3
2017-04-03,0.9207379819125002,46,0
2017-04-04,-0.15083962753593744,49,16
2017-04-05,-0.08034940499999993,58,1
2017-04-06,-0.05873032228124994,58,8
2017-04-07,-0.04702851808749986,55,10
2017-04-08,-0.024515602535937424,31,5
2017-04-09,-0.01316201249999996,5,0
2017-04-10,-0.011093696249999967,59,11
2017-04-11,-0.009568313015624975,59,6
2017-04-12,-0.008398852535937478,49,7
2017-04-13,0.0,58,2
2017-04-14,0.0,62,9
2017-04-15,0.0,8,0
2017-04-16,0.0,5,10
2017-04-17,1.0,42,3
2017-04-18,-0.10000000000000009,71,5
2017-04-19,-0.04500000000000003,62,44
2017-04-20,-0.028500000000000022,57,7
2017-04-21,-0.020662499999999924,55,4
2017-04-22,-0.016116749999999947,15,0
2017-04-23,-0.01316201249999996,12,0
2017-04-24,2.98890630375,41,2
2017-04-25,-0.30956831301562526,70,8
2017-04-26,1.8566011474640625,50,3
2017-04-27,1.7144999999999997,72,5
2017-04-28,-0.3519875,79,2
2017-04-29,-0.19535024999999995,24,1
2017-04-30,-0.1378110374999998,13,2
2017-05-01,1.8931604112500005,34,10
2017-05-02,2.712737535953125,65,9
2017-05-03,-0.4637079751078126,53,30
2017-05-04,0.76667598146875,62,14
2017-05-05,1.7372406688968751,65,5
2017-05-06,1.6439812949281252,18,0
2017-05-07,-0.393174275,4,0
2017-05-08,-0.22933592999999985,49,5
2017-05-09,0.8331405352187503,50,9
2017-05-10,1.7677768433812504,62,6
2017-05-11,-0.3398477788578124,70,8
2017-05-12,-0.17657973051562492,78,4
2017-05-13,-0.12738537106718734,18,0
2017-05-14,-0.0933760811031247,9,0
2017-05-15,-0.06219321757187481,96,3
2017-05-16,-0.03741772124999989,75,14
2017-05-17,-0.03175570551562491,99,7
2017-05-18,2.9724645214328125,74,2
2017-05-19,-0.3167977050718752,85,2
2017-05-20,-0.1350000000000001,46,2
2017-05-21,-0.08550000000000006,16,4
2017-05-22,5.9380125,65,1
2017-05-23,2.3516497499999995,81,13
2017-05-24,-0.6094860375000004,77,5
2017-05-25,3.66071891125,82,7
2017-05-26,1.361820060953125,111,8
2017-05-27,-0.5638845576078122,34,1
2017-05-28,-0.3313223249999998,11,0
2017-05-29,-0.24569821499999944,53,0
2017-05-30,-0.19648296684374938,95,16
