,swiftlang/swift,rust-lang/rust,golang/go
2022-11-26,3,80,0
2022-11-27,2,88,0
2022-11-28,50,100,11
2022-11-29,116,100,5
2022-11-30,87,65,7
2022-12-01,90,90,18
2022-12-02,68,87,14
2022-12-03,24,75,1
2022-12-04,10,54,0
2022-12-05,32,53,8
2022-12-06,68,106,9
2022-12-07,58,60,11
2022-12-08,55,59,8
2022-12-09,58,83,3
2022-12-10,27,60,1
2022-12-11,7,68,1
2022-12-12,71,68,6
2022-12-13,90,110,3
2022-12-14,84,112,6
2022-12-15,109,88,2
2022-12-16,60,70,4
2022-12-17,19,79,1
2022-12-18,14,53,0
2022-12-19,55,53,1
2022-12-20,70,91,0
2022-12-21,68,59,6
2022-12-22,39,74,6
2022-12-23,1,60,2
2022-12-24,1,42,0
2022-12-25,1,44,0
2022-12-26,1,22,0
2022-12-27,1,67,1
2022-12-28,12,110,1
2022-12-29,7,67,2
2022-12-30,5,52,0
2022-12-31,2,54,0
2023-01-01,3,39,0
2023-01-02,8,87,0
2023-01-03,78,66,3
2023-01-04,60,80,4
2023-01-05,60,56,2
2023-01-06,49,62,3
2023-01-07,57,53,0
2023-01-08,29,37,0
2023-01-09,63,172,7
2023-01-10,30,52,3
2023-01-11,54,133,3
2023-01-12,57,131,0
2023-01-13,58,106,3
2023-01-14,18,131,0
2023-01-15,18,49,0
2023-01-16,54,65,1
2023-01-17,42,100,42
2023-01-18,51,72,7
2023-01-19,64,76,19
2023-01-20,60,84,38
2023-01-21,22,83,3
2023-01-22,9,54,0
2023-01-23,28,100,12
2023-01-24,56,50,20
2023-01-25,68,64,16
2023-01-26,115,81,22
2023-01-27,56,151,14
2023-01-28,39,77,6
2023-01-29,32,57,1
2023-01-30,37,91,25
2023-01-31,54,95,31
2023-02-01,81,72,14
2023-02-02,151,73,17
2023-02-03,61,80,7
2023-02-04,25,30,9
2023-02-05,11,61,0
2023-02-06,64,65,15
2023-02-07,87,72,8
2023-02-08,100,52,10
2023-02-09,92,84,13
2023-02-10,55,89,20
2023-02-11,72,53,2
2023-02-12,23,56,0
2023-02-13,58,90,8
2023-02-14,74,139,8
2023-02-15,78,86,7
2023-02-16,77,95,8
2023-02-17,64,75,10
2023-02-18,28,98,1
2023-02-19,9,73,1
2023-02-20,50,93,1
2023-02-21,63,91,8
2023-02-22,82,83,14
2023-02-23,90,66,18
2023-02-24,60,42,12
2023-02-25,38,79,3
2023-02-26,15,82,0
2023-02-27,48,64,34
2023-02-28,108,79,26
2023-03-01,93,126,23
2023-03-02,114,66,10
2023-03-03,118,93,5
2023-03-04,101,80,1
2023-03-05,50,84,0
2023-03-06,79,75,13
2023-03-07,91,60,12
2023-03-08,92,98,5
2023-03-09,73,97,13
2023-03-10,79,104,25
2023-03-11,40,75,1
2023-03-12,7,78,0
2023-03-13,51,76,16
2023-03-14,86,87,11
2023-03-15,69,87,24
2023-03-16,73,86,17
2023-03-17,61,88,12
2023-03-18,41,47,4
2023-03-19,18,59,0
2023-03-20,57,70,8
2023-03-21,85,92,20
2023-03-22,68,91,21
2023-03-23,73,79,5
2023-03-24,47,75,20
2023-03-25,28,63,2
2023-03-26,9,61,0
2023-03-27,41,84,12
2023-03-28,59,81,16
2023-03-29,100,99,24
2023-03-30,71,105,12
2023-03-31,52,50,18
2023-04-01,33,33,0
2023-04-02,7,34,0
2023-04-03,42,105,7
2023-04-04,80,115,21
2023-04-05,55,91,16
2023-04-06,69,112,16
2023-04-07,37,70,20
2023-04-08,17,48,3
2023-04-09,10,85,0
2023-04-10,18,64,17
2023-04-11,48,101,30
2023-04-12,66,108,16
2023-04-13,76,99,16
2023-04-14,41,104,19
2023-04-15,19,47,0
2023-04-16,9,111,0
2023-04-17,26,90,11
2023-04-18,43,60,22
2023-04-19,57,83,12
2023-04-20,47,104,18
2023-04-21,46,94,24
2023-04-22,16,101,1
2023-04-23,5,70,0
2023-04-24,37,90,14
2023-04-25,47,93,9
2023-04-26,38,101,8
2023-04-27,49,109,8
2023-04-28,48,92,18
2023-04-29,18,95,0
2023-04-30,4,56,2
2023-05-01,38,64,7
2023-05-02,103,150,17
2023-05-03,68,68,20
2023-05-04,75,67,23
2023-05-05,57,120,23
2023-05-06,35,118,0
2023-05-07,6,64,0
2023-05-08,63,83,11
2023-05-09,59,70,16
2023-05-10,30,67,26
2023-05-11,49,72,28
2023-05-12,46,74,39
2023-05-13,18,63,1
2023-05-14,10,57,0
2023-05-15,39,79,9
2023-05-16,56,72,21
2023-05-17,37,54,29
2023-05-18,40,102,22
2023-05-19,38,39,45
2023-05-20,12,62,8
2023-05-21,0,44,0
2023-05-22,31,64,26
2023-05-23,52,75,57
2023-05-24,38,75,63
2023-05-25,49,105,29
2023-05-26,44,119,19
2023-05-27,12,46,3
2023-05-28,8,51,0
2023-05-29,16,66,0
2023-05-30,30,72,21
2023-05-31,43,80,27
2023-06-01,49,100,28
2023-06-02,44,105,10
2023-06-03,24,61,3
2023-06-04,3,53,1
2023-06-05,55,116,10
2023-06-06,80,67,23
2023-06-07,108,73,12
2023-06-08,53,76,11
2023-06-09,46,66,8
2023-06-10,35,72,2
2023-06-11,5,62,4
2023-06-12,56,108,12
2023-06-13,56,84,16
2023-06-14,67,102,9
2023-06-15,61,78,9
2023-06-16,60,81,16
2023-06-17,19,73,1
2023-06-18,3,58,0
2023-06-19,17,125,1
2023-06-20,39,107,9
2023-06-21,67,111,8
2023-06-22,56,85,5
2023-06-23,54,77,6
2023-06-24,11,55,2
2023-06-25,0,61,0
2023-06-26,28,62,7
2023-06-27,33,113,6
2023-06-28,55,101,3
2023-06-29,62,93,9
2023-06-30,54,99,1
2023-07-01,14,61,0
2023-07-02,3,72,0
2023-07-03,24,112,0
2023-07-04,62,67,3
2023-07-05,50,100,4
2023-07-06,57,69,6
2023-07-07,70,89,5
2023-07-08,10,83,0
2023-07-09,6,41,0
2023-07-10,23,103,4
2023-07-11,49,53,8
2023-07-12,58,81,6
2023-07-13,38,84,4
2023-07-14,44,92,3
2023-07-15,4,33,0
2023-07-16,2,74,0
2023-07-17,46,76,4
2023-07-18,60,84,10
2023-07-19,99,80,2
2023-07-20,42,96,32
2023-07-21,57,103,23
2023-07-22,35,94,0
2023-07-23,8,38,0
2023-07-24,39,100,5
2023-07-25,66,94,7
2023-07-26,66,83,14
2023-07-27,67,90,13
2023-07-28,76,78,8
2023-07-29,9,73,1
2023-07-30,1,103,0
2023-07-31,29,131,32
2023-08-01,68,87,16
2023-08-02,79,109,10
2023-08-03,71,96,19
2023-08-04,52,99,8
2023-08-05,34,70,3
2023-08-06,14,73,0
2023-08-07,46,88,39
2023-08-08,119,96,9
2023-08-09,88,73,11
2023-08-10,89,53,17
2023-08-11,72,72,16
2023-08-12,10,40,2
2023-08-13,5,49,0
2023-08-14,53,89,13
2023-08-15,46,98,22
2023-08-16,53,101,25
2023-08-17,82,57,33
2023-08-18,46,83,21
2023-08-19,19,47,8
2023-08-20,8,45,6
2023-08-21,58,67,22
2023-08-22,42,105,34
2023-08-23,53,60,14
2023-08-24,55,79,14
2023-08-25,46,56,20
2023-08-26,14,51,4
2023-08-27,4,46,0
2023-08-28,44,91,17
2023-08-29,46,70,23
2023-08-30,62,86,11
2023-08-31,64,62,7
2023-09-01,62,73,15
2023-09-02,22,72,2
2023-09-03,22,76,3
2023-09-04,46,34,4
2023-09-05,44,75,9
2023-09-06,62,88,12
2023-09-07,72,71,26
2023-09-08,61,103,34
2023-09-09,20,46,2
2023-09-10,7,64,1
2023-09-11,67,91,17
2023-09-12,106,67,25
2023-09-13,61,52,26
2023-09-14,55,85,18
2023-09-15,60,66,14
2023-09-16,46,65,0
2023-09-17,9,44,1
2023-09-18,50,91,14
2023-09-19,98,77,11
2023-09-20,67,72,18
2023-09-21,74,83,5
2023-09-22,57,124,7
2023-09-23,45,63,1
2023-09-24,19,62,0
2023-09-25,59,80,10
2023-09-26,83,54,1
2023-09-27,56,35,10
2023-09-28,45,112,8
2023-09-29,67,68,5
2023-09-30,20,46,3
2023-10-01,8,52,0
2023-10-02,35,100,11
2023-10-03,52,82,16
2023-10-04,59,85,11
2023-10-05,51,105,7
2023-10-06,51,113,13
2023-10-07,37,39,2
2023-10-08,32,53,1
2023-10-09,41,111,18
2023-10-10,49,90,9
2023-10-11,65,69,12
2023-10-12,60,67,10
2023-10-13,29,55,12
2023-10-14,16,72,3
2023-10-15,8,71,0
2023-10-16,38,83,1
2023-10-17,25,97,6
2023-10-18,33,78,26
2023-10-19,44,83,17
2023-10-20,52,66,6
2023-10-21,5,118,1
2023-10-22,1,78,0
2023-10-23,44,113,9
2023-10-24,64,87,7
2023-10-25,49,163,10
2023-10-26,49,75,6
2023-10-27,63,101,3
2023-10-28,19,61,0
2023-10-29,10,101,0
2023-10-30,64,114,18
2023-10-31,56,88,15
2023-11-01,78,47,10
2023-11-02,42,108,22
2023-11-03,39,53,7
2023-11-04,17,78,0
2023-11-05,3,34,1
2023-11-06,34,37,17
2023-11-07,38,63,15
2023-11-08,42,85,20
2023-11-09,54,49,21
2023-11-10,51,50,11
2023-11-11,11,38,1
2023-11-12,10,67,0
2023-11-13,52,73,8
2023-11-14,69,58,13
2023-11-15,50,90,15
2023-11-16,76,115,20
2023-11-17,43,75,26
2023-11-18,7,48,0
2023-11-19,0,65,7
2023-11-20,6,82,16
2023-11-21,5,93,66
2023-11-22,7,103,17
2023-11-23,8,77,1
2023-11-24,3,98,0
2023-11-25,3,116,0
2023-11-26,3,96,0
2023-11-27,82,75,7
2023-11-28,62,101,7
2023-11-29,42,81,7
2023-11-30,52,69,5
2023-12-01,57,70,12
2023-12-02,23,88,1
2023-12-03,7,55,0
2023-12-04,50,121,5
2023-12-05,37,122,19
2023-12-06,62,74,19
2023-12-07,46,76,9
2023-12-08,47,136,10
2023-12-09,31,55,2
2023-12-10,15,76,0
2023-12-11,40,84,14
2023-12-12,50,121,14
2023-12-13,78,62,8
2023-12-14,58,88,12
2023-12-15,49,115,6
2023-12-16,20,57,0
2023-12-17,4,39,0
2023-12-18,34,139,11
2023-12-19,48,96,9
2023-12-20,45,68,2
2023-12-21,27,55,4
2023-12-22,5,64,0
2023-12-23,3,93,0
2023-12-24,0,46,0
2023-12-25,4,28,0
2023-12-26,4,60,1
2023-12-27,1,39,3
2023-12-28,1,62,0
2023-12-29,4,53,0
2023-12-30,3,51,2
2023-12-31,0,45,0
2024-01-01,3,33,0
2024-01-02,48,63,0
2024-01-03,50,99,4
2024-01-04,48,129,4
2024-01-05,46,121,3
2024-01-06,21,87,0
2024-01-07,2,110,0
2024-01-08,27,93,5
2024-01-09,25,119,5
2024-01-10,47,73,3
2024-01-11,74,118,4
2024-01-12,49,70,3
2024-01-13,39,71,1
2024-01-14,6,75,0
2024-01-15,16,67,2
2024-01-16,56,90,1
2024-01-17,85,71,7
2024-01-18,59,98,2
2024-01-19,49,131,4
2024-01-20,28,81,0
2024-01-21,10,80,0
2024-01-22,41,122,21
2024-01-23,47,87,16
2024-01-24,71,57,14
2024-01-25,52,85,10
2024-01-26,78,117,13
2024-01-27,17,57,2
2024-01-28,12,50,0
2024-01-29,50,71,8
2024-01-30,82,114,15
2024-01-31,60,81,11
2024-02-01,104,33,12
2024-02-02,101,52,8
2024-02-03,35,42,0
2024-02-04,9,54,0
2024-02-05,47,80,8
2024-02-06,63,83,4
2024-02-07,55,91,13
2024-02-08,54,122,18
2024-02-09,86,161,10
2024-02-10,33,86,4
2024-02-11,20,113,0
2024-02-12,69,141,6
2024-02-13,55,151,9
2024-02-14,62,100,5
2024-02-15,82,107,4
2024-02-16,46,114,16
2024-02-17,24,119,3
2024-02-18,4,87,0
2024-02-19,30,128,8
2024-02-20,66,120,21
2024-02-21,101,125,18
2024-02-22,105,115,8
2024-02-23,50,93,11
2024-02-24,69,73,3
2024-02-25,18,94,0
2024-02-26,53,126,24
2024-02-27,76,134,25
2024-02-28,66,109,42
2024-02-29,77,161,17
2024-03-01,113,120,3
2024-03-02,79,73,1
2024-03-03,24,87,0
2024-03-04,39,117,28
2024-03-05,80,162,5
2024-03-06,94,127,9
2024-03-07,103,105,17
2024-03-08,70,110,28
2024-03-09,43,114,7
2024-03-10,15,112,2
2024-03-11,76,137,15
2024-03-12,97,126,5
2024-03-13,108,107,9
2024-03-14,72,160,21
2024-03-15,82,91,19
2024-03-16,41,77,2
2024-03-17,2,117,1
2024-03-18,107,111,15
2024-03-19,76,124,13
2024-03-20,66,98,11
2024-03-21,78,126,18
2024-03-22,60,165,10
2024-03-23,17,114,2
2024-03-24,17,109,0
2024-03-25,36,112,15
2024-03-26,54,98,14
2024-03-27,86,123,8
2024-03-28,62,85,8
2024-03-29,64,59,13
2024-03-30,28,64,2
2024-03-31,5,77,1
2024-04-01,24,81,5
2024-04-02,44,83,18
2024-04-03,63,109,10
2024-04-04,51,103,9
2024-04-05,64,87,10
2024-04-06,12,95,0
2024-04-07,4,55,1
2024-04-08,59,115,11
2024-04-09,57,86,8
2024-04-10,43,96,8
2024-04-11,50,118,10
2024-04-12,35,83,5
2024-04-13,13,56,0
2024-04-14,5,91,4
2024-04-15,20,144,15
2024-04-16,53,177,10
2024-04-17,31,105,8
2024-04-18,50,77,15
2024-04-19,58,99,17
2024-04-20,9,98,0
2024-04-21,7,70,0
2024-04-22,42,78,16
2024-04-23,39,90,7
2024-04-24,34,97,8
2024-04-25,44,82,12
2024-04-26,47,62,14
2024-04-27,8,66,3
2024-04-28,2,73,0
2024-04-29,40,87,5
2024-04-30,59,78,9
2024-05-01,59,42,2
2024-05-02,60,115,5
2024-05-03,37,100,12
2024-05-04,21,139,4
2024-05-05,0,75,4
2024-05-06,42,82,12
2024-05-07,54,41,16
2024-05-08,44,80,17
2024-05-09,48,78,19
2024-05-10,54,80,10
2024-05-11,14,125,3
2024-05-12,5,84,1
2024-05-13,34,81,22
2024-05-14,41,78,14
2024-05-15,43,83,22
2024-05-16,68,66,26
2024-05-17,86,72,17
2024-05-18,12,59,3
2024-05-19,3,79,0
2024-05-20,44,130,20
2024-05-21,77,92,26
2024-05-22,74,88,52
2024-05-23,50,123,34
2024-05-24,41,92,19
2024-05-25,15,58,0
2024-05-26,12,50,0
2024-05-27,14,77,0
2024-05-28,74,86,3
2024-05-29,51,111,9
2024-05-30,52,76,17
2024-05-31,63,53,5
2024-06-01,17,46,0
2024-06-02,16,50,0
2024-06-03,55,70,2
2024-06-04,50,129,11
2024-06-05,63,147,8
2024-06-06,62,95,5
2024-06-07,34,123,14
2024-06-08,9,66,0
2024-06-09,2,95,0
2024-06-10,45,63,5
2024-06-11,61,133,13
2024-06-12,85,136,5
2024-06-13,62,143,10
2024-06-14,61,87,5
2024-06-15,23,64,0
2024-06-16,8,91,1
2024-06-17,35,102,3
2024-06-18,67,106,10
2024-06-19,50,146,0
2024-06-20,36,87,2
2024-06-21,78,118,13
2024-06-22,21,84,1
2024-06-23,4,80,1
2024-06-24,32,122,8
2024-06-25,61,101,3
2024-06-26,69,55,3
2024-06-27,46,70,2
2024-06-28,53,110,3
2024-06-29,19,98,0
2024-06-30,14,93,0
2024-07-01,52,87,5
2024-07-02,65,120,2
2024-07-03,82,89,5
2024-07-04,43,118,0
2024-07-05,25,113,2
2024-07-06,31,99,0
2024-07-07,33,164,3
2024-07-08,64,96,2
2024-07-09,75,75,3
2024-07-10,65,77,3
2024-07-11,98,56,5
2024-07-12,34,102,3
2024-07-13,22,46,0
2024-07-14,10,65,0
2024-07-15,48,100,4
2024-07-16,43,117,13
2024-07-17,17,152,7
2024-07-18,53,141,0
2024-07-19,39,150,1
2024-07-20,26,76,0
2024-07-21,4,50,0
2024-07-22,36,129,18
2024-07-23,53,76,16
2024-07-24,64,95,13
2024-07-25,80,139,9
2024-07-26,34,119,19
2024-07-27,25,81,4
2024-07-28,7,71,0
2024-07-29,84,133,20
2024-07-30,60,94,22
2024-07-31,63,85,21
2024-08-01,59,80,14
2024-08-02,56,57,13
2024-08-03,18,102,7
2024-08-04,9,61,0
2024-08-05,52,129,3
2024-08-06,53,94,8
2024-08-07,70,135,19
2024-08-08,69,108,6
2024-08-09,47,96,13
2024-08-10,16,104,3
2024-08-11,0,57,0
2024-08-12,33,141,9
2024-08-13,32,135,5
2024-08-14,36,82,14
2024-08-15,30,62,9
2024-08-16,31,68,8
2024-08-17,21,72,1
2024-08-18,11,72,0
2024-08-19,52,70,6
2024-08-20,63,65,23
2024-08-21,60,67,14
2024-08-22,45,84,10
2024-08-23,30,63,8
2024-08-24,16,84,2
2024-08-25,10,83,0
2024-08-26,36,73,8
2024-08-27,30,117,11
2024-08-28,37,85,4
2024-08-29,52,105,5
2024-08-30,52,62,11
2024-08-31,21,100,1
2024-09-01,12,60,1
2024-09-02,27,86,0
2024-09-03,71,88,36
2024-09-04,118,36,35
2024-09-05,56,96,24
2024-09-06,65,92,23
2024-09-07,18,65,1
2024-09-08,16,49,0
2024-09-09,36,121,4
2024-09-10,46,74,9
2024-09-11,49,94,17
2024-09-12,34,88,9
2024-09-13,41,66,15
2024-09-14,15,61,0
2024-09-15,4,85,2
2024-09-16,39,55,9
2024-09-17,59,96,6
2024-09-18,49,91,9
2024-09-19,62,114,1
2024-09-20,49,71,4
2024-09-21,9,77,0
2024-09-22,11,88,0
2024-09-23,24,114,13
2024-09-24,51,139,14
2024-09-25,68,96,9
2024-09-26,36,65,16
2024-09-27,52,101,11
2024-09-28,28,83,2
2024-09-29,5,74,1
2024-09-30,38,63,17
2024-10-01,55,74,8
2024-10-02,63,62,15
2024-10-03,49,92,10
2024-10-04,28,87,5
2024-10-05,6,90,0
2024-10-06,6,85,0
2024-10-07,64,91,22
2024-10-08,77,78,5
2024-10-09,43,86,7
2024-10-10,39,93,5
2024-10-11,70,73,5
2024-10-12,18,75,1
2024-10-13,10,76,0
2024-10-14,23,98,7
2024-10-15,33,80,1
2024-10-16,41,79,2
2024-10-17,69,77,3
2024-10-18,47,84,7
2024-10-19,21,88,1
2024-10-20,17,80,0
2024-10-21,33,65,37
2024-10-22,60,111,9
2024-10-23,38,96,20
2024-10-24,36,94,16
2024-10-25,37,79,13
2024-10-26,18,86,1
2024-10-27,1,61,0
2024-10-28,32,137,25
2024-10-29,48,95,15
2024-10-30,41,97,18
2024-10-31,49,99,13
2024-11-01,43,105,14
2024-11-02,15,106,3
2024-11-03,17,98,1
2024-11-04,20,96,7
2024-11-05,57,70,15
2024-11-06,52,34,10
2024-11-07,92,97,12
2024-11-08,51,70,10
2024-11-09,27,69,0
2024-11-10,8,77,0
2024-11-11,37,63,10
2024-11-12,80,93,8
2024-11-13,57,58,21
2024-11-14,50,76,18
2024-11-15,53,60,16
2024-11-16,19,41,9
2024-11-17,7,43,11
2024-11-18,35,97,45
2024-11-19,46,113,96
2024-11-20,57,63,48
2024-11-21,56,66,43
2024-11-22,25,60,33
2024-11-23,0,74,3
2024-11-24,0,71,0
2024-11-25,2,74,3
2024-11-26,8,77,5
2024-11-27,12,63,11
2024-11-28,12,109,2
2024-11-29,8,62,0
2024-11-30,1,79,8
2024-12-01,0,66,0
2024-12-02,66,108,4
2024-12-03,54,88,11
2024-12-04,75,113,9
2024-12-05,53,122,12
2024-12-06,34,98,13
2024-12-07,23,40,2
2024-12-08,3,70,1
2024-12-09,30,89,5
2024-12-10,32,109,3
2024-12-11,37,110,12
2024-12-12,53,111,7
2024-12-13,65,85,6
2024-12-14,27,101,0
2024-12-15,27,75,0
2024-12-16,46,72,6
2024-12-17,103,88,16
2024-12-18,76,120,5
2024-12-19,63,81,5
2024-12-20,49,86,2
2024-12-21,38,81,2
2024-12-22,2,87,1
2024-12-23,8,51,4
2024-12-24,8,40,1
2024-12-25,3,40,0
2024-12-26,1,52,1
2024-12-27,6,85,4
2024-12-28,0,70,1
2024-12-29,4,104,0
2024-12-30,2,70,10
2024-12-31,2,107,0
2025-01-01,0,71,1
2025-01-02,42,66,7
2025-01-03,19,82,10
2025-01-04,10,45,0
2025-01-05,3,61,0
2025-01-06,24,120,3
2025-01-07,61,116,11
2025-01-08,68,92,12
2025-01-09,39,95,5
2025-01-10,45,116,2
2025-01-11,46,86,0
2025-01-12,12,130,0
2025-01-13,30,84,7
2025-01-14,46,98,6
2025-01-15,45,121,0
2025-01-16,48,94,6
2025-01-17,39,52,3
2025-01-18,4,70,0
2025-01-19,10,72,0
2025-01-20,13,115,1
2025-01-21,48,101,2
2025-01-22,67,108,5
2025-01-23,60,120,0
2025-01-24,27,146,0
2025-01-25,31,90,0
2025-01-26,14,108,0
2025-01-27,48,115,7
2025-01-28,62,127,7
2025-01-29,57,108,5
2025-01-30,42,125,1
2025-01-31,45,113,2
2025-02-01,29,94,0
2025-02-02,13,89,0
2025-02-03,33,134,36
2025-02-04,35,88,9
2025-02-05,56,107,15
2025-02-06,35,132,10
2025-02-07,45,135,24
2025-02-08,18,61,5
2025-02-09,22,76,1
2025-02-10,72,117,28
2025-02-11,38,119,16
2025-02-12,53,123,10
2025-02-13,65,120,28
2025-02-14,71,124,17
2025-02-15,26,118,10
2025-02-16,22,90,3
2025-02-17,33,111,0
2025-02-18,38,101,12
2025-02-19,32,114,19
2025-02-20,55,111,15
2025-02-21,31,96,5
2025-02-22,15,83,9
2025-02-23,9,90,5
2025-02-24,35,194,6
2025-02-25,65,93,28
2025-02-26,97,97,16
2025-02-27,59,89,13
2025-02-28,56,116,8
2025-03-01,23,97,5
2025-03-02,9,60,0
2025-03-03,39,125,10
2025-03-04,64,90,16
2025-03-05,44,130,14
2025-03-06,32,142,23
2025-03-07,84,109,8
2025-03-08,43,72,0
2025-03-09,7,61,0
2025-03-10,54,161,16
2025-03-11,72,108,21
2025-03-12,51,114,25
2025-03-13,83,102,17
2025-03-14,62,101,9
2025-03-15,18,78,9
2025-03-16,26,137,2
2025-03-17,52,123,11
2025-03-18,62,86,9
2025-03-19,127,83,12
2025-03-20,60,77,22
2025-03-21,50,110,10
2025-03-22,9,70,3
2025-03-23,12,63,0
2025-03-24,111,118,10
2025-03-25,71,97,13
2025-03-26,93,85,6
2025-03-27,111,92,10
2025-03-28,66,89,8
2025-03-29,21,51,2
2025-03-30,11,47,0
2025-03-31,54,71,5
2025-04-01,63,89,6
2025-04-02,37,103,5
2025-04-03,74,106,12
2025-04-04,53,95,10
2025-04-05,25,55,1
2025-04-06,9,55,1
2025-04-07,37,98,13
2025-04-08,51,92,10
2025-04-09,54,98,9
2025-04-10,42,131,7
2025-04-11,48,102,10
2025-04-12,12,71,1
2025-04-13,11,77,1
2025-04-14,39,121,7
2025-04-15,38,126,12
2025-04-16,38,126,12
2025-04-17,44,132,2
2025-04-18,58,93,9
2025-04-19,17,90,7
2025-04-20,5,105,1
2025-04-21,24,81,4
2025-04-22,37,102,8
2025-04-23,51,72,7
2025-04-24,31,103,10
2025-04-25,33,86,7
2025-04-26,26,65,1
2025-04-27,3,49,0
2025-04-28,35,99,1
2025-04-29,38,110,4
2025-04-30,60,81,7
2025-05-01,29,85,8
2025-05-02,20,86,9
2025-05-03,6,66,0
2025-05-04,18,41,1
2025-05-05,38,115,5
2025-05-06,43,95,11
2025-05-07,30,95,12
2025-05-08,39,91,18
2025-05-09,39,71,14
2025-05-10,10,56,0
2025-05-11,2,40,0
2025-05-12,28,65,15
2025-05-13,31,27,13
2025-05-14,45,49,11
2025-05-15,52,60,16
2025-05-16,25,73,11
2025-05-17,7,70,1
2025-05-18,8,75,0
2025-05-19,47,93,24
2025-05-20,40,97,41
2025-05-21,46,122,84
2025-05-22,41,84,15
2025-05-23,36,77,5
2025-05-24,11,77,4
2025-05-25,7,66,0
2025-05-26,3,112,0
2025-05-27,19,128,13
2025-05-28,23,129,7
2025-05-29,33,113,15
2025-05-30,56,107,7
2025-05-31,24,92,0
2025-06-01,6,48,0
2025-06-02,36,113,9
2025-06-03,61,151,6
2025-06-04,36,109,6
2025-06-05,49,93,1
2025-06-06,63,66,2
2025-06-07,23,77,1
2025-06-08,8,54,0
2025-06-09,35,120,6
2025-06-10,38,92,10
2025-06-11,36,88,2
2025-06-12,42,127,2
2025-06-13,16,121,4
2025-06-14,1,98,0
2025-06-15,2,62,0
2025-06-16,22,138,4
2025-06-17,69,127,1
2025-06-18,26,102,3
2025-06-19,31,101,0
2025-06-20,45,116,4
2025-06-21,7,71,0
2025-06-22,3,68,0
2025-06-23,51,108,4
2025-06-24,36,99,9
2025-06-25,37,97,5
2025-06-26,41,93,1
2025-06-27,48,104,7
2025-06-28,68,87,1
2025-06-29,4,83,1
2025-06-30,37,116,11
2025-07-01,64,127,6
2025-07-02,61,87,2
2025-07-03,32,124,1
2025-07-04,31,132,1
2025-07-05,6,83,0
2025-07-06,8,99,0
2025-07-07,32,122,6
2025-07-08,73,114,4
2025-07-09,48,94,2
2025-07-10,62,128,2
2025-07-11,53,105,8
2025-07-12,7,62,0
2025-07-13,3,80,0
2025-07-14,34,87,2
2025-07-15,57,107,8
2025-07-16,34,93,5
2025-07-17,43,115,1
2025-07-18,55,136,2
2025-07-19,10,81,1
2025-07-20,4,74,1
2025-07-21,30,101,3
2025-07-22,39,90,4
2025-07-23,58,82,5
2025-07-24,46,79,42
