,neovim/neovim,pulsar-edit/pulsar,microsoft/vscode
2024-04-13,15,2,-11.616462950399999
2024-04-14,16,6,-14.0864459776
2024-04-15,10,8,8.819684249599998
2024-04-16,26,4,24.7708614656
2024-04-17,5,0,30.162703360000002
2024-04-18,8,4,15.565924147200004
2024-04-19,6,4,36.802169139200004
2024-04-20,8,2,-33.38308352
2024-04-21,11,1,-15.196414464000004
2024-04-22,10,0,33.546536857599996
2024-04-23,10,0,9.555993190400002
2024-04-24,3,0,24.012271001600002
2024-04-25,12,0,0.05436661760000305
2024-04-26,18,0,17.498911846400002
2024-04-27,7,0,-15.918261248
2024-04-28,9,2,7.257253171199999
2024-04-29,12,0,14.902948352000003
2024-04-30,5,7,-6.913040281599997
2024-05-01,7,0,6.097720012800002
2024-05-02,14,0,15.251993292800002
2024-05-03,9,0,33.3922471936
2024-05-04,2,0,-30.252464127999993
2024-05-05,5,1,-10.810550169599999
2024-05-06,3,14,24.685864550399998
2024-05-07,15,3,5.287092940800001
2024-05-08,4,0,19.489942425600002
2024-05-09,3,1,11.397131264000002
2024-05-10,4,1,9.8882955264
2024-05-11,11,2,-20.2301766656
2024-05-12,5,0,-8.382789427200002
2024-05-13,2,2,49.329760768
2024-05-14,14,1,1.1654049792000016
2024-05-15,13,4,17.733087846400004
2024-05-16,13,10,12.131881881600002
2024-05-17,10,2,-10.2561604608
2024-05-18,3,3,-15.768101478399998
2024-05-19,6,1,-5.791588761600002
2024-05-20,15,1,16.2850433024
2024-05-21,14,1,12.359519334400002
2024-05-22,8,0,18.449973043200004
2024-05-23,11,0,6.279668121600004
2024-05-24,18,0,6.930932940800002
2024-05-25,15,0,-11.4386236416
2024-05-26,15,0,-6.673145344000002
2024-05-27,15,0,25.646648627199998
2024-05-28,13,1,-3.6866264063999985
2024-05-29,1,0,32.1626658816
2024-05-30,10,0,6.875685683200004
2024-05-31,13,0,15.315875328000004
2024-06-01,17,0,-21.930861465599996
2024-06-02,9,0,-9.785437900800002
2024-06-03,4,1,33.2766367744
2024-06-04,16,0,31.442425036800003
2024-06-05,10,0,10.971522457600003
2024-06-06,4,1,3.8181890048000042
2024-06-07,6,2,9.006666752000001
2024-06-08,4,1,-18.858488524800002
2024-06-09,9,0,-10.606245785600002
2024-06-10,6,0,4.0306591743999975
2024-06-11,15,1,-1.1541357568000006
2024-06-12,12,0,3.888879104000001
2024-06-13,10,3,16.120034406400002
2024-06-14,21,0,1.2020981760000016
2024-06-15,12,1,-12.1204845568
2024-06-16,10,5,-2.204785254400001
2024-06-17,7,1,22.783606272
2024-06-18,8,1,35.724326502400004
2024-06-19,9,1,8.362928230400005
2024-06-20,7,1,26.909946572800003
2024-06-21,8,1,11.236590489600005
2024-06-22,3,1,-26.483237068799998
2024-06-23,1,0,-10.056336588800002
2024-06-24,10,0,30.826514943999996
2024-06-25,3,1,4.858810265599999
2024-06-26,2,2,15.732714598400001
2024-06-27,4,1,-7.675085619199997
2024-06-28,3,3,17.530941337599998
2024-06-29,4,1,-15.787363123199999
2024-06-30,0,0,-10.614139904000002
2024-07-01,1,0,15.259075379199999
2024-07-02,4,0,12.5599043584
2024-07-03,3,0,8.402989772800002
2024-07-04,15,0,11.009694003200002
2024-07-05,3,0,5.450084352000005
2024-07-06,12,0,-16.428955648
2024-07-07,8,7,-2.2155449344000013
2024-07-08,18,0,37.662099456
2024-07-09,4,0,12.705845248000003
2024-07-10,12,4,-0.5974499327999965
2024-07-11,10,0,19.788150272000003
2024-07-12,11,0,14.3849571328
2024-07-13,14,0,-22.125235609599997
2024-07-14,11,1,-7.896559206400003
2024-07-15,5,0,19.358976
2024-07-16,20,8,14.226907648000001
2024-07-17,30,5,7.062742732800004
2024-07-18,10,1,16.8045395968
2024-07-19,10,0,28.191784243200004
2024-07-20,3,0,-11.060627865599997
2024-07-21,7,1,0.40087869439999935
2024-07-22,3,1,34.549283430399996
2024-07-23,1,0,-12.5560786944
2024-07-24,4,0,36.9360318464
2024-07-25,8,2,-4.082658815999999
2024-07-26,7,2,14.690244403200001
2024-07-27,10,5,-21.125843967999998
2024-07-28,2,2,-11.488106496
2024-07-29,9,0,32.5748048896
2024-07-30,14,4,7.0774847488000034
2024-07-31,19,3,16.480239411200003
2024-08-01,19,1,-3.5439013887999984
2024-08-02,15,1,26.012495872000002
2024-08-03,11,1,-8.861678489599996
2024-08-04,3,0,-6.308148838400001
2024-08-05,9,0,25.290348032
2024-08-06,17,1,12.9331948544
2024-08-07,4,1,22.607697203200004
2024-08-08,7,1,0.6915161088000055
2024-08-09,1,11,18.7544029184
2024-08-10,3,6,-25.305885183999997
2024-08-11,2,0,-6.553363763200004
2024-08-12,3,0,15.201733222399998
2024-08-13,4,1,39.1202184192
2024-08-14,4,0,17.747057561600002
2024-08-15,5,0,26.048197120000005
2024-08-16,9,10,8.374567219200003
2024-08-17,10,4,-22.147006771199997
2024-08-18,1,2,-16.1986973696
2024-08-19,3,0,21.191885414399998
2024-08-20,11,0,13.8925550592
2024-08-21,5,0,24.050790400000004
2024-08-22,6,0,25.912445952000006
2024-08-23,3,1,22.001611878400006
2024-08-24,5,2,-31.2820026368
2024-08-25,1,0,-11.974967910400002
2024-08-26,6,0,37.31819591679999
2024-08-27,2,3,-10.986568908799999
2024-08-28,5,0,34.1883000832
2024-08-29,7,0,5.067303833600008
2024-08-30,4,0,12.6940347392
2024-08-31,11,1,-24.295695667199997
2024-09-01,9,0,0.9528826879999954
2024-09-02,8,1,36.847997644799996
2024-09-03,6,0,10.887483596800003
2024-09-04,2,1,35.7073294336
2024-09-05,10,0,10.961181696000004
2024-09-06,4,0,13.572216115200007
2024-09-07,4,1,-27.177165107199997
2024-09-08,7,7,-14.990479462400003
2024-09-09,4,1,32.34291159039999
2024-09-10,8,3,35.479136153599995
2024-09-11,15,0,7.345425612800007
2024-09-12,7,1,34.341256806400004
2024-09-13,8,1,20.489135923200003
2024-09-14,5,4,-35.017077964799995
2024-09-15,3,4,-9.896086732800008
2024-09-16,7,2,33.44802918399999
2024-09-17,3,2,12.9379796992
2024-09-18,6,7,16.259884646400003
2024-09-19,5,2,5.232371916800005
2024-09-20,4,1,24.2947781632
2024-09-21,16,0,-16.458200883199993
2024-09-22,4,2,-16.8304289792
2024-09-23,11,1,59.887729356799994
2024-09-24,3,0,-17.5138269184
2024-09-25,8,0,47.075089510400005
2024-09-26,10,0,3.499097600000006
2024-09-27,8,0,63.8466654208
2024-09-28,5,1,-38.73108736
2024-09-29,13,3,-12.172632268800005
2024-09-30,5,0,34.4497789952
2024-10-01,10,1,19.221350297599997
2024-10-02,9,0,-2.3504012287999956
2024-10-03,9,0,19.5621718016
2024-10-04,8,1,31.966440345600006
2024-10-05,8,0,-36.4989119488
2024-10-06,9,0,-11.615468032000003
2024-10-07,11,1,22.722172825599998
2024-10-08,6,0,1.3765062655999998
2024-10-09,8,0,-4.944099942400001
2024-10-10,4,0,5.589794099200002
2024-10-11,12,0,22.845823078400002
2024-10-12,7,0,-18.2654898176
2024-10-13,6,0,-3.489780531199999
2024-10-14,7,0,27.7362200576
2024-10-15,9,2,16.9729134592
2024-10-16,8,1,19.014455296
2024-10-17,23,3,-6.181558374399998
2024-10-18,5,3,23.1965134848
2024-10-19,7,1,-20.945976831999996
2024-10-20,11,2,-9.022093926400002
2024-10-21,3,2,45.0322700288
2024-10-22,18,1,-3.328712089599996
2024-10-23,11,0,28.657734963200003
2024-10-24,14,0,18.030742323200005
2024-10-25,2,0,-3.5843847167999954
2024-10-26,0,1,-16.5431770112
2024-10-27,0,1,-7.007204556800001
2024-10-28,0,3,19.2662509568
2024-10-29,0,0,21.4702043136
2024-10-30,0,0,50.542670233600006
2024-10-31,0,0,-4.029232742399998
2024-11-01,0,0,3.310999961600004
2024-11-02,0,0,-24.4577742848
2024-11-03,0,0,-11.926370508800005
2024-11-04,0,1,-4.436482252800003
2024-11-05,0,2,-6.575553228800002
2024-11-06,0,0,-4.485416755199999
2024-11-07,0,0,-3.2203948031999996
2024-11-08,0,0,-2.213134643199999
2024-11-09,0,0,-1.0411448319999996
2024-11-10,0,0,-0.49358632959999993
2024-11-11,0,1,-0.06790983679999998
2024-11-12,0,0,-0.04546713599999998
2024-11-13,0,0,-0.03839447039999999
2024-11-14,0,1,0.0
2024-11-15,0,0,0.0
2024-11-16,0,0,0.0
2024-11-17,0,0,0.0
2024-11-18,0,1,0.0
2024-11-19,0,2,0.0
2024-11-20,0,3,0.0
2024-11-21,0,4,0.0
2024-11-22,0,0,0.0
2024-11-23,0,1,0.0
2024-11-24,0,0,0.0
2024-11-25,0,1,0.0
2024-11-26,0,0,0.0
2024-11-27,0,0,0.0
2024-11-28,0,0,0.0
2024-11-29,0,0,0.0
2024-11-30,0,0,0.0
2024-12-01,0,2,0.0
2024-12-02,0,0,0.0
2024-12-03,0,0,0.0
2024-12-04,0,1,0.0
2024-12-05,0,0,0.0
2024-12-06,0,0,0.0
2024-12-07,0,0,0.0
2024-12-08,0,0,0.0
2024-12-09,0,0,0.0
2024-12-10,0,0,0.0
2024-12-11,0,0,0.0
2024-12-12,0,0,0.0
