,bitcoin/bitcoin,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj
2015-06-19,9.0,0,0
2015-06-20,1.0999999999999992,0,0
2015-06-21,1.3949999999999996,0,2
2015-06-22,7.4535,0,0
2015-06-23,0.8670374999999999,0,1
2015-06-24,0.19662425000000017,0,22
2015-06-25,6.3899833875,0,3
2015-06-26,2.87429920875,0,0
2015-06-27,-1.0483852346406246,0,0
2015-06-28,-0.654605791354687,0,0
2015-06-29,0.5742378238968759,0,1
2015-06-30,8.575839135803125,0,6
2015-07-01,4.80097776993125,0,0
2015-07-02,13.8098300581625,0,1
2015-07-03,7.833085671354686,0,0
2015-07-04,-2.145144469814063,0,10
2015-07-05,-0.1932831726437496,0,5
2015-07-06,3.0788101912500014,2,3
2015-07-07,2.918240095734377,6,4
2015-07-08,1.8718264653234387,0,4
2015-07-09,0.9543123803328133,1,2
2015-07-10,14.147378477050001,0,1
2015-07-11,0.9425550693046869,0,1
2015-07-12,0.6938152283906249,0,0
2015-07-13,5.041233601984375,0,1
2015-07-14,3.7517960729015636,0,6
2015-07-15,11.737787474043751,0,1
2015-07-16,-0.06759317919062546,0,3
2015-07-17,3.666066835110938,0,0
2015-07-18,3.6195594859437508,0,1
2015-07-19,-0.3870434445859363,24,0
2015-07-20,15.104951826360939,0,1
2015-07-21,0.7761717730843749,4,1
2015-07-22,2.498826993456251,4,3
2015-07-23,4.653373963117188,2,5
2015-07-24,4.538182997251564,10,3
2015-07-25,-0.4371252638999994,10,0
2015-07-26,-0.9835219740078116,10,0
2015-07-27,17.32701024680469,5,0
2015-07-28,4.703403500464063,7,10
2015-07-29,2.086203560378125,4,1
2015-07-30,-0.45312081217031275,8,1
2015-07-31,3.9778455217625015,0,0
2015-08-01,0.7873643104406263,14,0
2015-08-02,-0.9458449032312488,11,0
2015-08-03,11.382151027464063,6,0
2015-08-04,2.3210371919687502,6,0
2015-08-05,6.66239691574375,2,1
2015-08-06,4.471797521435937,0,0
2015-08-07,6.553093770590626,0,4
2015-08-08,1.3475211898859376,16,7
2015-08-09,-1.2798420387109366,1,0
2015-08-10,10.181520889928127,13,0
2015-08-11,7.288008858812501,3,0
2015-08-12,0.10729737250625027,16,0
2015-08-13,-0.24885044176874982,0,0
2015-08-14,2.073376194118751,4,0
2015-08-15,0.0745325419093763,12,0
2015-08-16,-0.6905536468343739,0,0
2015-08-17,5.550918671142188,7,0
2015-08-18,1.0619770155781254,73,0
2015-08-19,6.247135649964063,0,0
2015-08-20,3.877577217395312,3,3
2015-08-21,0.9312158806624999,1,0
2015-08-22,10.189277012167187,28,1
2015-08-23,-0.6231079456234376,0,0
2015-08-24,1.030585194964063,14,3
2015-08-25,5.147859891906251,12,4
2015-08-26,1.808983322503126,6,3
2015-08-27,-0.9905151524312494,15,4
2015-08-28,-0.6370448128296867,16,0
2015-08-29,1.5619679400390636,7,0
2015-08-30,-0.5181548694937492,6,0
2015-08-31,2.658534591589063,9,2
2015-09-01,0.5094163064328125,7,1
2015-09-02,14.616186328084375,6,5
2015-09-03,15.2581684457375,13,0
2015-09-04,8.482991917392185,0,2
2015-09-05,-2.3837001425000013,30,1
2015-09-06,0.6358230864687506,3,0
2015-09-07,2.830245443678127,2,0
2015-09-08,7.771498927203127,14,0
2015-09-09,-1.7392087768734368,7,0
2015-09-10,-1.0456235215203113,11,0
