,apache/avro,protocolbuffers/protobuf,apache/thrift
2009-08-06,-0.11059282719843755,0.48386884764062543,0
2009-08-07,-0.05687182125000001,0.025234952589062942,0
2009-08-08,-0.04763015029687513,2.5463989082375003,0
2009-08-09,-0.04075023969843757,-2.883087203823438,0
2009-08-10,0.0,2.51048217229375,0
2009-08-11,0.0,0.8426575053062497,0
2009-08-12,2.0,0.0153956836765623,0
2009-08-13,-0.6000000000000001,-0.6512005389562503,1
2009-08-14,-0.20999999999999985,-0.1674334802093751,1
2009-08-15,-0.11899999999999994,-0.9601186719781252,0
2009-08-16,-0.080325,5.452756976473437,0
2009-08-17,-0.05944049999999999,-0.17269174866406267,0
2009-08-18,6.953438275,-1.4668231633124997,0
2009-08-19,-2.1379145475000003,-0.7598794632281249,0
2009-08-20,-0.7667534335312495,-0.4747168094796876,2
2009-08-21,0.5563331735343752,-0.32064731698125004,0
2009-08-22,-0.5811375000000001,-0.22858580499843756,0
2009-08-23,-0.3130417499999999,-0.17388878073281255,0
2009-08-24,-0.22246603749999994,-0.13317484809375027,0
2009-08-25,0.82713658375,2.8867460870718746,0
2009-08-26,-0.44085726735937536,-0.9271668264656252,0
2009-08-27,0.7766352448703124,1.6850000000000003,1
2009-08-28,0.62154272625,1.2215,0
2009-08-29,-0.461039216765625,0.06951250000000009,0
2009-08-30,-0.2078036632328124,-0.7181607499999998,0
2009-08-31,0.8770566375000001,7.6258324125,0
2009-09-01,-0.38884002375000004,-0.6561373212500001,5
2009-09-02,0.8261221707343751,0.3662051247031255,2
2009-09-03,1.5846784505171874,-1.4409467621984373,0
2009-09-04,2.220003509484375,-0.7432488435312499,0
2009-09-05,-1.2286803799984374,-0.5149645337468751,0
2009-09-06,-0.5110267757328122,1.63094405676875,0
2009-09-07,-0.30750252374999987,-0.8712438282328127,0
2009-09-08,0.780914420734375,-0.42149000662500025,0
2009-09-09,-0.46826316198281254,4.70266471310625,1
2009-09-10,-0.22863385176562495,-1.6392452599968754,0
2009-09-11,0.8382913319859374,0.38839267353437523,0
2009-09-12,-0.4149594767625002,-0.6440617249999999,0
2009-09-13,-0.17547048969843748,-0.34372704749999994,0
2009-09-14,-0.08278086249999997,-0.23985468353125006,0
2009-09-15,-0.05911977375,1.816266361034375,0
2009-09-16,-0.04559696676562504,-0.7245066187500001,2
2009-09-17,-0.03686427573281252,-0.31266444632812507,1
2009-09-18,-0.018957273750000003,-0.20587433991406257,0
2009-09-19,-0.015876716765625045,-0.09620171676562504,1
2009-09-20,-0.013583413232812524,-0.07302391323281252,0
2009-09-21,0.0,-0.04656172499999999,1
2009-09-22,3.0,-0.037914547500000007,0
2009-09-23,2.0999999999999996,-0.03175343353125009,0
2009-09-24,1.7850000000000001,-0.027166826465625047,1
2009-09-25,3.6065,0.0,1
2009-09-26,-2.1139875,1.0,0
2009-09-27,-0.9131482499999996,-0.30000000000000004,0
2009-09-28,-0.5769908374999998,-0.10499999999999993,0
2009-09-29,-0.41668765874999997,-0.05949999999999997,0
2009-09-30,1.677054190953125,-0.0401625,0
2009-10-01,-0.8616565237453128,-0.029720249999999997,2
2009-10-02,-0.3931667587453126,-0.023280862499999996,1
2009-10-03,-0.23913382352656273,-0.018957273750000003,0
2009-10-04,-0.1482420661640626,-0.015876716765625045,0
2009-10-05,-0.05944049999999999,-0.013583413232812524,0
2009-10-06,1.9534382750000001,0.0,0
2009-10-07,1.3620854525,1.0,0
2009-10-08,0.15824656646875002,-0.30000000000000004,0
2009-10-09,3.3438331735343754,-0.10499999999999993,0
2009-10-10,-1.5043250000000001,-0.05949999999999997,0
2009-10-11,-0.6192654999999997,-0.0401625,0
2009-10-12,-0.3841647249999999,1.97027975,0
2009-10-13,-0.27484652249999997,-0.6232808625,0
2009-10-14,1.78817015646875,-0.22895727374999986,0
2009-10-15,3.228999016253125,-0.134876716765625,2
2009-10-16,-1.52887263823125,-0.09390841323281252,0
2009-10-17,-0.6160902802953123,-0.05944049999999999,0
2009-10-18,-0.37265865293125,-0.04656172499999999,0
2009-10-19,-0.22009049999999997,-0.037914547500000007,0
2009-10-20,2.834557275,-0.03175343353125009,0
2009-10-21,1.9689620024999999,-0.027166826465625047,2
2009-10-22,0.67741747146875,0.0,0
2009-10-23,-0.18417369352812507,0.0,0
2009-10-24,-0.8633211529312499,0.0,0
2009-10-25,-0.43364824999999985,0.0,0
2009-10-26,-0.29882833749999993,0.0,0
2009-10-27,1.77368259125,0.0,2
2009-10-28,0.21921605345312478,0.0,1
2009-10-29,-0.6595757999953126,0.0,0
2009-10-30,0.6845390530203125,1.0,0
2009-10-31,0.5171314567687499,-0.30000000000000004,0
2009-11-01,-0.5181864132328124,-0.10499999999999993,0
2009-11-02,-0.24078197499999987,0.9405,0
2009-11-03,1.83914209,3.6598375,1
2009-11-04,-0.7205934572812502,-1.3347202500000002,1
2009-11-05,1.69395534426875,-0.5027808624999996,0
2009-11-06,-0.7748215494828126,-0.29711977374999987,0
2009-11-07,0.6748410094843751,-0.20624696676562504,0
2009-11-08,-0.5079006299984375,-0.1557452757328125,0
2009-11-09,0.7545298617671876,-0.11208072374999999,1
2009-11-10,3.5431449525,-0.09170581176562506,0
2009-11-11,1.57652234146875,-0.0770902802953127,2
2009-11-12,2.5256983760343754,0.9456663470687499,4
2009-11-13,0.15180320396875002,-0.30000000000000004,1
2009-11-14,-0.4349943502156246,2.895,0
2009-11-15,-1.0265260792656248,0.04049999999999987,0
2009-11-16,0.40052511301718763,-0.6551624999999999,0
2009-11-17,1.2797456007343748,-0.31322024999999987,1
2009-11-18,-1.0316885515453127,-0.20326836249999997,0
2009-11-19,3.476425126771875,-0.14828052374999998,1
2009-11-20,9.475384983239062,-0.11543955426562502,0
2009-11-21,0.06491038978749941,-0.09373609698281253,0
2009-11-22,-2.7187649057312493,-0.06658742404687513,0
2009-11-23,-1.3142524119828118,-0.056626956464062614,0
2009-11-24,2.1475402357343754,-0.013583413232812524,0
2009-11-25,0.4739669532359372,1.0,0
2009-11-26,-1.3929664089656248,-0.30000000000000004,0
2009-11-27,-0.7536603283125,4.8950000000000005,0
2009-11-28,-0.5442941323531256,-0.5595000000000001,0
2009-11-29,-0.38241016262343785,-0.8651624999999997,0
2009-11-30,-0.1836167404312501,-0.4322202499999998,0
2009-12-01,1.89656645375,0.7164066375,0
2009-12-02,-0.6855446977968752,-0.5077210237500001,0
2009-12-03,0.7174963267703125,-0.26700127926562495,1
2009-12-04,1.553833173534375,-0.1911506444828125,0
2009-12-05,0.21467499999999995,0.8614966424218747,0
2009-12-06,-0.6289404999999999,2.5864859670703124,0
2009-12-07,-0.31072422499999985,2.9581357242671875,2
2009-12-08,0.7925402025,-1.59345727375,1
2009-12-09,0.5453627039687499,-0.6545392167656247,3
2009-12-10,0.472593924784375,-0.4017911632328124,0
2009-12-11,-0.541572126765625,1.7269083875,0
2009-12-12,-0.2689566205140625,-0.80768086125,0
2009-12-13,-0.17242629323125006,-0.3758719880156249,0
2009-12-14,-0.1067470257328125,-0.2560426585296876,0
2009-12-15,3.92804161375,-0.18458210676093773,0
2009-12-16,-1.2581148530156252,-0.1137741529312501,0
2009-12-17,-0.46841740374843727,-0.04656172499999999,0
2009-12-18,-0.26746012999843743,6.9620854525,2
2009-12-19,-0.17423341323281252,-1.1317534335312507,0
2009-12-20,-0.11888099999999999,-0.06216682646562455,0
2009-12-21,-0.09312344999999998,6.1785000000000005,0
2009-12-22,-0.07582909500000001,6.4543625,0
2009-12-23,-0.06350686706250018,5.257295750000001,0
2009-12-24,-0.054333652931250094,-3.294348787499999,0
2009-12-25,0.0,-2.2473395287499995,0
2009-12-26,0.0,-1.363379403609375,0
2009-12-27,0.0,-0.9813286706453127,0
2009-12-28,0.0,-0.6793335587484376,1
2009-12-29,3.0,3.4654160931578124,0
2009-12-30,0.09999999999999987,1.3681293302296866,0
2009-12-31,6.385,-0.604098443735938,2
2010-01-01,-2.3835000000000006,3.008872564139063,0
2010-01-02,-0.9149874999999994,0.34226658676718746,0
2010-01-03,-0.5458232499999998,-0.3188684999999998,0
2010-01-04,0.6192996625,4.0295533,0
2010-01-05,1.41180556625,0.9399580675000001,0
2010-01-06,0.06544653845312487,0.17263444918750004,2
2010-01-07,1.2411721272859375,1.4738524730218752,0
2010-01-08,4.011117069407812,2.3019494735359376,0
2010-01-09,-0.9746291426296878,0.9586255597046875,0
2010-01-10,2.9331161375000003,-1.8894344227124997,0
2010-01-11,-0.77806424875,0.0593995005187502,3
2010-01-12,6.883174873234376,3.0752887066890624,0
2010-01-13,1.9573804044859373,-0.7676728514609379,0
2010-01-14,4.21276734676875,0.9088403055203127,0
2010-01-15,-0.42344757801406274,1.7963688407374998,5
2010-01-16,0.4978486159562503,1.4790008219890622,1
2010-01-17,-2.2529782404296874,-0.6182881657281252,0
2010-01-18,3.794466795954688,-1.0563762134484374,0
2010-01-19,2.654697877803125,1.4215853257343751,1
2010-01-20,1.3670021963921872,0.9882424709546873,0
2010-01-21,-0.502255143440625,-0.11729075469687489,1
2010-01-22,6.175919007726563,-0.8307715055140624,0
2010-01-23,-2.396999614176563,-0.45927466051250004,0
2010-01-24,-1.773035952495312,-0.3066031637453126,0
2010-01-25,0.9678530790515627,-0.20279168146406257,1
2010-01-26,7.692466097421875,-0.12777993573281252,1
2010-01-27,-1.4576159699921876,-0.0929488435312501,0
2010-01-28,-1.049305630726562,0.9221224662531249,0
2010-01-29,2.6131488610374998,0.6569564567687498,0
2010-01-30,-2.0180408343406255,-0.4185834132328125,0
2010-01-31,-0.9984129976281249,-0.1644999999999999,0
2010-02-01,-0.5986287232328124,1.9003375,0
2010-02-02,5.56069912771875,-0.6698827500000001,0
2010-02-03,0.8498663126437491,-0.26300111249999986,0
2010-02-04,9.203915123623437,-0.16123813624999994,0
2010-02-05,-3.09087263823125,1.884841009484375,0
2010-02-06,2.048434719704688,-0.6889006299984377,0
2010-02-07,-2.31264265293125,-0.2701451382328124,0
2010-02-08,-0.1501334249999995,1.8430854525,0
2010-02-09,3.91132852,0.2879215664687498,0
2010-02-10,-1.2035918593437502,0.40339267353437513,3
2010-02-11,-0.36432250344375006,-0.5705617249999999,0
2010-02-12,-1.070137347870313,-0.2827395474999999,1
2010-02-13,-0.6361561073265627,-0.19085643353125004,0
2010-02-14,-0.3486348927953127,-0.14361130146562504,0
2010-02-15,1.74042201081875,-0.09091566000000001,1
2010-02-16,4.236335801984374,0.9260084302187499,1
2010-02-17,-1.8452051333109378,-0.36200081698125014,4
2010-02-18,-0.7467510566796873,2.8655398700015624,5
2010-02-19,7.592714870001562,-0.9730834132328127,1
2010-02-20,-1.673836413232813,-0.35516249999999977,0
2010-02-21,-0.33516297499999936,-0.2082202499999999,0
2010-02-22,-1.0353188599999998,-0.1437683625,0
2010-02-23,3.38766019771875,0.89188197625,2
2010-02-24,-1.6439749102937504,-0.38571930426562506,0
2010-02-25,2.2559532838359377,-0.17545523448281247,0
2010-02-26,-1.3426593025,-0.1071301502968751,2
2010-02-27,-0.6449018703750001,-0.08091273969843757,1
2010-02-28,-0.44088229637812515,-0.029720249999999997,1
2010-03-01,-0.24307107999843755,-0.023280862499999996,0
2010-03-02,0.8214267417671874,-0.018957273750000003,3
2010-03-03,4.5666505454375,-0.015876716765625045,0
2010-03-04,3.2837945258187498,-0.013583413232812524,0
2010-03-05,0.867869849703125,0.0,1
2010-03-06,-1.8034127396984374,0.0,0
2010-03-07,-0.8430327499999997,0.0,0
2010-03-08,0.4488053875000001,0.0,0
2010-03-09,-0.70445033625,0.0,37
2010-03-10,-0.42122814801562497,0.0,1
2010-03-11,-0.31709595331093776,0.0,0
2010-03-12,3.755665028757812,0.0,0
2010-03-13,-1.3452674664609379,0.0,0
2010-03-14,-0.48403110219843726,0.0,0
2010-03-15,1.7430427262500001,0.0,0
2010-03-16,-0.7765267167656251,0.0,1
2010-03-17,2.6575355867671875,0.0,1
2010-03-18,-0.11212345000000012,0.0,0
2010-03-19,1.2288459050000002,0.0,0
2010-03-20,-1.0064473670625,0.0,0
2010-03-21,-0.4908828779312499,0.0,0
2010-03-22,-0.2862377974999999,0.0,1
2010-03-23,-0.21164127103125008,0.0,2
2010-03-24,0.833239989784375,0.0,0
2010-03-25,2.586850850953125,0.0,0
2010-03-26,-1.0995415039640628,0.0,8
2010-03-27,-0.41983684676406235,0.0,3
2010-03-28,-0.24582932646562494,0.0,1
2010-03-29,-0.15020775,0.0,2
2010-03-30,-0.11244161249999998,0.0,0
2010-03-31,-0.08879986124999999,0.0,0
2010-04-01,0.9272514619843749,1.0,0
2010-04-02,-0.3612135635296877,-0.30000000000000004,0
2010-04-03,4.854249760301562,-0.10499999999999993,6
2010-04-04,0.4404999999999999,-0.05949999999999997,1
2010-04-05,0.8348375000000003,1.9598375,1
2010-04-06,0.8627797500000001,-0.6297202500000001,0
2010-04-07,-0.15309336249999994,-0.23328086249999985,0
2010-04-08,0.1231164762500001,-0.13795727374999994,0
