,facebook/react,jquery/jquery,angular/angular
2023-03-06,26,0,10.751585715000003
2023-03-07,9,0,4.8043409165312525
2023-03-08,19,0,9.930918296387501
2023-03-09,11,1,7.5374205839390624
2023-03-10,7,0,-2.342240273195312
2023-03-11,6,0,-1.328846781546874
2023-03-12,1,0,-0.9044976304312482
2023-03-13,9,0,1.374715557500002
2023-03-14,3,1,17.288412720062503
2023-03-15,12,1,-0.3225089015406253
2023-03-16,9,0,12.648451313560937
2023-03-17,10,0,9.7592056394125
2023-03-18,2,0,-2.3751470253593747
2023-03-19,0,0,-1.2967505249999993
2023-03-20,8,3,7.077387882500002
2023-03-21,12,0,22.48126831646875
2023-03-22,19,0,19.651116093146875
2023-03-23,5,0,7.908428130821873
2023-03-24,12,0,3.631821557709374
2023-03-25,3,0,-2.7527376916906237
2023-03-26,0,0,-1.7251218304312468
2023-03-27,16,2,7.777226880000003
2023-03-28,9,0,8.116439998375002
2023-03-29,8,0,16.7722532535875
2023-03-30,22,0,19.746597897278125
2023-03-31,15,0,4.9883882617359365
2023-04-01,1,0,-1.9959401715406258
2023-04-02,1,0,-1.891505080251561
2023-04-03,4,2,2.6855808587500034
2023-04-04,14,2,39.56772223285938
2023-04-05,12,0,9.869507430770312
2023-04-06,8,0,6.885483651093749
2023-04-07,4,0,-2.5188046762921883
2023-04-08,0,0,-2.2245116217171845
2023-04-09,1,0,-1.467030285839059
2023-04-10,10,0,3.9100450999640657
2023-04-11,13,0,34.6115082641875
2023-04-12,2,0,10.421799424965624
2023-04-13,3,0,5.114429679542186
2023-04-14,3,0,5.053359572539062
2023-04-15,2,0,-2.5588894409109355
2023-04-16,0,0,-1.5808494150359347
2023-04-17,7,0,26.814985318750004
2023-04-18,8,0,42.24500443242187
2023-04-19,11,0,18.339748912507808
2023-04-20,13,0,-3.0190227527781275
2023-04-21,13,0,-2.615397175179687
2023-04-22,3,0,-2.501380176948433
2023-04-23,2,0,-1.8241601702874948
2023-04-24,7,0,17.590517680000005
2023-04-25,9,0,4.923714145562501
2023-04-26,18,0,13.336744536525002
2023-04-27,7,0,2.8265018567062494
2023-04-28,3,0,4.809642551304688
2023-04-29,2,0,-1.932283120623437
2023-04-30,0,0,-1.2040110900359355
2023-05-01,6,0,33.10258067125
2023-05-02,11,0,8.877522282703124
2023-05-03,12,0,4.5645868326921875
2023-05-04,8,0,10.2670199064625
2023-05-05,2,0,-3.002472392418748
2023-05-06,0,0,-1.7469533063249976
2023-05-07,1,0,-1.25161814275156
2023-05-08,9,0,21.054161665000002
2023-05-09,4,0,18.01564545621875
2023-05-10,3,0,7.240195212074999
2023-05-11,8,0,1.9980503616578114
2023-05-12,6,0,3.760346110509376
2023-05-13,0,0,-2.0361660829671853
2023-05-14,0,0,-1.2678035249999975
2023-05-15,5,0,11.027939670000002
2023-05-16,2,0,7.0071886049062515
2023-05-17,15,0,5.889749449631251
2023-05-18,9,0,-0.9630679026765625
2023-05-19,1,0,7.828758879526563
2023-05-20,2,0,-1.651767640773437
2023-05-21,0,0,-0.9521880152156235
2023-05-22,3,2,10.342321032500001
2023-05-23,5,0,16.3779616275625
2023-05-24,4,0,7.271136619928124
2023-05-25,10,0,4.594812014301562
2023-05-26,4,0,-2.066889899553125
2023-05-27,0,0,-1.2437229196765607
2023-05-28,0,0,-0.9165983103234353
2023-05-29,0,0,-0.6647518837499979
2023-05-30,2,0,20.450624649328127
2023-05-31,13,3,4.432311937823437
2023-06-01,6,0,16.030481650446873
2023-06-02,5,0,-0.8644667164687521
2023-06-03,2,0,-1.7022044677515618
2023-06-04,3,0,-1.0860892499999988
2023-06-05,13,0,-0.8181445124999974
2023-06-06,7,0,8.343471791250002
2023-06-07,3,0,6.552259827921876
2023-06-08,10,0,6.325635348135938
2023-06-09,1,0,0.33029100546718704
2023-06-10,1,0,-1.1442784716781245
2023-06-11,0,0,-0.6451484550718741
2023-06-12,1,2,18.5303078875
2023-06-13,5,1,12.72460163375
2023-06-14,4,0,21.332606012859372
2023-06-15,13,0,0.11629022805156009
2023-06-16,13,0,-0.4660122169124996
2023-06-17,0,0,-1.7664831963187484
2023-06-18,0,0,1.7914728074281283
2023-06-19,0,0,6.765337583750003
2023-06-20,13,0,13.295116308953126
2023-06-21,3,0,8.400266846582813
2023-06-22,10,0,9.508691389585938
2023-06-23,6,1,3.4018166445749998
2023-06-24,0,0,-1.9845895736749992
2023-06-25,0,0,-1.2364136438218734
2023-06-26,1,0,16.08888105345313
2023-06-27,7,3,4.569693357017188
2023-06-28,5,0,0.9476091757281253
2023-06-29,2,0,-0.542830661210937
2023-06-30,3,0,16.94046818841719
2023-07-01,0,0,-2.5073183585249996
2023-07-02,1,0,-1.2874520777156242
2023-07-03,5,0,-0.8627396737499993
2023-07-04,1,0,-0.6678449825156227
2023-07-05,5,0,5.4536967145296895
2023-07-06,21,0,0.0644931719515629
2023-07-07,1,0,-0.6044514031234371
2023-07-08,7,0,-0.3966284868171872
2023-07-09,0,0,-0.30365434564687416
2023-07-10,0,5,7.882637000000001
2023-07-11,6,0,18.104911174999998
2023-07-12,5,0,-2.339724190000002
2023-07-13,8,0,13.848496425656249
2023-07-14,10,0,12.733238571768748
2023-07-15,0,0,-2.7049203525359373
2023-07-16,0,0,-1.5140143499999994
2023-07-17,2,0,17.923734692500002
2023-07-18,1,0,7.260984517125001
2023-07-19,1,0,9.456829794915626
2023-07-20,1,0,2.2850861705671868
2023-07-21,2,0,4.972482361015626
2023-07-22,0,0,-2.049350733273436
2023-07-23,0,0,-1.2426785255390602
2023-07-24,1,0,4.161386146250002
2023-07-25,10,0,2.8240996902031266
2023-07-26,3,0,4.807987004160939
2023-07-27,7,0,9.731089149703125
2023-07-28,4,0,13.186403830740625
2023-07-29,0,0,-2.4382062037890635
2023-07-30,0,0,-1.3015440302515622
2023-07-31,0,0,-0.8596045312499989
2023-08-01,4,0,28.341589824921876
2023-08-02,4,0,-0.43336307974218835
2023-08-03,2,0,2.9845338655124998
2023-08-04,7,0,6.2164499978625
2023-08-05,0,0,-1.9456245731296855
2023-08-06,0,0,-1.1578560380390608
2023-08-07,7,0,6.238638887500001
2023-08-08,1,0,4.692913021250002
2023-08-09,4,0,2.5794937712968755
2023-08-10,14,0,6.697463756160938
2023-08-11,9,1,4.542574807314063
2023-08-12,1,0,-1.4293330168046872
2023-08-13,0,0,0.16332459221250062
2023-08-14,14,0,18.34260505125
2023-08-15,6,0,12.615902581390625
2023-08-16,16,0,-0.7460732308453135
2023-08-17,14,0,8.306449487721874
2023-08-18,6,0,4.8970916582312505
2023-08-19,0,0,-1.9609184608812484
2023-08-20,0,0,-1.1946412989656234
2023-08-21,4,0,10.143862770734376
2023-08-22,11,0,5.211268731417189
2023-08-23,6,0,5.2352723390828135
2023-08-24,2,0,1.3233095359296874
2023-08-25,2,1,-0.23192420897812438
2023-08-26,2,0,-0.9073884664687489
2023-08-27,0,0,-0.5915288552515611
2023-08-28,2,0,28.58253050375
2023-08-29,14,0,35.755945845578125
2023-08-30,7,0,6.502375769745309
2023-08-31,5,0,14.04628673988906
2023-09-01,3,0,8.850696896951561
2023-09-02,0,0,-3.759988120623435
2023-09-03,0,0,-2.364600465035934
2023-09-04,0,0,-1.7708616787499958
2023-09-05,13,0,21.57320661879688
2023-09-06,3,0,6.503710738848438
2023-09-07,14,0,8.151832299910938
2023-09-08,4,0,3.3772660840374993
2023-09-09,0,0,-2.130804914849999
2023-09-10,0,0,-1.2699953329671856
2023-09-11,9,0,2.1378187125000023
2023-09-12,3,1,16.01196561125
2023-09-13,5,0,4.592509200640626
2023-09-14,12,0,6.959640527767188
2023-09-15,13,0,6.982710353968749
2023-09-16,0,0,-2.053910005989062
2023-09-17,0,0,-1.1700014027156238
2023-09-18,7,1,20.18768494875
2023-09-19,1,3,18.259554887203127
2023-09-20,5,6,8.42597738487656
2023-09-21,6,2,-3.171560062970314
2023-09-22,5,0,19.182837448857814
2023-09-23,2,0,-3.3760687399640616
2023-09-24,0,0,-1.8833936853234352
2023-09-25,4,0,3.698729116250002
2023-09-26,1,0,12.474241155421877
2023-09-27,10,0,13.52611341841719
2023-09-28,4,0,-2.9400979219421877
2023-09-29,3,0,21.44393364831875
2023-09-30,0,0,-3.3267933233281255
2023-10-01,0,0,-1.8334204657546858
2023-10-02,9,0,5.846895343750001
2023-10-03,12,0,3.4110169874218776
2023-10-04,13,0,30.460864965101564
2023-10-05,10,0,15.802096768746873
2023-10-06,3,0,10.883325845675
2023-10-07,0,0,-3.7482009493593766
2023-10-08,0,0,-2.27209144582656
2023-10-09,9,0,26.500048063750004
2023-10-10,7,0,45.02409642764063
2023-10-11,3,0,7.87337668717031
2023-10-12,6,0,3.7295156083203107
2023-10-13,2,0,3.8234150147875017
2023-10-14,0,0,-3.4077332459531204
2023-10-15,1,0,-2.210677388039058
2023-10-16,5,1,14.388724142500005
2023-10-17,5,0,4.0807151818125025
2023-10-18,4,0,27.462187234978128
2023-10-19,4,0,6.468792164254687
2023-10-20,4,0,-3.2809471751796875
2023-10-21,3,0,-1.9046416769484367
2023-10-22,0,0,-1.3239752702874967
2023-10-23,6,0,18.019576772500002
2023-10-24,2,0,25.297106493
2023-10-25,6,0,19.666047143315623
2023-10-26,1,0,1.330627983029685
2023-10-27,4,0,11.77219548075
2023-10-28,0,0,-3.4311556278953113
2023-10-29,0,0,-2.0432472374999966
2023-10-30,8,0,-1.517593578749997
2023-10-31,11,0,35.78505225770313
2023-11-01,7,1,0.28553700237968727
2023-11-02,18,0,19.106200251618752
2023-11-03,6,0,5.095112217293748
2023-11-04,0,0,2.0090696895500018
2023-11-05,0,0,-2.357615038039061
2023-11-06,6,1,19.496346787500002
2023-11-07,13,0,-2.2593078237499986
2023-11-08,19,0,15.007576412171877
2023-11-09,15,0,31.85479771109219
2023-11-10,15,0,2.854437022226561
2023-11-11,3,0,-3.54497230418125
2023-11-12,2,0,-2.124712750401561
2023-11-13,6,2,18.486703853570315
2023-11-14,12,0,5.834831267921877
2023-11-15,7,0,3.235858509979689
2023-11-16,10,0,4.760364357448438
2023-11-17,4,0,8.79382898134219
2023-11-18,0,0,-2.464803842882811
2023-11-19,0,0,-1.2939568202874987
2023-11-20,0,1,18.104829962500002
2023-11-21,3,0,2.3897136484375006
2023-11-22,1,0,-1.9450723828593743
2023-11-23,2,0,-1.121937562167187
2023-11-24,0,0,-0.7744894650749979
2023-11-25,0,0,-0.5735741609234356
2023-11-26,0,0,-0.42304936539531124
2023-11-27,3,0,4.723409708750001
2023-11-28,8,0,16.262733571453126
2023-11-29,6,0,13.867580236739062
2023-11-30,3,0,34.45050573732031
2023-12-01,5,0,10.992187499999996
2023-12-02,0,0,-4.152846250000001
2023-12-03,0,0,-1.444894812499999
2023-12-04,9,0,4.142396806250004
2023-12-05,5,0,28.981053648671878
2023-12-06,6,0,10.474482813554687
2023-12-07,3,0,2.9964050373890627
2023-12-08,6,0,24.935499887846877
2023-12-09,0,0,-4.756750564579686
2023-12-10,0,0,-2.4935041618249976
2023-12-11,12,0,14.331458371984377
2023-12-12,6,0,11.101489248120316
2023-12-13,2,0,21.823180650050002
2023-12-14,4,0,5.563918652401561
2023-12-15,10,0,6.6418155258515625
2023-12-16,7,0,-3.0363477321890615
2023-12-17,1,0,-1.9229570710062467
2023-12-18,2,0,15.743688935000003
2023-12-19,2,0,19.294752431750002
2023-12-20,8,0,-0.80346805404375
2023-12-21,0,0,-0.37384884839374966
2023-12-22,0,0,-1.7298539060546858
2023-12-23,0,0,-1.083731405515622
2023-12-24,0,0,-0.7812987378593728
2023-12-25,0,0,-0.5678323612499983
2023-12-26,0,0,-0.4784421762656237
2023-12-27,0,0,-0.4128884932046864
2023-12-28,0,0,-0.2356670873374994
2023-12-29,0,0,-0.044333183639062385
2023-12-30,0,0,-0.016797705071874957
2023-12-31,0,0,0.0
2024-01-01,0,0,0.0
2024-01-02,3,0,0.0
2024-01-03,1,0,18.0
2024-01-04,0,1,15.2
2024-01-05,0,0,-0.510000000000002
2024-01-06,0,0,-1.478000000000001
2024-01-07,0,0,-0.9464249999999991
2024-01-08,1,1,3.301636000000002
2024-01-09,4,0,12.047774025
2024-01-10,4,0,38.064325755
2024-01-11,4,0,-4.086146495531253
2024-01-12,9,2,0.3108219405874997
2024-01-13,0,0,-1.979996619142187
2024-01-14,1,0,-1.268963505071871
2024-01-15,4,0,-0.9663134474999971
2024-01-16,3,0,2.2129239466875026
2024-01-17,3,0,20.036756408153128
2024-01-18,7,0,6.222502662657812
2024-01-19,12,0,7.690696496796875
2024-01-20,2,0,-2.1025912915828138
2024-01-21,0,0,-1.2139593076078112
2024-01-22,6,0,3.1510997125000015
2024-01-23,10,2,14.938640898750002
2024-01-24,6,0,17.678701827203124
2024-01-25,14,0,32.70840547781406
2024-01-26,21,0,19.587922317104685
2024-01-27,4,0,-5.256339802979689
2024-01-28,1,0,-2.958754575359374
2024-01-29,13,0,8.966348015000005
2024-01-30,10,0,14.324221857937504
2024-01-31,6,2,22.51968645660625
2024-02-01,23,0,19.2673287216125
2024-02-02,22,0,-0.07156622553125036
2024-02-03,1,0,-3.3911132666843735
2024-02-04,4,0,-2.0749632008984342
2024-02-05,20,3,22.596779628750003
2024-02-06,25,1,37.47382889557812
2024-02-07,8,0,17.880043148339062
2024-02-08,9,1,7.347384595982811
2024-02-09,15,1,2.4521218404406255
2024-02-10,1,0,-3.4523785259406217
2024-02-11,2,0,-2.200069312679683
2024-02-12,5,0,10.339194277500004
2024-02-13,9,0,2.4454753913750027
2024-02-14,16,0,7.815954582996877
2024-02-15,7,0,7.622655394901564
2024-02-16,11,0,-2.2440664038156246
2024-02-17,3,0,-1.2078767740765617
2024-02-18,3,0,-0.7889448677515609
2024-02-19,6,0,-0.566726917499998
2024-02-20,19,0,8.536924137562501
2024-02-21,9,0,21.708815116990625
2024-02-22,10,0,-0.9536143553359393
2024-02-23,8,0,12.328828344484375
2024-02-24,3,0,-2.415451025359376
2024-02-25,1,0,-1.3072882499999983
2024-02-26,8,2,2.070531637500001
2024-02-27,11,0,19.97592194625
2024-02-28,4,0,9.171771644109375
2024-02-29,7,1,0.267383560317187
2024-03-01,5,0,-0.8681094818578123
2024-03-02,0,0,-1.2100168372906233
2024-03-03,2,0,0.12602827699687735
2024-03-04,2,0,6.306428148750002
2024-03-05,7,2,6.766370539703126
2024-03-06,17,0,28.44164172656406
2024-03-07,6,0,12.08219873930781
2024-03-08,7,1,-0.4793391157281266
2024-03-09,1,2,-0.20104413312343805
2024-03-10,0,0,-1.651435636285935
2024-03-11,12,6,23.81787721323438
2024-03-12,5,0,8.564157511354688
2024-03-13,10,0,2.906583190623438
2024-03-14,11,2,1.5440411117437502
2024-03-15,4,1,26.006773801921877
2024-03-16,1,0,30.012857277878126
2024-03-17,0,0,-4.464759496139065
2024-03-18,12,0,6.940565238678126
2024-03-19,12,1,3.891678744609377
2024-03-20,9,0,2.2237047029140666
2024-03-21,11,0,-2.2397392435249976
2024-03-22,25,0,13.505959962721878
2024-03-23,1,0,-2.6401608595812487
2024-03-24,1,0,-1.5943340847874978
2024-03-25,10,0,-1.0062840992374986
2024-03-26,21,0,-0.5574854189421856
2024-03-27,12,1,-0.44818644771874866
2024-03-28,22,0,-0.30406372032968665
2024-03-29,13,0,-0.2083997064296869
2024-03-30,3,0,-0.14352469523437464
2024-03-31,0,0,-0.12598278803906218
2024-04-01,13,1,0.0
2024-04-02,28,0,0.0
2024-04-03,20,0,0.0
2024-04-04,6,0,0.0
2024-04-05,6,0,0.0
2024-04-06,1,0,0.0
2024-04-07,0,0,0.0
2024-04-08,20,0,0.0
2024-04-09,15,0,0.0
2024-04-10,26,0,0.0
2024-04-11,9,0,0.0
2024-04-12,7,0,0.0
2024-04-13,0,0,0.0
2024-04-14,0,0,0.0
2024-04-15,7,0,0.0
2024-04-16,8,0,0.0
2024-04-17,7,0,0.0
2024-04-18,20,0,0.0
2024-04-19,10,1,0.0
2024-04-20,5,0,0.0
2024-04-21,3,0,0.0
2024-04-22,6,0,0.0
2024-04-23,18,0,0.0
2024-04-24,9,2,0.0
2024-04-25,12,1,0.0
2024-04-26,4,0,0.0
2024-04-27,2,0,0.0
2024-04-28,0,0,0.0
2024-04-29,3,0,0.0
2024-04-30,3,0,0.0
2024-05-01,8,0,0.0
2024-05-02,8,0,0.0
2024-05-03,15,0,0.0
2024-05-04,0,0,0.0
2024-05-05,0,0,0.0
2024-05-06,8,0,0.0
2024-05-07,15,0,0.0
2024-05-08,10,0,0.0
2024-05-09,5,0,0.0
2024-05-10,4,0,0.0
2024-05-11,9,0,0.0
2024-05-12,0,0,0.0
2024-05-13,4,0,0.0
2024-05-14,7,0,0.0
2024-05-15,14,0,0.0
2024-05-16,10,0,0.0
2024-05-17,18,0,0.0
2024-05-18,1,0,0.0
2024-05-19,2,0,0.0
2024-05-20,9,1,0.0
2024-05-21,9,0,0.0
2024-05-22,3,0,0.0
2024-05-23,9,0,0.0
2024-05-24,3,0,0.0
2024-05-25,2,0,0.0
2024-05-26,1,0,0.0
2024-05-27,0,0,0.0
2024-05-28,10,0,0.0
2024-05-29,16,2,0.0
2024-05-30,7,0,0.0
2024-05-31,15,0,0.0
2024-06-01,0,0,0.0
2024-06-02,0,0,0.0
2024-06-03,12,1,0.0
2024-06-04,4,0,0.0
2024-06-05,5,1,0.0
2024-06-06,9,1,0.0
2024-06-07,8,0,0.0
2024-06-08,2,0,0.0
2024-06-09,0,0,0.0
2024-06-10,15,1,0.0
2024-06-11,15,0,0.0
2024-06-12,8,0,0.0
2024-06-13,4,0,0.0
2024-06-14,10,0,0.0
2024-06-15,1,1,0.0
2024-06-16,0,0,0.0
2024-06-17,6,0,0.0
2024-06-18,2,0,0.0
2024-06-19,2,0,0.0
2024-06-20,6,0,0.0
2024-06-21,15,0,0.0
2024-06-22,6,0,0.0
2024-06-23,0,0,0.0
2024-06-24,4,0,0.0
2024-06-25,13,0,0.0
2024-06-26,10,0,0.0
2024-06-27,5,0,0.0
2024-06-28,5,0,0.0
2024-06-29,0,0,0.0
2024-06-30,1,0,0.0
2024-07-01,10,0,0.0
2024-07-02,4,0,0.0
2024-07-03,4,0,0.0
2024-07-04,4,0,0.0
2024-07-05,0,0,0.0
2024-07-06,1,0,0.0
2024-07-07,0,0,0.0
2024-07-08,6,0,0.0
2024-07-09,5,0,0.0
2024-07-10,9,0,0.0
2024-07-11,9,3,0.0
2024-07-12,11,1,0.0
2024-07-13,3,0,0.0
2024-07-14,0,0,0.0
2024-07-15,7,0,0.0
2024-07-16,15,0,0.0
2024-07-17,6,3,0.0
2024-07-18,16,0,0.0
2024-07-19,1,0,0.0
2024-07-20,1,0,0.0
2024-07-21,0,0,0.0
2024-07-22,9,0,0.0
2024-07-23,9,0,0.0
2024-07-24,13,0,0.0
2024-07-25,21,0,0.0
2024-07-26,10,0,0.0
2024-07-27,0,0,0.0
2024-07-28,0,0,0.0
2024-07-29,27,3,0.0
2024-07-30,18,0,0.0
2024-07-31,5,0,0.0
2024-08-01,4,0,0.0
2024-08-02,11,0,0.0
2024-08-03,1,0,0.0
2024-08-04,0,0,0.0
2024-08-05,3,0,0.0
2024-08-06,13,0,0.0
2024-08-07,2,0,0.0
2024-08-08,10,0,0.0
2024-08-09,8,2,0.0
2024-08-10,0,0,0.0
2024-08-11,0,0,0.0
2024-08-12,8,1,0.0
2024-08-13,6,0,0.0
2024-08-14,10,0,0.0
2024-08-15,8,0,0.0
2024-08-16,13,0,0.0
2024-08-17,2,0,0.0
2024-08-18,1,0,0.0
2024-08-19,5,0,0.0
2024-08-20,7,0,0.0
2024-08-21,6,0,0.0
2024-08-22,14,0,0.0
2024-08-23,6,0,0.0
2024-08-24,0,0,0.0
2024-08-25,0,1,0.0
2024-08-26,2,0,0.0
2024-08-27,8,0,0.0
2024-08-28,9,0,0.0
2024-08-29,7,0,0.0
2024-08-30,5,0,0.0
2024-08-31,0,0,0.0
2024-09-01,0,0,0.0
2024-09-02,0,0,0.0
2024-09-03,4,0,0.0
2024-09-04,5,0,0.0
2024-09-05,3,0,0.0
2024-09-06,6,1,0.0
2024-09-07,4,0,0.0
2024-09-08,1,0,0.0
2024-09-09,9,1,0.0
2024-09-10,8,1,0.0
2024-09-11,3,0,0.0
2024-09-12,8,0,0.0
2024-09-13,6,0,0.0
2024-09-14,3,0,0.0
2024-09-15,0,0,0.0
2024-09-16,12,0,0.0
2024-09-17,5,0,0.0
